link,type,tool_used,creation_date,language,contributors,openIssues,closedIssues,commits,openPRs,closedPRs,releases,forks,stars,watchers,LOC,size,PL_category,PL_typting
https://github.com/cncf/tag-contributor-strategy,CycloneDX,ko-build/ko,2020-02-28T18:59:56Z,HTML,55,79,118,1163,11,83,0,136,198,23,"{""Dockerfile"": 292, ""SCSS"": 32603, ""HTML"": 48256, ""JavaScript"": 1922, ""Makefile"": 592}",21601.0,DSL,
https://github.com/algorandfoundation/algokit-cli,CycloneDX,cyclonedx-python,2022-11-11T08:03:16Z,Python,23,15,150,678,7,73,381,55,185,17,"{""Python"": 797965, ""Shell"": 6116, ""PowerShell"": 2476, ""Batchfile"": 302}",10770.0,GPL,dynamic
https://github.com/opnsense/ports,CycloneDX,cyclonedx-python-lib,2014-12-13T15:19:32Z,Makefile,9,3,140,31497,2,47,0,132,179,29,"{""Makefile"": 35679772, ""C++"": 14265160, ""Shell"": 3714301, ""BitBake"": 21880, ""C"": 13312979, ""JavaScript"": 31969, ""Awk"": 24494, ""Python"": 1286168, ""Perl"": 629747, ""Tcl"": 37445}",664724.0,DSL,
https://github.com/duosecurity/duo_client_python,CycloneDX,cyclonedx-cli,2012-11-27T15:49:33Z,Python,76,10,59,450,13,26,20,145,141,38,"{""Python"": 331387}",659.0,GPL,dynamic
https://github.com/CycloneDX/bom-examples,CycloneDX,cyclonedx-php-composer,2020-07-31T19:03:34Z,,6,14,10,124,1,4,0,70,195,14,{},2279.0,,
https://github.com/pentagridsec/smsgate,CycloneDX,cyclonedx-python-lib,2022-11-16T11:16:45Z,Python,2,0,3,53,0,2,0,34,180,8,"{""Python"": 148618, ""Shell"": 305}",180.0,GPL,dynamic
https://github.com/hyperledger/fabric-gateway,CycloneDX,cyclonedx-node-npm,2020-09-15T09:49:35Z,Java,17,9,159,593,3,26,19,97,168,10,"{""Makefile"": 8212, ""Go"": 299990, ""JavaScript"": 2979, ""Gherkin"": 34876, ""Shell"": 4797, ""TypeScript"": 335809, ""Java"": 419822}",5892.0,GPL,static
https://github.com/CycloneDX/cyclonedx-node-module,CycloneDX,cyclonedx-node-npm,2017-06-04T04:34:48Z,,23,0,98,520,0,126,36,38,127,7,{},1192.0,,
https://github.com/pgjones/tozo,CycloneDX,cyclonedx-python,2022-07-22T09:20:17Z,TypeScript,1,1,5,68,0,0,0,13,137,6,"{""HTML"": 3453, ""TypeScript"": 59726, ""HCL"": 11047, ""Python"": 36120, ""Dockerfile"": 971}",1166.0,GPL,both
https://github.com/gythialy/golang-cross,CycloneDX,ko-build/ko,2019-08-22T02:13:33Z,Shell,8,0,24,575,0,15,190,27,129,3,"{""Dockerfile"": 5988, ""Shell"": 10260, ""Makefile"": 1667, ""Go"": 2968, ""Ruby"": 5213}",755.0,DSL,
https://github.com/algorand-devrel/bootcamp,CycloneDX,cyclonedx-python,2022-12-20T01:35:17Z,TypeScript,6,0,1,217,3,6,0,67,108,14,"{""Python"": 164692, ""JavaScript"": 4655, ""HTML"": 12243, ""TypeScript"": 702212, ""CSS"": 413, ""Jinja"": 8166}",20013.0,GPL,both
https://github.com/duzyn/scoop-cn,CycloneDX,ko-build/ko,2020-06-20T01:59:09Z,PowerShell,3,0,26,2418,0,5,0,18,420,3,"{""PowerShell"": 38807, ""templ"": 17034}",27637.0,DSL,
https://github.com/CycloneDX/cyclonedx-gomod,CycloneDX,cyclonedx-cli,2021-03-07T19:21:22Z,Go,12,30,61,1001,7,136,38,27,156,6,"{""Makefile"": 950, ""Go"": 227422, ""Dockerfile"": 716}",5752.0,GPL,static
https://github.com/DataDog/datadog-ci,CycloneDX,cyclonedx-php-composer,2019-06-26T15:15:17Z,TypeScript,117,73,125,4306,9,104,215,59,137,566,"{""JavaScript"": 20965, ""Shell"": 211, ""TypeScript"": 2068261, ""Dockerfile"": 243}",19583.0,GPL,both
https://github.com/mostafa/xk6-kafka,CycloneDX,cyclonedx-gomod,2020-05-09T13:13:04Z,Go,20,1,199,275,0,20,50,78,175,3,"{""Go"": 161053, ""JavaScript"": 28822, ""Dockerfile"": 294}",951.0,GPL,static
https://github.com/lockys/Awesome.json,CycloneDX,cyclonedx-php-composer,2015-10-05T16:11:59Z,JavaScript,6,0,3,2403,0,11,0,22,107,8,"{""JavaScript"": 4895}",51603.0,GPL,dynamic
https://github.com/algorand-devrel/beaker,CycloneDX,cyclonedx-python,2022-07-06T19:42:04Z,Python,17,19,33,845,1,29,47,33,99,10,"{""Python"": 303506, ""Shell"": 246}",43285.0,GPL,dynamic
https://github.com/carbonetes/jacked,CycloneDX,cyclonedx-go,2023-01-06T13:56:49Z,Go,7,0,0,498,0,10,31,3,103,10,"{""Go"": 92962, ""Shell"": 5382, ""Dockerfile"": 253}",4585.0,GPL,static
https://github.com/sonatype-nexus-community/jake,CycloneDX,cyclonedx-python,2019-10-10T20:05:24Z,Python,15,25,49,542,5,6,31,23,118,8,"{""Python"": 46297, ""Dockerfile"": 960}",1421.0,GPL,dynamic
https://github.com/phylum-dev/cli,CycloneDX,cyclonedx-node-npm,2021-03-19T14:21:50Z,Rust,23,31,441,1135,1,85,161,11,102,7,"{""Shell"": 12275, ""Rust"": 706643, ""HTML"": 479, ""TypeScript"": 63031, ""JavaScript"": 3514}",4645.0,GPL,static
https://github.com/interlynk-io/sbomqs,CycloneDX,cyclonedx-gomod,2023-01-31T22:59:22Z,Go,11,28,83,665,5,48,50,24,208,7,"{""Makefile"": 2241, ""Go"": 428781, ""Dockerfile"": 837}",1727.0,GPL,static
https://github.com/cycodehq-public/cycode-cli,CycloneDX,cyclonedx-maven-plugin,2022-07-04T16:39:28Z,Python,16,0,0,299,0,19,50,46,88,16,"{""Dockerfile"": 1064, ""Python"": 449537}",1688.0,GPL,dynamic
https://github.com/carbonetes/diggity,CycloneDX,cyclonedx-go,2023-01-06T13:55:57Z,Go,8,1,1,719,1,18,42,6,107,12,"{""Go"": 277291, ""Shell"": 5162, ""Dockerfile"": 267}",41270.0,GPL,static
https://github.com/safedep/vet,CycloneDX,cyclonedx-go,2022-12-30T03:39:03Z,Go,18,64,84,583,18,126,57,40,374,11,"{""Go"": 647919, ""Makefile"": 1842, ""Dockerfile"": 846, ""Python"": 9828, ""Shell"": 8657, ""HCL"": 6595}",11752.0,GPL,static
https://github.com/oracle/macaron,CycloneDX,cyclonedx-maven-plugin,2022-12-05T07:16:28Z,Python,18,101,158,566,27,202,17,28,153,9,"{""Shell"": 45479, ""Go"": 12675, ""Python"": 1688567, ""HTML"": 126744, ""Makefile"": 20009, ""CUE"": 4224, ""Dockerfile"": 996}",6819.0,GPL,dynamic
https://github.com/kubernetes/cloud-provider-gcp,CycloneDX,ko-build/ko,2018-03-21T07:01:09Z,Go,170,12,98,1959,8,201,0,227,134,29,"{""Go"": 1366562, ""Shell"": 723281, ""Starlark"": 55164, ""Dockerfile"": 2099, ""Makefile"": 5069, ""sed"": 1262, ""PowerShell"": 145181}",166274.0,GPL,static
https://github.com/SonarSource/sonar-scanner-vsts,CycloneDX,cyclonedx-cli,2017-04-12T09:19:42Z,TypeScript,49,0,0,706,1,117,172,130,108,29,"{""TypeScript"": 687442, ""JavaScript"": 38403, ""Dockerfile"": 1222, ""C#"": 3891, ""Starlark"": 112, ""Shell"": 601, ""HTML"": 3994, ""CSS"": 1287, ""Java"": 1518}",6340.0,GPL,both
https://github.com/knative-extensions/eventing-rabbitmq,CycloneDX,ko-build/ko,2020-05-07T21:25:50Z,Go,40,3,207,1203,1,111,59,68,93,10,"{""Shell"": 10950, ""Go"": 650399, ""Makefile"": 17773}",57142.0,GPL,static
https://github.com/cncf/clomonitor,CycloneDX,ko-build/ko,2022-01-14T17:06:04Z,TypeScript,42,15,105,800,10,844,0,86,128,6,"{""Rust"": 350632, ""HTML"": 80160, ""Dockerfile"": 6408, ""Shell"": 1652, ""Mustache"": 3149, ""CSS"": 22224, ""TypeScript"": 381453, ""JavaScript"": 2511, ""PLpgSQL"": 104852}",23311.0,GPL,both
https://github.com/devops-kung-fu/hookz,CycloneDX,cyclonedx-gomod,2021-03-03T18:59:10Z,Go,3,2,38,214,4,49,12,1,78,3,"{""Go"": 34745, ""Makefile"": 851, ""Shell"": 239}",2220.0,GPL,static
https://github.com/NC3-LU/MOSP,CycloneDX,cyclonedx-python,2018-03-28T22:05:03Z,Python,4,4,30,1309,0,4,18,6,73,11,"{""HTML"": 160252, ""Python"": 204216, ""CSS"": 2061, ""JavaScript"": 5483, ""Shell"": 1386, ""Mako"": 494, ""Makefile"": 1054, ""Procfile"": 77, ""Dockerfile"": 898}",5072.0,GPL,dynamic
https://github.com/snyk/parlay,CycloneDX,cyclonedx-go,2023-04-19T07:39:38Z,Go,11,12,31,155,2,12,19,26,172,11,"{""Go"": 112373, ""Shell"": 847, ""Makefile"": 1832}",455.0,GPL,static
https://github.com/dadrus/heimdall,CycloneDX,cyclonedx-gomod,2022-04-12T08:54:37Z,Go,13,45,232,1898,5,102,40,19,187,6,"{""Go"": 2147008, ""Dockerfile"": 2041, ""Shell"": 1503, ""Just"": 1564, ""Smarty"": 1811}",26171.0,GPL,static
https://github.com/Yong-An-Dang/nuclei-plus,CycloneDX,cyclonedx-maven-plugin,2022-09-28T01:59:16Z,Java,1,2,32,161,0,0,11,33,337,4,"{""Java"": 344790}",62736.0,GPL,static
https://github.com/bom-squad/protobom,CycloneDX,cyclonedx-go,2023-06-04T20:11:52Z,Go,26,8,78,792,2,44,11,49,285,12,"{""Go"": 332540, ""Makefile"": 1125, ""Shell"": 6351}",11521.0,GPL,static
https://github.com/anderlli0053/DEV-tools,CycloneDX,ko-build/ko,2022-06-28T08:20:49Z,PowerShell,16,12,265,86407,0,0,0,29,136,7,"{""PowerShell"": 348137, ""Batchfile"": 259150, ""Python"": 138817, ""Shell"": 11994, ""AutoHotkey"": 8588, ""Makefile"": 286, ""Dockerfile"": 612, ""Smarty"": 4003, ""Perl"": 24816, ""JavaScript"": 6354}",205721.0,DSL,
https://github.com/jvm-repo-rebuild/reproducible-central,CycloneDX,cyclonedx-maven-plugin,2019-01-16T01:54:48Z,Shell,42,25,68,14141,6,92,0,52,113,1,"{""Shell"": 136133, ""Dockerfile"": 2497, ""Java"": 15690}",120328.0,DSL,
https://github.com/oracle/hiq,CycloneDX,cyclonedx-cli,2022-03-04T08:59:02Z,Python,6,2,5,198,1,2,1,10,73,4,"{""Shell"": 640, ""Makefile"": 638, ""Python"": 318488, ""JavaScript"": 82, ""CSS"": 54, ""HTML"": 4444, ""Jupyter Notebook"": 241382}",19535.0,GPL,dynamic
https://github.com/opendevstack/ods-jenkins-shared-library,CycloneDX,sbom-cli,2018-07-27T11:44:32Z,Groovy,48,100,301,1719,21,95,24,57,76,30,"{""Groovy"": 2726288, ""Makefile"": 192, ""Go"": 4801}",22651.0,GPL,dynamic
https://github.com/lzwme/scoop-proxy-cn,CycloneDX,ko-build/ko,2023-02-21T09:02:29Z,templ,2,3,85,84,0,6,0,21,307,3,"{""PowerShell"": 105608, ""Batchfile"": 116866, ""AutoHotkey"": 8206, ""Smarty"": 4003, ""Shell"": 8659, ""templ"": 290827}",114056.0,,
https://github.com/ServiceNow/PySNC,CycloneDX,cyclonedx-python,2020-07-16T16:22:30Z,Python,6,8,43,165,1,21,16,31,102,6,"{""Makefile"": 521, ""Python"": 150728}",980.0,GPL,dynamic
https://github.com/aquaproj/aqua-registry,CycloneDX,cyclonedx-cli,2021-09-02T03:49:29Z,YAML,131,36,716,37626,520,1266,773,166,170,2,"{""YAML"": 2938538, ""Dockerfile"": 828, ""Shell"": 10942, ""Jsonnet"": 674}",116886.0,DSL,
https://github.com/DependencyTrack/frontend,CycloneDX,cyclonedx-node-npm,2019-10-23T19:50:03Z,Vue,67,158,167,2334,52,122,37,173,120,8,"{""JavaScript"": 76457, ""HTML"": 3949, ""Vue"": 1124006, ""Shell"": 5477, ""SCSS"": 21697}",11319.0,DSL,
https://github.com/open-feature/go-sdk,CycloneDX,cyclonedx-gomod,2022-04-28T21:00:52Z,Go,31,7,90,273,8,31,25,42,174,8,"{""Go"": 342147, ""Makefile"": 907}",497.0,GPL,static
https://github.com/CycloneDX/cyclonedx-bom-repo-server,CycloneDX,cyclonedx-dotnet-library,2021-05-27T10:57:35Z,C#,5,5,10,231,12,277,12,14,77,5,"{""C#"": 169223, ""Dockerfile"": 1894, ""Shell"": 605}",299.0,GPL,static
https://github.com/openclarity/vmclarity,CycloneDX,cyclonedx-go,2022-11-04T16:06:44Z,Go,27,0,0,0,0,0,0,21,102,11,"{""Go"": 2284869, ""JavaScript"": 345458, ""Python"": 124897, ""SCSS"": 48255, ""Makefile"": 30719, ""Shell"": 28679, ""Bicep"": 24607, ""Smarty"": 14600, ""Dockerfile"": 12158, ""HCL"": 4610, ""TypeScript"": 2809, ""HTML"": 461}",39191.0,GPL,static
https://github.com/buildkite/agent-stack-k8s,CycloneDX,ko-build/ko,2022-09-30T15:29:28Z,Go,36,20,82,1355,5,94,48,45,91,18,"{""Ruby"": 83, ""Shell"": 15357, ""Go"": 289922, ""Smarty"": 5941, ""Just"": 1775}",1913.0,GPL,static
https://github.com/puzzle/cryptopus,CycloneDX,cyclonedx-cli,2008-07-11T14:40:10Z,Ruby,37,23,279,2406,15,104,7,34,58,6,"{""Ruby"": 569846, ""JavaScript"": 195961, ""CSS"": 3377, ""Shell"": 3511, ""HTML"": 6105, ""Dockerfile"": 2126, ""Handlebars"": 95048, ""SCSS"": 24745, ""Haml"": 15316}",11450.0,GPL,dynamic
https://github.com/cedricbonhomme/pyEnigma,CycloneDX,cyclonedx-python,2017-03-15T09:05:15Z,Python,3,1,1,135,0,0,5,14,71,5,"{""Python"": 14323}",292.0,GPL,dynamic
https://github.com/sublimelsp/LSP-json,CycloneDX,build-info-go,2019-03-10T23:45:34Z,Python,17,4,39,194,2,33,73,12,80,4,"{""Python"": 14463, ""JavaScript"": 411, ""Shell"": 2028}",348.0,GPL,dynamic
https://github.com/ocurity/dracon,CycloneDX,cyclonedx-go,2023-02-13T17:16:44Z,Go,23,177,353,1068,11,70,5,14,111,2,"{""Shell"": 3206, ""Go"": 1613412, ""Dockerfile"": 11654, ""JavaScript"": 351, ""HTML"": 21859, ""Makefile"": 19425, ""PureBasic"": 557464, ""Smarty"": 639, ""Python"": 18145}",44515.0,GPL,static
https://github.com/nicholasdille/container-slides,CycloneDX,sbom-cli,2019-11-17T12:38:41Z,Shell,3,6,0,1129,77,120,122,12,62,4,"{""Dockerfile"": 27500, ""Java"": 1262, ""Shell"": 98417, ""C"": 162, ""HTML"": 70933, ""Makefile"": 13513, ""CSS"": 4001, ""Go"": 4856, ""HCL"": 20120, ""Batchfile"": 31}",127349.0,DSL,
https://github.com/gatewayd-io/gatewayd,CycloneDX,cyclonedx-gomod,2022-07-14T18:54:38Z,Go,12,68,189,1424,7,175,87,21,258,6,"{""Go"": 675581, ""Makefile"": 6915, ""CSS"": 202, ""HTML"": 3449, ""JavaScript"": 479, ""Dockerfile"": 800, ""Shell"": 3181}",6847.0,GPL,static
https://github.com/freebsd/freebsd-ports-kde,CycloneDX,cyclonedx-python-lib,2017-05-21T10:48:44Z,Makefile,267,0,0,704724,1,40,0,40,64,23,"{""Makefile"": 35648288, ""C++"": 14185126, ""C"": 13213497, ""Shell"": 3692593, ""Python"": 1273122, ""CSS"": 13413, ""JavaScript"": 31969, ""TypeScript"": 213822, ""Assembly"": 38965, ""Rust"": 285363}",1287879.0,DSL,
https://github.com/patriksvensson/covenant,CycloneDX,cyclonedx-dotnet-library,2022-10-09T21:53:47Z,C#,4,9,2,26,1,1,0,7,64,3,"{""C#"": 233032, ""HTML"": 92028}",114.0,GPL,static
https://github.com/jfrog/build-info-go,CycloneDX,cyclonedx-go,2021-10-20T14:06:09Z,Go,29,26,5,382,3,43,86,46,72,8,"{""Go"": 408787, ""Batchfile"": 79, ""Shell"": 2577, ""Python"": 30679}",13128.0,GPL,static
https://github.com/CycloneDX/cyclonedx-go,CycloneDX,cyclonedx-gomod,2021-03-02T11:20:02Z,Go,13,12,29,364,10,31,15,34,88,7,"{""Makefile"": 220, ""Go"": 202983}",840.0,GPL,static
https://github.com/davideshay/vulnscan,CycloneDX,swift-package-sbom,2021-12-28T01:35:56Z,JavaScript,1,1,0,74,0,0,0,5,52,1,"{""Dockerfile"": 2700, ""Python"": 58614, ""JavaScript"": 266046, ""CSS"": 5035, ""HTML"": 47975}",610.0,GPL,dynamic
https://github.com/pmckeown/dependency-track-maven-plugin,CycloneDX,cyclonedx-maven-plugin,2019-06-29T22:02:31Z,Java,8,12,62,241,6,164,0,24,69,3,"{""Java"": 354248, ""XSLT"": 9290}",657.0,GPL,static
https://github.com/wso2/security-tools,CycloneDX,cyclonedx-maven-plugin,2015-11-23T04:43:14Z,Java,17,18,13,598,8,30,0,31,49,12,"{""Shell"": 89885, ""Java"": 1573822, ""HTML"": 2219, ""CSS"": 5822, ""Dockerfile"": 7626, ""JavaScript"": 13055, ""Python"": 7940, ""Handlebars"": 19159}",42802.0,GPL,static
https://github.com/gokrazy/tools,CycloneDX,swift-package-sbom,2017-03-04T10:41:14Z,Go,25,3,35,347,2,2,0,32,51,2,"{""Go"": 205518, ""Makefile"": 589, ""Dockerfile"": 279}",6368.0,GPL,static
https://github.com/istio/release-builder,CycloneDX,swift-package-sbom,2019-08-19T22:52:41Z,Go,41,0,0,1041,6,96,0,95,53,74,"{""Makefile"": 3385, ""Go"": 159137, ""Shell"": 17032}",2851.0,GPL,static
https://github.com/okibcn/ScoopMaster,CycloneDX,ko-build/ko,2023-02-05T02:02:41Z,PowerShell,2,104,25,18254,2,2,1,9,125,3,"{""PowerShell"": 7497}",1331910.0,DSL,
https://github.com/salaboy/platforms-on-k8s,CycloneDX,ko-build/ko,2023-05-09T07:48:19Z,HTML,18,4,8,436,4,5,0,162,287,9,"{""Go"": 100788, ""JavaScript"": 104362, ""CSS"": 47353, ""HTML"": 140293, ""Dockerfile"": 1823, ""Makefile"": 6884, ""Shell"": 1318}",54354.0,DSL,
https://github.com/noironetworks/aci-containers,CycloneDX,sbom-cli-plugin,2016-09-01T20:40:29Z,Go,44,2,19,2185,7,151,0,34,53,33,"{""Makefile"": 14433, ""Go"": 2297293, ""Shell"": 53675}",251843.0,GPL,static
https://github.com/CycloneDX/sbom-utility,CycloneDX,cyclonedx-node-npm,2023-01-10T04:00:14Z,Go,8,27,23,295,0,2,13,16,109,6,"{""Makefile"": 4452, ""Go"": 800017}",10398.0,GPL,static
https://github.com/paketo-buildpacks/packit,CycloneDX,cyclonedx-go,2019-10-10T19:20:22Z,Go,28,11,81,631,6,130,89,26,41,20,"{""Go"": 644749, ""Shell"": 2444}",8043.0,GPL,static
https://github.com/puzzle/skills,CycloneDX,cyclonedx-cli,2018-02-27T16:13:22Z,Ruby,35,55,320,1751,12,73,4,19,68,7,"{""Ruby"": 516741, ""JavaScript"": 20149, ""Shell"": 1882, ""Dockerfile"": 5955, ""SCSS"": 7403, ""Haml"": 70451, ""HTML"": 34731}",45862.0,GPL,dynamic
https://github.com/benji6/moodtracker,CycloneDX,cyclonedx-python,2020-04-07T07:22:55Z,TypeScript,3,1,4,1928,0,125,0,8,51,4,"{""Shell"": 2388, ""TypeScript"": 639124, ""HTML"": 2333, ""JavaScript"": 4107, ""Makefile"": 3732, ""CSS"": 6902, ""Python"": 68786}",16363.0,GPL,both
https://github.com/pypi-data/pypi-json-data,CycloneDX,cyclonedx-python-lib,2022-07-21T12:56:42Z,,2,2,13,7649,0,7,1,13,78,4,{},71219486.0,,
https://github.com/chainguard-dev/bom-shelter,CycloneDX,cyclonedx-gomod,2022-02-15T20:01:14Z,Python,2,2,13,50,0,0,0,5,46,4,"{""Python"": 7672}",307798.0,GPL,dynamic
https://github.com/paralax/ObsidianSailboat,CycloneDX,gh-dotnet-generate-sbom,2019-02-27T01:34:33Z,C#,3,3,0,64,0,0,0,7,42,6,"{""C#"": 87250}",132.0,GPL,static
https://github.com/oracle/dbt-oracle,CycloneDX,cyclonedx-python,2022-04-11T07:06:04Z,Python,11,10,67,361,3,8,43,20,57,8,"{""Python"": 223390, ""Makefile"": 3499}",627.0,GPL,dynamic
https://github.com/rmkanda/secure-pipeline-java-demo,CycloneDX,cyclonedx-maven-plugin,2020-05-28T10:31:01Z,Java,2,0,0,45,0,1,0,35,35,2,"{""Java"": 766, ""Dockerfile"": 129}",1877.0,GPL,static
https://github.com/MO-Movia/licit,CycloneDX,cyclonedx-node-npm,2020-09-19T22:57:43Z,JavaScript,25,18,13,2108,2,71,32,10,37,10,"{""JavaScript"": 420994, ""Python"": 4948, ""HTML"": 123, ""Shell"": 360, ""CSS"": 65819, ""Dockerfile"": 827, ""TypeScript"": 7421}",23567.0,GPL,dynamic
https://github.com/ko-build/setup-ko,CycloneDX,ko-build/ko,2021-04-27T13:40:52Z,Go,8,0,9,105,0,5,9,13,52,4,"{""Go"": 66}",113.0,GPL,static
https://github.com/cncf/devstats,CycloneDX,ko-build/ko,2023-03-30T07:49:21Z,Shell,13,8,53,1294,0,14,0,35,94,8,"{""Makefile"": 2244, ""Shell"": 1457303, ""Ruby"": 20015, ""HTML"": 471504, ""Go"": 33580, ""Roff"": 512, ""Vim Script"": 456, ""PLpgSQL"": 27518}",25628.0,DSL,
https://github.com/volution/z-run,CycloneDX,cyclonedx-gomod,2019-08-04T15:58:09Z,Go,1,18,22,678,0,0,7,1,37,3,"{""Shell"": 12945, ""Go"": 304429}",2569.0,GPL,static
https://github.com/fla-sil/PyTorrent,CycloneDX,cyclonedx-python,2021-01-10T20:30:30Z,,4,1,1,70,0,0,0,14,40,4,{},833972.0,,
https://github.com/groboclown/p4ic4idea,CycloneDX,cyclonedx-gradle-plugin,2015-02-03T18:51:06Z,Java,2,35,189,647,0,8,101,11,31,7,"{""Java"": 10150871, ""HTML"": 122275, ""Groovy"": 76175, ""Dockerfile"": 4156, ""Shell"": 25651, ""PHP"": 426, ""Python"": 15206, ""Ruby"": 615}",1049221.0,GPL,static
https://github.com/abilian/nua,CycloneDX,cyclonedx-python,2021-06-25T04:52:39Z,Python,2,18,0,1711,0,0,0,5,37,7,"{""Makefile"": 12701, ""Python"": 645140, ""Dockerfile"": 297, ""CSS"": 2820, ""HTML"": 47913, ""Shell"": 3401, ""JavaScript"": 716, ""Procfile"": 22, ""Jinja"": 12149, ""Ruby"": 362}",16357.0,GPL,dynamic
https://github.com/bmwiedemann/openSUSE,CycloneDX,cyclonedx-python,2019-09-11T14:31:22Z,SourcePawn,1,0,0,167708,0,1,0,4,42,7,"{""Standard ML"": 425356, ""Shell"": 2813595, ""HTML"": 1030372, ""BitBake"": 7823, ""Dockerfile"": 222704, ""Roff"": 508102, ""Python"": 663780, ""C"": 3052940, ""Makefile"": 54191, ""Emacs Lisp"": 103520}",1830972.0,,
https://github.com/jfrog/jfrog-cli-core,CycloneDX,build-info-go,2020-09-08T10:56:52Z,Go,67,28,26,2599,13,140,251,74,37,27,"{""Go"": 1308384}",53550.0,GPL,static
https://github.com/wulfland/AccelerateDevOps,CycloneDX,gh-dotnet-generate-sbom,2021-07-07T08:01:50Z,JavaScript,6,48,41,476,17,738,12,82,43,4,"{""JavaScript"": 173519, ""HTML"": 3405, ""CSS"": 1019, ""SCSS"": 73468, ""C#"": 52801, ""Dockerfile"": 798, ""Shell"": 5400, ""PowerShell"": 1444, ""HCL"": 583}",9852.0,GPL,dynamic
https://github.com/ghostbsd/ghostbsd-ports,CycloneDX,cyclonedx-python-lib,2019-08-22T16:53:53Z,Makefile,0,0,0,1271018,0,2,0,13,33,9,"{""Shell"": 3762638, ""Makefile"": 35752916, ""Awk"": 24494, ""Python"": 1285633, ""Perl"": 629747, ""Tcl"": 37445, ""Lua"": 43797, ""Ruby"": 117042, ""Roff"": 2214017, ""C"": 13462995}",2247502.0,DSL,
https://github.com/mrtazz/dotfiles,CycloneDX,build-info-go,2012-08-25T22:52:09Z,Vim Script,1,1,4,1064,0,0,0,4,29,3,"{""Makefile"": 13009, ""JavaScript"": 5693, ""Shell"": 170535, ""Erlang"": 10985, ""Python"": 3799, ""Go"": 653837, ""Ruby"": 177774, ""Perl"": 456, ""Dockerfile"": 1407, ""PowerShell"": 1882}",17367.0,DSL,
https://github.com/DependencyTrack/hyades,CycloneDX,cyclonedx-go,2022-09-30T08:44:20Z,Java,15,85,252,2717,11,181,10,31,70,7,"{""Java"": 2069467, ""Shell"": 13194, ""PLpgSQL"": 130234, ""Gherkin"": 27978, ""TypeScript"": 127460}",24317.0,GPL,static
https://github.com/aws-samples/cdk-fargate-gitlab-runner,CycloneDX,cyclonedx-python,2021-10-22T12:24:42Z,Shell,4,2,7,9,5,2,0,13,31,3,"{""Python"": 26918, ""Dockerfile"": 21997, ""Shell"": 28900, ""Jinja"": 406}",606.0,DSL,
https://github.com/opensourceways/sbom-tools,CycloneDX,cyclonedx-cli,,,2,2,2,2,2,2,2,0,0,0,{},,,
https://github.com/sonatype-nexus-community/cargo-pants,CycloneDX,swift-package-sbom,2019-03-13T20:00:31Z,Rust,11,7,28,222,2,1,9,8,35,8,"{""Rust"": 95743, ""Shell"": 455, ""Makefile"": 192}",441.0,GPL,static
https://github.com/codepraxis-io/docker-deep-dive,CycloneDX,ko-build/ko,2022-08-25T21:05:50Z,Shell,2,0,0,165,0,0,0,21,34,3,"{""Dockerfile"": 6119, ""Shell"": 52972, ""CUE"": 1701, ""Open Policy Agent"": 323}",3318.0,DSL,
https://github.com/HumbleData/beginners-data-workshop,CycloneDX,cyclonedx-python,2020-05-08T09:52:21Z,Jupyter Notebook,12,5,6,158,9,15,2,48,53,6,"{""Jupyter Notebook"": 143070, ""Python"": 5291}",4679.0,DSL,
https://github.com/algorandfoundation/algorun,CycloneDX,cyclonedx-python,2023-06-29T12:54:34Z,Python,1,5,0,2,0,0,4,2,29,4,"{""Python"": 62597, ""PowerShell"": 14911, ""Shell"": 7233}",184.0,GPL,dynamic
https://github.com/docker/packaging,CycloneDX,sbom-cli-plugin,2022-08-29T08:36:14Z,Dockerfile,34,5,3,879,2,4,83,14,22,5,"{""Dockerfile"": 86389, ""Makefile"": 43373, ""HCL"": 50911, ""Shell"": 70209}",1194.0,DSL,
https://github.com/intelops/kubviz,CycloneDX,sbom-cli,2021-12-19T06:21:54Z,Go,14,13,24,904,22,106,129,16,41,4,"{""Go"": 356493, ""Dockerfile"": 2660, ""Smarty"": 3534, ""Shell"": 511}",8212.0,GPL,static
https://github.com/nscuro/traefik-plugin-geoblock,CycloneDX,cyclonedx-gomod,2021-10-04T18:44:51Z,Go,5,8,17,183,8,15,23,8,60,2,"{""Makefile"": 129, ""Go"": 18120}",22818.0,GPL,static
https://github.com/apache/commons-parent,CycloneDX,cyclonedx-maven-plugin,2017-08-29T07:00:08Z,JavaScript,29,0,0,2372,2,102,0,29,33,34,"{""JavaScript"": 915}",2313.0,GPL,dynamic
https://github.com/buildpacks/libcnb,CycloneDX,cyclonedx-go,2020-02-25T20:02:59Z,Go,15,3,37,343,1,47,27,13,31,8,"{""Go"": 195616, ""Makefile"": 652}",870.0,GPL,static
https://github.com/luismayta/dotfiles,CycloneDX,cyclonedx-python,2014-11-17T11:24:08Z,Go,4,5,239,1687,4,29,0,2,27,2,"{""Shell"": 9695, ""Go"": 14564, ""Ruby"": 451, ""JavaScript"": 2488, ""HCL"": 766, ""Vim Script"": 188, ""Lua"": 1404}",16799.0,GPL,static
https://github.com/CycloneDX/license-scanner,CycloneDX,cyclonedx-gomod,2023-01-13T02:43:33Z,Go,5,6,6,37,1,1,3,9,44,6,"{""Makefile"": 1690, ""Go"": 277443}",3378.0,GPL,static
