link,type,tool_used,creation_date,language,contributors,openIssues,closedIssues,commits,openPRs,closedPRs,releases,forks,stars,watchers,LOC,size,PL_category,PL_typting
https://github.com/ksoclabs/kbom,CycloneDX,cyclonedx-go,2024-05-30T20:07:51Z,,1,1,0,2,0,0,0,0,5,1,{},1.0,,
https://github.com/eBay/sbom-scorecard,CycloneDX,cyclonedx-go,2022-11-03T22:58:57Z,Go,6,4,20,116,4,0,7,24,229,11,"{""Go"": 30005, ""Makefile"": 2164}",4674.0,GPL,static
https://github.com/oracle/oci-java-sdk,CycloneDX,cyclonedx-maven-plugin,2016-12-06T04:05:39Z,Java,29,54,181,758,8,38,365,166,221,49,"{""Java"": 405463104, ""HTML"": 3598}",343080.0,GPL,static
https://github.com/codenotary/cas,CycloneDX,cyclonedx-go,,,2,2,2,2,2,2,2,0,0,0,{},,,
https://github.com/mercedes-benz/sechub,CycloneDX,cyclonedx-gradle-plugin,2019-07-22T14:20:50Z,Java,29,431,1953,5320,4,171,192,74,304,11,"{""Shell"": 388643, ""Groovy"": 17153, ""Java"": 12100910, ""Go"": 265218, ""Batchfile"": 391, ""HTML"": 40130, ""ABAP"": 134, ""Ada"": 169, ""Assembly"": 401, ""C"": 1057}",67385.0,GPL,static
https://github.com/CycloneDX/cyclonedx-python,CycloneDX,cyclonedx-python-lib,2018-11-15T05:53:33Z,Python,32,18,174,736,4,287,97,76,282,12,"{""Python"": 217387, ""Dockerfile"": 715, ""Shell"": 257}",4086.0,GPL,dynamic
https://github.com/devcontainers-contrib/features,CycloneDX,cyclonedx-cli,2022-10-15T09:45:18Z,Shell,39,66,145,713,15,64,0,139,254,4,"{""Shell"": 2911570}",5509.0,DSL,
https://github.com/coshx/caravel,CycloneDX,cyclonedx-editor-validator,2015-05-28T19:20:24Z,Swift,3,1,19,169,1,0,20,18,148,17,"{""Swift"": 66218, ""JavaScript"": 11107, ""CoffeeScript"": 2215, ""HTML"": 3681, ""Ruby"": 5909, ""Objective-C"": 478}",2532.0,GPL,static
https://github.com/cncf/velocity,CycloneDX,ko-build/ko,2017-04-26T14:07:13Z,Shell,7,1,22,1246,0,6,0,46,195,27,"{""Ruby"": 64762, ""Shell"": 95830, ""HTML"": 22812, ""Python"": 13833, ""JavaScript"": 808}",568581.0,DSL,
https://github.com/G3G4X5X6/ultimate-cube,CycloneDX,cyclonedx-maven-plugin,2021-08-24T01:35:03Z,Java,6,2,27,884,1,3,27,23,158,4,"{""Java"": 496619, ""Batchfile"": 460, ""Inno Setup"": 2971}",138318.0,GPL,static
https://github.com/oracle/oci-ansible-collection,CycloneDX,cyclonedx-python,2020-04-23T16:48:27Z,Python,18,23,120,265,7,25,115,100,180,16,"{""Python"": 38608770, ""Shell"": 11916}",422968.0,GPL,dynamic
https://github.com/jfrog/build-info,CycloneDX,build-info-go,2011-02-20T23:33:55Z,Java,74,149,108,3005,12,66,30,163,148,48,"{""Java"": 1901716, ""Groovy"": 47623, ""HTML"": 244, ""Go"": 352, ""Python"": 377, ""C#"": 312, ""Dockerfile"": 528, ""Shell"": 314}",109179.0,GPL,static
https://github.com/supakeen/pinnwand,CycloneDX,cyclonedx-python,2019-02-20T16:52:16Z,Python,24,49,113,699,5,19,17,49,209,8,"{""Python"": 174960, ""CSS"": 24505, ""HTML"": 7010, ""JavaScript"": 14465, ""Dockerfile"": 1058, ""Makefile"": 79, ""SCSS"": 23983, ""Shell"": 846}",1605.0,GPL,dynamic
https://github.com/elastic/harp,CycloneDX,cyclonedx-gomod,2020-11-25T10:11:02Z,Go,7,0,4,359,10,141,71,19,151,9,"{""Go"": 1682586, ""Shell"": 1388, ""Nix"": 324, ""Dockerfile"": 1252}",5624.0,GPL,static
https://github.com/CycloneDX/cyclonedx-dotnet,CycloneDX,cyclonedx-dotnet-library,2018-10-02T21:58:30Z,C#,48,41,162,970,21,322,53,100,217,13,"{""C#"": 342513, ""Shell"": 168, ""Dockerfile"": 692}",2880.0,GPL,static
