Issue URL,State,created_at,closed_at,Tags,time_diff,Repo,Year,current_date
https://api.github.com/repos/CycloneDX/cyclonedx-dotnet/issues/847,open,2024-02-06T14:55:39Z,,['triage'],-1,CycloneDX/cyclonedx-dotnet,2024,2024-04-04
https://api.github.com/repos/CycloneDX/cyclonedx-dotnet/issues/845,open,2024-01-28T20:55:01Z,,['enhancement'],-1,CycloneDX/cyclonedx-dotnet,2024,2024-04-04
https://api.github.com/repos/CycloneDX/cyclonedx-dotnet/issues/843,open,2024-01-28T07:40:13Z,,['bug'],-1,CycloneDX/cyclonedx-dotnet,2024,2024-04-04
https://api.github.com/repos/CycloneDX/cyclonedx-dotnet/issues/842,open,2024-01-28T07:29:42Z,,['enhancement'],-1,CycloneDX/cyclonedx-dotnet,2024,2024-04-04
https://api.github.com/repos/CycloneDX/cyclonedx-dotnet/issues/841,closed,2024-01-25T03:35:57Z,2024-01-28T18:57:34Z,[],314497,CycloneDX/cyclonedx-dotnet,2024,2024-04-04
https://api.github.com/repos/CycloneDX/cyclonedx-dotnet/issues/840,closed,2024-01-24T21:49:01Z,2024-01-25T04:29:37Z,['triage'],24036,CycloneDX/cyclonedx-dotnet,2024,2024-04-04
https://api.github.com/repos/CycloneDX/cyclonedx-dotnet/issues/836,open,2024-01-21T11:20:50Z,,['enhancement'],-1,CycloneDX/cyclonedx-dotnet,2024,2024-04-04
https://api.github.com/repos/CycloneDX/cyclonedx-dotnet/issues/833,open,2024-01-18T10:24:57Z,,['bug'],-1,CycloneDX/cyclonedx-dotnet,2024,2024-04-04
https://api.github.com/repos/CycloneDX/cyclonedx-dotnet/issues/830,closed,2024-01-10T14:17:26Z,2024-01-10T20:25:35Z,['triage'],22089,CycloneDX/cyclonedx-dotnet,2024,2024-04-04
https://api.github.com/repos/CycloneDX/cyclonedx-dotnet/issues/826,closed,2024-01-09T17:48:00Z,2024-01-10T20:36:23Z,['triage'],96503,CycloneDX/cyclonedx-dotnet,2024,2024-04-04
https://api.github.com/repos/CycloneDX/cyclonedx-dotnet/issues/824,closed,2024-01-08T12:09:52Z,2024-01-08T14:55:00Z,['triage'],9908,CycloneDX/cyclonedx-dotnet,2024,2024-04-04
https://api.github.com/repos/CycloneDX/cyclonedx-dotnet/issues/821,open,2024-01-05T22:28:02Z,,"['enhancement', 'help wanted', 'good first issue', 'ready for development']",-1,CycloneDX/cyclonedx-dotnet,2024,2024-04-04
https://api.github.com/repos/CycloneDX/cyclonedx-dotnet/issues/820,open,2024-01-05T22:05:12Z,,['triage'],-1,CycloneDX/cyclonedx-dotnet,2024,2024-04-04
https://api.github.com/repos/CycloneDX/cyclonedx-dotnet/issues/817,open,2024-01-02T16:49:15Z,,['ready for development'],-1,CycloneDX/cyclonedx-dotnet,2024,2024-04-04
https://api.github.com/repos/CycloneDX/cyclonedx-dotnet/issues/815,closed,2024-01-02T13:16:37Z,2024-01-02T15:22:05Z,['ready for development'],7528,CycloneDX/cyclonedx-dotnet,2024,2024-04-04
https://api.github.com/repos/CycloneDX/cyclonedx-dotnet/issues/814,closed,2024-01-02T12:17:38Z,2024-01-02T18:17:48Z,['bug'],21610,CycloneDX/cyclonedx-dotnet,2024,2024-04-04
https://api.github.com/repos/CycloneDX/cyclonedx-dotnet/issues/812,open,2024-01-01T15:09:40Z,,['github_actions'],-1,CycloneDX/cyclonedx-dotnet,2024,2024-04-04
https://api.github.com/repos/CycloneDX/cyclonedx-dotnet/issues/807,closed,2023-12-29T17:16:54Z,2023-12-29T17:17:57Z,['triage'],63,CycloneDX/cyclonedx-dotnet,2023,2024-04-04
https://api.github.com/repos/CycloneDX/cyclonedx-dotnet/issues/806,closed,2023-12-28T22:38:20Z,2024-01-13T17:24:20Z,[],1363560,CycloneDX/cyclonedx-dotnet,2023,2024-04-04
https://api.github.com/repos/CycloneDX/cyclonedx-dotnet/issues/805,open,2023-12-28T16:46:37Z,,[],-1,CycloneDX/cyclonedx-dotnet,2023,2024-04-04
https://api.github.com/repos/CycloneDX/cyclonedx-dotnet/issues/803,open,2023-12-28T16:35:04Z,,[],-1,CycloneDX/cyclonedx-dotnet,2023,2024-04-04
https://api.github.com/repos/CycloneDX/cyclonedx-dotnet/issues/802,open,2023-12-28T16:33:51Z,,[],-1,CycloneDX/cyclonedx-dotnet,2023,2024-04-04
https://api.github.com/repos/CycloneDX/cyclonedx-dotnet/issues/801,open,2023-12-28T16:32:29Z,,"['enhancement', 'help wanted', 'good first issue', 'ready for development']",-1,CycloneDX/cyclonedx-dotnet,2023,2024-04-04
https://api.github.com/repos/CycloneDX/cyclonedx-dotnet/issues/800,open,2023-12-28T16:31:50Z,,[],-1,CycloneDX/cyclonedx-dotnet,2023,2024-04-04
https://api.github.com/repos/CycloneDX/cyclonedx-dotnet/issues/799,open,2023-12-28T16:30:34Z,,"['enhancement', 'help wanted', 'good first issue', 'ready for development']",-1,CycloneDX/cyclonedx-dotnet,2023,2024-04-04
https://api.github.com/repos/CycloneDX/cyclonedx-dotnet/issues/788,open,2023-12-20T12:20:03Z,,[],-1,CycloneDX/cyclonedx-dotnet,2023,2024-04-04
https://api.github.com/repos/CycloneDX/cyclonedx-dotnet/issues/786,open,2023-12-17T23:42:56Z,,[],-1,CycloneDX/cyclonedx-dotnet,2023,2024-04-04
https://api.github.com/repos/CycloneDX/cyclonedx-dotnet/issues/785,closed,2023-12-13T16:13:33Z,2023-12-28T12:49:00Z,[],1283727,CycloneDX/cyclonedx-dotnet,2023,2024-04-04
https://api.github.com/repos/CycloneDX/cyclonedx-dotnet/issues/781,closed,2023-11-28T16:56:07Z,2023-11-29T11:15:29Z,[],65962,CycloneDX/cyclonedx-dotnet,2023,2024-04-04
https://api.github.com/repos/CycloneDX/cyclonedx-dotnet/issues/780,open,2023-11-23T08:29:02Z,,['question'],-1,CycloneDX/cyclonedx-dotnet,2023,2024-04-04
https://api.github.com/repos/CycloneDX/cyclonedx-dotnet/issues/774,closed,2023-11-15T10:53:33Z,2023-11-17T15:54:56Z,[],190883,CycloneDX/cyclonedx-dotnet,2023,2024-04-04
https://api.github.com/repos/CycloneDX/cyclonedx-dotnet/issues/770,closed,2023-10-30T07:53:54Z,2023-11-14T16:43:40Z,[],1327786,CycloneDX/cyclonedx-dotnet,2023,2024-04-04
https://api.github.com/repos/CycloneDX/cyclonedx-dotnet/issues/761,closed,2023-09-22T17:44:42Z,2023-12-28T12:54:05Z,"['bug', 'good first issue']",8363363,CycloneDX/cyclonedx-dotnet,2023,2024-04-04
https://api.github.com/repos/CycloneDX/cyclonedx-dotnet/issues/760,closed,2023-09-22T17:40:07Z,2023-12-28T13:04:04Z,['bug'],8364237,CycloneDX/cyclonedx-dotnet,2023,2024-04-04
