Issue URL,State,Created At,Closed At,Tags,Repo,resolve_time_sec
https://api.github.com/repos/spdx/spdx-spec/issues/870,closed,2023-11-13T15:57:46Z,2023-11-27T22:01:47Z,question,https://github.com/spdx/spdx-spec,1231441.0
https://api.github.com/repos/spdx/spdx-spec/issues/867,open,2023-11-01T17:34:35Z,,bug,https://github.com/spdx/spdx-spec,0.0
https://api.github.com/repos/spdx/spdx-spec/issues/744,open,2022-07-12T16:35:49Z,,doc improvement,https://github.com/spdx/spdx-spec,0.0
https://api.github.com/repos/spdx/spdx-spec/issues/740,open,2022-07-09T21:19:43Z,,profile: licensing,https://github.com/spdx/spdx-spec,0.0
https://api.github.com/repos/spdx/spdx-spec/issues/690,open,2022-05-20T13:26:40Z,,doc improvement,https://github.com/spdx/spdx-spec,0.0
https://api.github.com/repos/spdx/spdx-spec/issues/689,open,2022-05-20T12:09:40Z,,profile: licensing,https://github.com/spdx/spdx-spec,0.0
https://api.github.com/repos/spdx/spdx-spec/issues/663,closed,2022-04-22T04:47:36Z,2022-08-11T22:11:18Z,doc improvement,https://github.com/spdx/spdx-spec,9653022.0
https://api.github.com/repos/spdx/spdx-spec/issues/663,closed,2022-04-22T04:47:36Z,2022-08-11T22:11:18Z,website improvement,https://github.com/spdx/spdx-spec,9653022.0
https://api.github.com/repos/spdx/spdx-spec/issues/662,closed,2022-04-22T04:35:09Z,2022-08-11T21:54:10Z,doc improvement,https://github.com/spdx/spdx-spec,9652741.0
https://api.github.com/repos/spdx/spdx-spec/issues/657,open,2022-04-19T14:30:59Z,,profile: licensing,https://github.com/spdx/spdx-spec,0.0
https://api.github.com/repos/spdx/spdx-spec/issues/657,open,2022-04-19T14:30:59Z,,doc improvement,https://github.com/spdx/spdx-spec,0.0
https://api.github.com/repos/spdx/spdx-spec/issues/636,closed,2022-03-15T14:38:22Z,2022-06-06T17:16:46Z,help wanted,https://github.com/spdx/spdx-spec,7180704.0
https://api.github.com/repos/spdx/spdx-spec/issues/627,closed,2022-02-18T18:39:48Z,2022-05-10T17:16:02Z,profile: defects,https://github.com/spdx/spdx-spec,6993374.0
https://api.github.com/repos/spdx/spdx-spec/issues/625,closed,2022-02-17T15:11:15Z,2022-05-10T17:17:07Z,help wanted,https://github.com/spdx/spdx-spec,7092352.0
https://api.github.com/repos/spdx/spdx-spec/issues/624,closed,2022-02-17T14:57:14Z,2022-05-10T17:17:40Z,help wanted,https://github.com/spdx/spdx-spec,7093226.0
https://api.github.com/repos/spdx/spdx-spec/issues/605,closed,2021-11-11T11:23:57Z,2022-05-24T15:38:05Z,help wanted,https://github.com/spdx/spdx-spec,16776848.0
https://api.github.com/repos/spdx/spdx-spec/issues/593,closed,2021-10-29T20:58:06Z,2022-08-11T15:28:31Z,help wanted,https://github.com/spdx/spdx-spec,24690625.0
https://api.github.com/repos/spdx/spdx-spec/issues/571,open,2021-09-18T15:19:15Z,,help wanted,https://github.com/spdx/spdx-spec,0.0
https://api.github.com/repos/spdx/spdx-spec/issues/537,open,2021-08-22T17:55:55Z,,profile: base,https://github.com/spdx/spdx-spec,0.0
https://api.github.com/repos/spdx/spdx-spec/issues/537,open,2021-08-22T17:55:55Z,,xfer-to-spdx-3-model,https://github.com/spdx/spdx-spec,0.0
https://api.github.com/repos/spdx/spdx-spec/issues/502,open,2021-03-23T13:11:23Z,,profile: licensing,https://github.com/spdx/spdx-spec,0.0
https://api.github.com/repos/spdx/spdx-spec/issues/492,closed,2020-12-16T21:06:50Z,2022-04-05T15:16:56Z,profile: licensing,https://github.com/spdx/spdx-spec,41019006.0
https://api.github.com/repos/spdx/spdx-spec/issues/489,open,2020-11-28T09:50:05Z,,profile: licensing,https://github.com/spdx/spdx-spec,0.0
https://api.github.com/repos/spdx/spdx-spec/issues/488,closed,2020-11-27T07:59:44Z,2021-07-04T13:13:26Z,profile: licensing,https://github.com/spdx/spdx-spec,18940422.0
https://api.github.com/repos/spdx/spdx-spec/issues/485,open,2020-11-03T18:55:12Z,,profile: base,https://github.com/spdx/spdx-spec,0.0
https://api.github.com/repos/spdx/spdx-spec/issues/478,open,2020-09-25T22:02:05Z,,style,https://github.com/spdx/spdx-spec,0.0
https://api.github.com/repos/spdx/spdx-spec/issues/475,open,2020-09-25T21:26:36Z,,style,https://github.com/spdx/spdx-spec,0.0
https://api.github.com/repos/spdx/spdx-spec/issues/471,closed,2020-09-06T21:58:50Z,2022-08-11T17:54:58Z,profile: licensing,https://github.com/spdx/spdx-spec,60810968.0
https://api.github.com/repos/spdx/spdx-spec/issues/471,closed,2020-09-06T21:58:50Z,2022-08-11T17:54:58Z,doc improvement,https://github.com/spdx/spdx-spec,60810968.0
https://api.github.com/repos/spdx/spdx-spec/issues/457,open,2020-07-10T06:35:00Z,,enhancement,https://github.com/spdx/spdx-spec,0.0
https://api.github.com/repos/spdx/spdx-spec/issues/454,closed,2020-07-06T21:38:40Z,2020-07-14T19:08:02Z,bug,https://github.com/spdx/spdx-spec,682162.0
https://api.github.com/repos/spdx/spdx-spec/issues/454,closed,2020-07-06T21:38:40Z,2020-07-14T19:08:02Z,ISO conformance,https://github.com/spdx/spdx-spec,682162.0
https://api.github.com/repos/spdx/spdx-spec/issues/453,closed,2020-07-06T12:28:38Z,2022-08-10T03:01:46Z,question,https://github.com/spdx/spdx-spec,66061988.0
https://api.github.com/repos/spdx/spdx-spec/issues/451,closed,2020-07-03T19:32:04Z,2021-09-10T21:24:11Z,enhancement,https://github.com/spdx/spdx-spec,37504327.0
https://api.github.com/repos/spdx/spdx-spec/issues/450,open,2020-07-03T15:31:44Z,,enhancement,https://github.com/spdx/spdx-spec,0.0
https://api.github.com/repos/spdx/spdx-spec/issues/449,open,2020-07-03T12:27:44Z,,enhancement,https://github.com/spdx/spdx-spec,0.0
https://api.github.com/repos/spdx/spdx-spec/issues/441,closed,2020-06-23T18:14:10Z,2022-08-11T18:00:02Z,enhancement,https://github.com/spdx/spdx-spec,67304752.0
