Date,filters,Count,Format
2003-10-05,Maintainers,1,CycloneDX
2003-10-05,Contributors,0,CycloneDX
2003-10-05,Users,0,CycloneDX
2003-10-05,Observers,0,CycloneDX
2003-11-04,Maintainers,1,CycloneDX
2003-11-04,Contributors,0,CycloneDX
2003-11-04,Users,0,CycloneDX
2003-11-04,Observers,0,CycloneDX
2003-12-04,Maintainers,2,CycloneDX
2003-12-04,Contributors,0,CycloneDX
2003-12-04,Users,0,CycloneDX
2003-12-04,Observers,0,CycloneDX
2004-01-03,Maintainers,2,CycloneDX
2004-01-03,Contributors,0,CycloneDX
2004-01-03,Users,0,CycloneDX
2004-01-03,Observers,0,CycloneDX
2004-02-02,Maintainers,2,CycloneDX
2004-02-02,Contributors,0,CycloneDX
2004-02-02,Users,0,CycloneDX
2004-02-02,Observers,0,CycloneDX
2004-03-03,Maintainers,3,CycloneDX
2004-03-03,Contributors,0,CycloneDX
2004-03-03,Users,0,CycloneDX
2004-03-03,Observers,0,CycloneDX
2004-04-02,Maintainers,1,CycloneDX
2004-04-02,Contributors,0,CycloneDX
2004-04-02,Users,0,CycloneDX
2004-04-02,Observers,0,CycloneDX
2004-05-02,Maintainers,2,CycloneDX
2004-05-02,Contributors,0,CycloneDX
2004-05-02,Users,0,CycloneDX
2004-05-02,Observers,0,CycloneDX
2004-06-01,Maintainers,2,CycloneDX
2004-06-01,Contributors,0,CycloneDX
2004-06-01,Users,0,CycloneDX
2004-06-01,Observers,0,CycloneDX
2004-07-01,Maintainers,4,CycloneDX
2004-07-01,Contributors,0,CycloneDX
2004-07-01,Users,0,CycloneDX
2004-07-01,Observers,0,CycloneDX
2004-07-31,Maintainers,6,CycloneDX
2004-07-31,Contributors,0,CycloneDX
2004-07-31,Users,0,CycloneDX
2004-07-31,Observers,0,CycloneDX
2004-08-30,Maintainers,4,CycloneDX
2004-08-30,Contributors,0,CycloneDX
2004-08-30,Users,0,CycloneDX
2004-08-30,Observers,0,CycloneDX
2004-09-29,Maintainers,4,CycloneDX
2004-09-29,Contributors,0,CycloneDX
2004-09-29,Users,0,CycloneDX
2004-09-29,Observers,0,CycloneDX
2004-10-29,Maintainers,8,CycloneDX
2004-10-29,Contributors,0,CycloneDX
2004-10-29,Users,0,CycloneDX
2004-10-29,Observers,0,CycloneDX
2004-11-28,Maintainers,7,CycloneDX
2004-11-28,Contributors,0,CycloneDX
2004-11-28,Users,0,CycloneDX
2004-11-28,Observers,0,CycloneDX
2004-12-28,Maintainers,17,CycloneDX
2004-12-28,Contributors,0,CycloneDX
2004-12-28,Users,0,CycloneDX
2004-12-28,Observers,0,CycloneDX
2005-01-27,Maintainers,20,CycloneDX
2005-01-27,Contributors,0,CycloneDX
2005-01-27,Users,0,CycloneDX
2005-01-27,Observers,0,CycloneDX
2005-02-26,Maintainers,20,CycloneDX
2005-02-26,Contributors,0,CycloneDX
2005-02-26,Users,0,CycloneDX
2005-02-26,Observers,0,CycloneDX
2005-03-28,Maintainers,17,CycloneDX
2005-03-28,Contributors,0,CycloneDX
2005-03-28,Users,0,CycloneDX
2005-03-28,Observers,0,CycloneDX
2005-04-27,Maintainers,17,CycloneDX
2005-04-27,Contributors,0,CycloneDX
2005-04-27,Users,0,CycloneDX
2005-04-27,Observers,0,CycloneDX
2005-05-27,Maintainers,19,CycloneDX
2005-05-27,Contributors,0,CycloneDX
2005-05-27,Users,0,CycloneDX
2005-05-27,Observers,0,CycloneDX
2005-06-26,Maintainers,21,CycloneDX
2005-06-26,Contributors,0,CycloneDX
2005-06-26,Users,0,CycloneDX
2005-06-26,Observers,0,CycloneDX
2005-07-26,Maintainers,19,CycloneDX
2005-07-26,Contributors,0,CycloneDX
2005-07-26,Users,0,CycloneDX
2005-07-26,Observers,0,CycloneDX
2005-08-25,Maintainers,17,CycloneDX
2005-08-25,Contributors,0,CycloneDX
2005-08-25,Users,0,CycloneDX
2005-08-25,Observers,0,CycloneDX
2005-09-24,Maintainers,22,CycloneDX
2005-09-24,Contributors,0,CycloneDX
2005-09-24,Users,0,CycloneDX
2005-09-24,Observers,0,CycloneDX
2005-10-24,Maintainers,22,CycloneDX
2005-10-24,Contributors,0,CycloneDX
2005-10-24,Users,0,CycloneDX
2005-10-24,Observers,0,CycloneDX
2005-11-23,Maintainers,22,CycloneDX
2005-11-23,Contributors,0,CycloneDX
2005-11-23,Users,0,CycloneDX
2005-11-23,Observers,0,CycloneDX
2005-12-23,Maintainers,24,CycloneDX
2005-12-23,Contributors,0,CycloneDX
