Date,filters,Count,Format
2022-09-25,GitHub PRs,12112,CycloneDX
2022-10-25,GitHub PRs,12600,CycloneDX
2022-11-24,GitHub PRs,11982,CycloneDX
2022-12-24,GitHub PRs,11626,CycloneDX
2023-01-23,GitHub PRs,13821,CycloneDX
2023-02-22,GitHub PRs,14259,CycloneDX
2023-03-24,GitHub PRs,13496,CycloneDX
2023-04-23,GitHub PRs,14251,CycloneDX
2023-05-23,GitHub PRs,14782,CycloneDX
2023-06-22,GitHub PRs,14222,CycloneDX
2023-07-22,GitHub PRs,14271,CycloneDX
2023-08-21,GitHub PRs,16427,CycloneDX
2023-09-20,GitHub PRs,11003,CycloneDX
