tool_used,about,link,projectCategory,tags,licence,stars,watchers,forks,releases,latestRelease,packages,usedBy,contributors,openIssues,closedIssues,openPRs,closedPRs,commits,programmingLanguage,format
tools-python,Inspect Python code and PyPI package manifests. Resolve Python dependencies.,https://github.com/nexB/python-inspector,[],"['python', 'pip', 'dependency-resolver']",,15,9,10,8.0,v0.9.8,0.0,,22.0,36,49,3,57,506,Python,SPDX
bom,,https://github.com/spidernet-io/spiderdoctor,[],[],Apache-2.0 license,14,2,3,11.0,Release v0.4.0-rc1,4.0,,4.0,25,45,9,344,553,Go,SPDX
tools-golang,"Utility for bulk image, license, package, and vulnerability discovery in containerize workloads on GCP. Includes CLI and Service with custom metrics and BigQuery data exports.",https://github.com/mchmarny/disco,[],[],Apache-2.0 license,13,2,3,57.0,v1.1.1,,,2.0,3,8,10,158,382,Go,SPDX
ort,Documentation - Eclipse Leda provides a Yocto-based build setup for SDV.EDGE components,https://github.com/eclipse-leda/leda,[],"['automotive', 'vehicle-cloudification', 'software-defined-vehicle']",Apache-2.0 license,13,7,7,,,,,6.0,3,2,0,63,222,HTML,SPDX
bom,Opearator Feature Matrix - Features specification for Kubernetes data operators,https://github.com/dokc/operator-feature-matrix,[],"['kubernetes', 'postgres', 'operators', 'features', 'stateful']",Apache-2.0 license,13,7,4,,,,,6.0,1,2,2,3,11,Shell,SPDX
spdx-sbomgenerator,Mirror of https://gerrit.linuxfoundation.org/infra/#/admin/projects/releng/global-jjb,https://github.com/lfit/releng-global-jjb,[],[],,13,4,10,,,0.0,,26.0,0,3,0,3,"1,462",Shell,SPDX
ort,Generates SPDX bill-of-material files from a package input and license scan,https://github.com/philips-software/spdx-builder,[],"['bom', 'hacktoberfest', 'software-bill-of-materials', 'license-scanning-framework']",,11,2,6,18.0,v0.9.4 - Sign build artifacts,0.0,,5.0,8,10,7,235,609,Java,SPDX
tools-golang,Golang tool to pull and summarize NPM license info,https://github.com/swinslow/npm-spdx,[],[],Apache-2.0 license,11,3,3,,,0.0,,,2,3,20,9,8,Go,SPDX
sbom-tool,Digital Twin Definition Language parser for .NET,https://github.com/digitaltwinconsortium/DTDLParser,[],"['dtdl', 'digital-twins']",MIT license,11,3,6,5.0,v1.0.52,0.0,,4.0,2,23,0,91,73,C#,SPDX
tools-golang,,https://github.com/spdx/gordf,[],[],MIT license,10,8,5,,,0.0,,3.0,0,5,0,3,68,Go,SPDX
tools-golang,Tool to inspect and push and SPDX document as an OCI artifact,https://github.com/sajayantony/obom_cli,[],"['oci', 'spdx', 'opencontainers', 'sbom']",MIT license,10,1,5,1.0,v0.0.2,,,3.0,1,1,1,2,24,Go,SPDX
bom,Apache solr website,https://github.com/apache/solr-site,[],"['website', 'solr', 'apache', 'pelican']",Apache-2.0 license,10,27,23,,,0.0,,69.0,2,92,2,92,"1,890",HTML,SPDX
bom,Unified programming model to create a data processing pipelines for batch and streaming models,https://github.com/a0x8o/beam,[],[],,9,3,3,,,0.0,,19.0,0,0,74,53,909,Python,SPDX
spdx-maven-plugin,,https://github.com/BabelZilla/WTS,[],[],,9,6,9,,,0.0,,3.0,1,1,0,6,34,PHP,SPDX
bom,"OASIS TC Open Repository: Development and maintenance of JADN (JSON Abstract Data Notation), a JSON document format for defining abstract schemas.",https://github.com/oasis-open/openc2-jadn-software,[],[],Apache-2.0 license,8,9,12,,,0.0,,6.0,1,0,0,35,139,Python,SPDX
protobom,Example CLI project to demo API architecture and protobom library,https://github.com/bom-squad/sbom-convert,[],[],Apache-2.0 license,8,5,5,2.0,v0.0.2,1.0,,4.0,5,2,2,5,29,Go,SPDX
spdx-sbomgenerator,Prometheus Exporter for Kibana,https://github.com/chamilad/kibana-prometheus-exporter,[],['hacktoberfest'],Apache-2.0 license,8,3,7,6.0,Release v8.7.x.2,1.0,,3.0,4,16,0,17,84,Go,SPDX
ort,misc license compliance tools in one docker image,https://github.com/vinland-technology/compliance-tool-collection,[],[],GPL-3.0 license,8,2,4,,,0.0,,,0,20,0,10,126,Shell,SPDX
bom,XML Schema for the Software Package Documentation Exchange (SPDX) Format,https://github.com/mil-oss/spdx-xsd,[],[],View license,7,10,3,,,0.0,,2.0,0,3,0,2,122,XSLT,SPDX
sbom-tool,GitHub Action that allows you to create a new Medium post with Markdown or HTML.,https://github.com/philips-software/post-to-medium-action,[],[],MIT license,7,4,1,10.0,Release v0.6.0 - Breaking if used standalone (no GH Action),1.0,,3.0,7,13,0,13,73,C#,SPDX
tools-golang,Automatic license scanning and reports!,https://github.com/purpleidea/yesiscan,[],"['golang', 'license', 'copyright']",,7,3,1,,,,,,0,0,0,0,148,Go,SPDX
tools-python,The Advanced Vulnerability Information Sharing Environment -- A Platform for CVD and PSIRT Management,https://github.com/vu-ls/advise,[],[],AGPL-3.0 license,7,2,0,4.0,v1.3.0,0.0,,3.0,1,0,0,0,55,Python,SPDX
bom,Initial fork of https://github.com/apache/beam/tree/master/sdks/typescript,https://github.com/robertwb/beam-javascript,[],[],,7,6,7,,,0.0,,901.0,0,0,0,16,"35,634",Java,SPDX
tools-golang,ChatCVE is an app using the Langchain SQL Language Tool to give a LLM prompt experience to CVE and SBOM DevSecOps Triage Data,https://github.com/jasona7/ChatCVE,[],"['python', 'security', 'devsecops', 'sbom']",Apache-2.0 license,6,1,1,,,0.0,,,0,0,0,0,57,Makefile,SPDX
ort,"The POSP is a one-stop shop for all open-source activities of Porsche AG and subsidiaries, featuring selected projects and providing documentation on our FOSS best practices.",https://github.com/porscheofficial/porscheofficial.github.io,[],[],,6,5,3,,,,,4.0,3,1,3,15,208,TypeScript,SPDX
sbom-tool,Proof-of-concept implementation of an Ed-Fi API using cloud managed services,https://github.com/Ed-Fi-Exchange-OSS/Meadowlark,[],[],Apache-2.0 license,6,10,11,71.0,v0.3.0,0.0,,6.0,3,298,3,298,242,TypeScript,SPDX
bom,BaseJump Open-Source Hardware Accelerator Motherboards,https://github.com/bespoke-silicon-group/bsg_motherboards,[],[],,5,7,0,,,0.0,,2.0,3,4,0,2,129,Verilog,SPDX
ort,vim configuration - Optimized for azerty keyboard layout,https://github.com/frazrepo/vimrc,[],[],,5,1,1,1.0,vim-neovim,0.0,,,0,0,1,5,"1,107",Vim,SPDX
ort,Code and models for the machine learning used in Privacy Pioneer,https://github.com/privacy-tech-lab/privacy-pioneer-machine-learning,[],"['machine-learning', 'privacy', 'privacy-enhancing-technologies', 'privacy-protection', 'privacy-tools', 'privacy-tech', 'privacy-pioneer']",MIT license,5,9,1,,,0.0,,2.0,1,9,0,6,31,Jupyter,SPDX
bom,"Schema-free SQL for Hadoop, NoSQL and Cloud Storage",https://github.com/a0x8o/drill,[],[],Apache-2.0 license,5,1,2,,,0.0,,4.0,0,0,15,14,334,Java,SPDX
tools-golang,A reference implementation of a verifiable credentials platform for digital trade and traceability,https://github.com/uncefact/project-vckit,[],[],GPL-3.0 license,4,7,6,,,0.0,3.0,8.0,1,81,0,73,156,TypeScript,SPDX
spdx-maven-plugin,,https://github.com/spdx/spdx-gradle-plugin,[],[],Apache-2.0 license,4,7,5,,,0.0,,7.0,9,4,2,30,99,Java,SPDX
sbom-tool,"The sample net-monitor software, used as samples in Notary v2 (https://github.com/notaryproject/notaryproject)",https://github.com/wabbit-networks/net-monitor,[],[],MIT license,4,1,12,,,0.0,,5.0,0,0,2,4,88,Dockerfile,SPDX
sbom-tool,GitHub Actions for Greenbone projects,https://github.com/greenbone/actions,[],"['lint', 'devops', 'automation', 'actions', 'release', 'release-automation', 'github-actions']",GPL-3.0 license,4,10,4,54.0,actions 3.9.1,0.0,,10.0,0,1,2,861,"1,211",Python,SPDX
tools-golang,Inspect and push SBOMs (such as SPDX documents) to an OCI registry as an OCI artifact,https://github.com/Azure/obom,[],"['oci', 'spdx', 'sbom']",MIT license,4,3,3,4.0,v0.0.4,0.0,,6.0,0,1,0,13,64,Go,SPDX
sbom-tool,OPC-UA extractor using libraries from OPCFoundation,https://github.com/cognitedata/opcua-extractor-net,[],[],,4,57,0,71.0,Release version 2.21.1,0.0,,16.0,1,2,2,491,601,C#,SPDX
tools-golang,Product Model Toolkit for Managing Open Source Dependencies in Products,https://github.com/riehlegroup/product-model-toolkit,[],[],,4,4,4,,,3.0,,3.0,1,4,1,41,286,Go,SPDX
sbom-tool,Reusable logic for working with .NET core,https://github.com/dpvreony/whipstaff,[],"['controllers', 'cqrs', 'dotnet-core', 'asp-net-core', 'mediatr', 'asp-net-mvc']",MIT license,4,1,2,43.0,6.1.125,0.0,,6.0,7,29,4,1453,"1,980",C#,SPDX
spdx-maven-plugin,"This is the replication package of the paper: ""Flakify: A Black-Box, Language Model-based Predictor for Flaky Tests""",https://github.com/uOttawa-Nanda-Lab/Flakify,[],[],,4,2,6,,,0.0,,2.0,0,1,0,0,3,Java,SPDX
spdx-maven-plugin,JSON storage implementation for the SPDX tools,https://github.com/spdx/spdx-java-jackson-store,[],[],Apache-2.0 license,4,3,5,15.0,Version 1.1.7 of the SPDX Java Jackson Store,0.0,,3.0,4,20,1,36,137,Java,SPDX
bom,SIG Collection of GitHub actions from SIG Release,https://github.com/puerco/release-actions,[],[],Apache-2.0 license,4,3,0,,,0.0,,3.0,0,0,0,43,90,,SPDX
ort,Convenience scripts for Eclipse Leda quickstart tutorials,https://github.com/eclipse-leda/leda-utils,[],"['eclipse', 'automotive', 'software-defined-vehicle']",Apache-2.0 license,4,2,3,3.0,Leda-Utils v0.0.3,,,4.0,6,3,0,43,222,Rust,SPDX
tools-python,Several handy macros and modules for use with CMake,https://github.com/emzeat/mz-cmaketools,[],"['cmake', 'clang-tidy', 'ccache', 'conan-io']",Apache-2.0 license,4,1,2,,,,,,0,0,0,0,300,CMake,SPDX
bom,GitHub actions used by the Kubewarden project,https://github.com/kubewarden/github-actions,[],"['kubernetes', 'webassembly', 'hacktoberfest', 'policy-as-code', 'kubernetes-security']",Apache-2.0 license,4,8,7,18.0,v3.1.9,,,10.0,2,9,0,79,192,,SPDX
tools-python,Use SBOM metadata to validate release integrity.,https://github.com/jotterson/sbom-validator,[],"['spdx', 'sbom', 'sbom-generator', 'spdx-sbom']",BSD-2-Clause license,4,1,0,3.0,v1.2.0,,,2.0,0,0,0,1,44,Python,SPDX
bom,kubepug-installer GitHub Action,https://github.com/cpanato/kubepug-installer,[],"['kubernetes', 'github-actions', 'kubepug']",Apache-2.0 license,4,3,0,2.0,v1.1.0,,,2.0,0,0,0,5,9,,SPDX
tools-golang,,https://github.com/gnoliyil/fuchsia,[],[],BSD-2-Clause license,4,1,1,,,0.0,,557.0,0,0,1,0,"145,892",C++,SPDX
sbom-tool,"📦 This bucket includes pretty much everything in order to try and maintain / preserve as many working app manifests as possible . Created and maintained by Andrew Poženel - anderlli0053 . 📦, It is not meant for actual use, it is a backup storage / archive!!!",https://github.com/anderlli0053/AppArchive,[],[],Unlicense license,3,1,0,,,,,,0,1,0,0,6,Roff,SPDX
ort,,https://github.com/wings-software/payment-service,[],[],,3,2,25,,,0.0,,7.0,0,0,0,687,812,Python,SPDX
tools-golang,Find and report on SPDX short-form license identifiers in Linux kernel source code,https://github.com/swinslow/kernel-spdx-ids,[],[],,3,2,1,,,0.0,,,2,0,0,2,6,Go,SPDX
ort,,https://github.com/danf425/jhttp_isolated,[],[],,3,1,13,22.0,k8s-gitops-v1.3,0.0,,,0,0,6,138,54,Python,SPDX
spdx-maven-plugin,A simple graphical SPDX creator/editor.,https://github.com/yevster/spdx-edit,[],[],,3,3,3,4.0,"N-Tripples, Automatic Namespaces, Gradle",0.0,,3.0,2,6,5,20,111,Java,SPDX
bom,,https://github.com/puerco/supply-chain-demo,[],[],Apache-2.0 license,3,3,0,,,1.0,,2.0,0,0,0,0,21,Go,SPDX
bom,A Maven plugin to perform various tasks related to Camel Quarkus,https://github.com/l2x6/cq-maven-plugin,[],[],,3,4,11,,,0.0,,9.0,5,7,4,264,649,Java,SPDX
ort,https://harness.atlassian.net/browse/SEC-1416,https://github.com/wings-software/platform-demo2,[],[],,3,3,44,,,0.0,,3.0,0,0,604,67,26,CSS,SPDX
sbom-tool,The Ed-Fi ODS/API Admin App is a web-based administrative interface for the Ed-Fi ODS/API. The Admin App is available as a standalone application for installation on-premises or in the cloud.,https://github.com/Ed-Fi-Alliance-OSS/Ed-Fi-ODS-AdminApp,[],[],Apache-2.0 license,3,9,14,23.0,v3.1.1,0.0,,14.0,3,412,3,412,"2,259",C#,SPDX
bom,"The SCS Cluster Stack Operator takes care of life cycle management, configuration and provider specific tasks of Kubernetes clusters created with SCS Cluster Stacks",https://github.com/SovereignCloudStack/cluster-stack-operator,[],['k8s'],Apache-2.0 license,3,5,0,,,3.0,,3.0,1,0,0,6,6,Go,SPDX
bom,"Kubernetes Cluster API Provider Hivelocity provides a consistent deployment and day 2 operations of ""self-managed"" Kubernetes clusters on Hivelocity.",https://github.com/hivelocity/cluster-api-provider-hivelocity,[],"['go', 'linux', 'kubernetes', 'devops', 'k8s', 'cloud-native', 'bare-metal', 'k8s-sig-cluster-lifecycle', 'cluster-api', 'hivelocity', 'cluster-api-provider-hivelocity', 'caphv', 'k8s-provider-hivelocity']",Apache-2.0 license,3,7,0,2.0,v1.0.0-alpha.0,2.0,,4.0,19,11,1,72,175,Go,SPDX
spdx-maven-plugin,SPDX Tools RDF Support Library,https://github.com/spdx/spdx-java-rdf-store,[],[],Apache-2.0 license,2,3,2,16.0,Version 1.1.6 of the SPDX Java RDF Library,0.0,,2.0,2,12,1,36,148,Java,SPDX
bom,"Corpus of over 80thousand JSON Schema documents, collected from open source GitHub repositories.",https://github.com/sdbs-uni-p/json-schema-corpus,[],[],Apache-2.0 license,2,1,1,1.0,JSON Schema Corpus Release 07/2021,0.0,,2.0,2,0,0,0,2,,SPDX
ort,,https://github.com/LoremLabs/kudos-for-code-action,[],[],MIT license,2,1,0,9.0,v1.0.3,0.0,,3.0,0,1,0,3,50,,SPDX
ort,Public GitHub profile and various reusable documents & GitHub action workflows,https://github.com/porscheofficial/.github,[],[],,2,0,1,,,,1.0,3.0,0,0,0,3,26,,SPDX
bom,The package manager gives instant access to the app store and includes everything needed for publishig apps,https://github.com/axenox/PackageManager,[],[],GPL-2.0 license,2,5,3,2.0,ExFace Release 0.27,0.0,,3.0,0,0,1,21,459,PHP,SPDX
bom,Lightweight clone of Prow that runs on GitHub actions,https://github.com/uservers/miniprow,[],[],Apache-2.0 license,2,2,2,,,2.0,,4.0,4,2,6,48,109,Go,SPDX
tools-java,,https://github.com/opossum-tool/examples,[],[],,2,3,1,,,0.0,,2.0,0,0,0,0,2,Shell,SPDX
sbom-tool,Ed-Fi Admin API for support of ODS/API 3.4 through 6.1,https://github.com/Ed-Fi-Alliance-OSS/Ed-Fi-AdminAPI,[],[],Apache-2.0 license,2,4,7,8.0,v1.3.0,0.0,,16.0,0,73,0,73,"2,237",C#,SPDX
tools-golang,,https://github.com/nydusaccelerator/buildkit,[],[],Apache-2.0 license,2,6,1,,,0.0,,235.0,1,0,7,7,"4,879",Go,SPDX
sbom-tool,This is a comparison of Microsoft's SBOM Tool against a CycloneDX BOM Generator to show how Microsoft's tool detects transient dependencies,https://github.com/adriandiglio/Demo-for-Microsoft-SBOM-Tool,[],[],,2,2,3,,,0.0,,,0,0,0,0,54,Python,SPDX
ort,cache the workshop for reuse,https://github.com/orenmazor/eks-workshop,[],[],,2,1,0,,,0.0,,,0,0,0,0,4,Java,SPDX
bom,Testing out spack GitHub packages again now that there is one hash with reuse,https://github.com/syspack/pakages,[],"['package-manager', 'packages', 'spack', 'github-packages']",View license,2,2,0,4.0,Pakages Release 0.0.21,7.0,,,0,2,0,21,45,Python,SPDX
bom,,https://github.com/chintal/tendril,[],[],,2,2,2,,,0.0,,2.0,0,17,0,4,"1,035",Python,SPDX
tools-golang,a fork of moby/buildkit,https://github.com/earthly/buildkit,[],[],Apache-2.0 license,2,5,2,,,0.0,6.0,259.0,0,0,3,21,"5,808",Go,SPDX
ort,,https://github.com/alexethier/utilities,[],[],,2,1,0,,,0.0,,2.0,0,0,0,0,109,Shell,SPDX
bom,Apache Beam 中文官方网站的文档,https://github.com/mybeam/Apache-Beam-,[],[],Apache-2.0 license,2,5,5,,,0.0,,439.0,0,0,11,13,"21,747",Java,SPDX
bom,,https://github.com/yirutang/insert-id,[],[],Apache-2.0 license,2,2,0,,,0.0,,535.0,0,0,10,14,"24,635",Java,SPDX
bom,Distributed SQL query engine for big data https://prestodb.io,https://github.com/a0x8o/presto,[],[],Apache-2.0 license,2,1,0,,,0.0,,3.0,0,0,33,23,103,Java,SPDX
bom,Apache Druid (Incubating) - Column oriented distributed data store ideal for powering interactive applications,https://github.com/a0x8o/druid,[],[],Apache-2.0 license,2,1,0,,,0.0,,2.0,0,0,90,34,29,Java,SPDX
ort,,https://github.com/linagora/Lincompliance,[],[],AGPL-3.0 license,2,9,0,,,0.0,,,0,0,0,0,3,CSS,SPDX
spdx-sbomgenerator,"BeSLab: Empowering Open Source Project Security , This Repository includes BeS Environment Scripts to launch an instance of BeSLab",https://github.com/Be-Secure/BeSLab,[],[],Apache-2.0 license,1,2,3,1.0,Release 0.1.0,0.0,,5.0,0,0,0,3,47,Shell,SPDX
bom,Tanzu Framework,https://github.com/karuppiah7890/tanzu-framework,[],[],Apache-2.0 license,1,2,0,,,0.0,,,0,0,0,0,95,Go,SPDX
spdx-sbomgenerator,,https://github.com/MaibornWolff/OSSLR,[],[],BSD-3-Clause license,1,7,1,,,0.0,,5.0,12,0,2,4,201,TypeScript,SPDX
spdx-sbomgenerator,Public Be-Secure Environment scripts repo.,https://github.com/Be-Secure/besecure-ce-env-repo,[],[],,1,3,15,2.0,Release 0.0.2,0.0,,8.0,2,1,1,15,94,Shell,SPDX
bom,OSCAL Content Authoring Tool,https://github.com/aj-stein-nist/oscal-cat,[],[],,1,0,0,,,0.0,,,0,0,0,0,75,TypeScript,SPDX
spdx-maven-plugin,SPDX Pretty Printer,https://github.com/pezra/pretty-printer,[],[],Apache-2.0 license,1,1,3,,,0.0,,2.0,0,0,0,0,17,Java,SPDX
spdx-maven-plugin,SPDX Java library spreadsheet storage,https://github.com/spdx/spdx-java-spreadsheet-store,[],[],Apache-2.0 license,1,3,2,13.0,Release 1.1.6 of the SPDX Java Spreadsheet Store,0.0,,3.0,1,6,0,19,81,Java,SPDX
sbom-tool,The Ed-Fi API Publisher is a utility that can be used to move data from one Ed-Fi ODS API (v3.x or later) instance to another of the same version.,https://github.com/Ed-Fi-Alliance-OSS/Ed-Fi-API-Publisher,[],[],Apache-2.0 license,1,8,4,2.0,v1.0.0,0.0,,5.0,0,28,0,28,46,C#,SPDX
sbom-tool,git 명령어 모음,https://github.com/gon1942/git_command,[],[],BSD-3-Clause license,1,0,3,106.0,Release v0.0.113,0.0,,6.0,9,2,0,67,464,Shell,SPDX
tools-java,,https://github.com/eclipse-sw360/sw360.website.published,[],[],,1,11,1,,,0.0,,2.0,0,0,0,0,44,CSS,SPDX
sbom-tool,,https://github.com/wang-song/scoopMain,[],[],,1,2,1,,,0.0,,,0,0,0,0,"18,657",Batchfile,SPDX
ort,,https://github.com/diegopereiraeng/payments-validation,[],[],,1,1,13,,,0.0,,2.0,0,0,55,22,240,Python,SPDX
tools-java,,https://github.com/chris-toenjes-deye/salus-spdx-to-osv,[],[],Apache-2.0 license,1,1,0,,,0.0,,3.0,0,1,0,1,29,Java,SPDX
bom,golang learning repo,https://github.com/leoluz/go-experiments,[],[],,1,2,0,,,0.0,,,1,0,1,2,58,Go,SPDX
bom,,https://github.com/alexander-dev-hub/apache-beam,[],[],Apache-2.0 license,1,2,3,,,0.0,,2.0,0,0,12,13,2,Java,SPDX
bom,,https://github.com/RobertKielty/hook-plugin-docker-action,[],[],,1,3,0,,,0.0,,3.0,0,0,0,0,24,Shell,SPDX
bom,,https://github.com/espv/beam-plus-wrapper,[],[],Apache-2.0 license,1,2,0,,,0.0,,2.0,0,0,4,18,"26,882",Java,SPDX
bom,,https://github.com/rohankumardubey/beam,[],[],,1,1,0,,,0.0,,817.0,0,0,0,0,"32,994",Java,SPDX
tools-golang,,https://github.com/opensbom-generator/sbom-composer,[],[],BSD-2-Clause license,1,3,0,,,0.0,,5.0,4,1,0,1,44,Go,SPDX
tools-golang,,https://github.com/anchore/go-logger,[],[],Apache-2.0 license,1,14,1,,,0.0,,2.0,3,0,0,8,18,Go,SPDX
bom,Counsel - A tool for monitoring and notifying the vulnerabilities of docker containers.,https://github.com/evhart/counsel,[],[],MIT license,1,1,0,,,0.0,,,0,0,0,0,3,Python,SPDX
bom,,https://github.com/daemon1024/scratchpad-k8s-sig-resource,[],[],,1,1,0,,,0.0,,2.0,0,0,0,0,8,Go,SPDX
tools-golang,SPDX documents and related code for OIN's Linux System Definition packages,https://github.com/swinslow/spdx-oin,[],[],,1,3,0,,,0.0,,,0,0,0,1,10,Go,SPDX
bom,,https://github.com/dims/k8s-code.appspot.com,[],[],Apache-2.0 license,1,4,5,,,0.0,,2.0,0,0,0,4,11,Python,SPDX
spdx-sbomgenerator,Ansbile role for SBOM (Software Bill of Material) Generation using opensbom-generator / spdx-sbom-generator,https://github.com/Pranshu021/ansible-role-bes-spdx-generator,[],[],,0,2,1,,,0.0,,,0,0,0,0,5,,SPDX
sbom-tool,,https://github.com/gon1942/how2github,[],[],MIT license,0,1,0,,,0.0,,,0,0,0,0,97,,SPDX
bom,Odoo integration with accounting program via M*SQL,https://github.com/Micronaet/micronaet-sql,[],[],AGPL-3.0 license,0,3,0,,,0.0,,,0,0,0,0,176,Python,SPDX
sbom-tool,,https://github.com/OKiMaureen/test,[],[],,0,1,5,427.0,hg,0.0,1.0,3.0,33,10,59,131,922,Dockerfile,SPDX
sbom-tool,Create a dotnet build with an sbom cataloging process,https://github.com/echapmanFromBunnings/medium-sbom,[],[],MIT license,0,1,0,2.0,1.1,0.0,,2.0,0,0,0,0,6,C#,SPDX
sbom-tool,Shared libraries for backward compatibility support,https://github.com/Ed-Fi-Alliance-OSS/Ed-Fi-Compatibility-Libraries,[],[],Apache-2.0 license,0,6,1,,,0.0,,3.0,0,3,0,3,4,C#,SPDX
sbom-tool,.NET repository template,https://github.com/dpvreony/net-repo-template,[],[],MIT license,0,1,0,,,0.0,,2.0,1,0,1,46,48,,SPDX
sbom-tool,.NET application for parsing and loading CSV files into an Ed-Fi API,https://github.com/Ed-Fi-Alliance-OSS/Ed-Fi-DataImport,[],[],Apache-2.0 license,0,3,4,6.0,v2.1.1,0.0,,10.0,3,40,3,40,39,C#,SPDX
bom,,https://github.com/xjtucoderesearch/UsabilityTest,[],[],,0,1,1,,,0.0,,2.0,0,0,0,0,71,Python,SPDX
bom,,https://github.com/pombredanne/gitlab.com-hoppr-hoppr-cyclonedx-models,[],[],MIT license,0,2,0,,,0.0,,4.0,0,0,0,0,144,Python,SPDX
bom,,https://github.com/philipwig/ledcube,[],[],,0,1,0,1.0,First Release,0.0,,,0,0,0,0,46,HTML,SPDX
tools-golang,,https://github.com/swinslow/peridot-agents,[],[],,0,2,0,,,0.0,,,0,0,0,0,11,Go,SPDX
bom,This is mescep,https://github.com/MrWenBo/mescep,[],[],,0,2,1,,,0.0,,,0,0,0,0,2,Java,SPDX
tools-java,Generates Java source files from the SPDX spec version 3+ suitable for inclusion in the SPDX Java Library,https://github.com/goneall/spdx-model-to-java,[],[],Apache-2.0 license,0,1,0,,,0.0,,,0,0,0,0,15,Java,SPDX
bom,Builder and tools for GOSH,https://github.com/gosh-sh/gosh-build-tools,[],[],,0,6,0,3.0,Version: 0.1.1,0.0,,4.0,0,0,0,8,157,Rust,SPDX
bom,My personal NUR repository,https://github.com/06kellyjac/nur-packages,[],[],MIT license,0,3,0,,,0.0,,2.0,0,0,3,19,200,Nix,SPDX
bom,,https://github.com/dhercher/beam-old,[],[],Apache-2.0 license,0,1,0,,,0.0,,677.0,0,0,1,0,"29,100",Java,SPDX
spdx-maven-plugin,Detects the licenses of a software and checks them for compatibility.,https://github.com/OpenTOSCA/license-engine,[],[],Apache-2.0 license,0,22,0,,,0.0,,2.0,0,0,0,4,41,Java,SPDX
spdx-maven-plugin,Utility that produces an SPDX report representing a Hub project/version's BOM,https://github.com/zvr/hub-spdx,[],[],Apache-2.0 license,0,2,0,,,0.0,,,0,0,0,0,132,Java,SPDX
sbom-tool,A toolkit project for the BeSecure community contributors. Various tools and utilities that accelerates the contributions to community is available here,https://github.com/Be-Secure/BeS-dev-kit,[],[],Apache-2.0 license,0,2,5,6.0,Release 0.0.7,0.0,,4.0,4,15,0,34,79,Python,SPDX
bom,,https://github.com/ep-infosec/36_linkedin_beam,[],[],,0,2,0,,,0.0,,,0,0,0,0,1,Java,SPDX
ort,,https://github.com/maxhbr/benchmark,[],[],,0,2,1,,,0.0,,2.0,0,0,0,1,29,Shell,SPDX
bom,,https://github.com/ep-infosec/33_apache_beam,[],[],,0,2,0,,,0.0,,,0,0,0,0,1,Java,SPDX
bom,,https://github.com/samuelmoss572/dataflowworkshop,[],[],Apache-2.0 license,0,2,0,,,0.0,,469.0,0,0,11,13,"22,614",Java,SPDX
sbom-tool,TS starter template,https://github.com/kolaczyn/typescript-template,[],"['template', 'typescript', 'eslint', 'preconfigured-starter-templates', 'vitest']",,0,0,0,,,0.0,,2.0,0,2,0,39,68,TypeScript,SPDX
tools-python,A Python library for comparing Software Bill of Materials (SBOM) files with customizable and extendable rules.,https://github.com/williamfzc/sbom-rule-diff,[],[],MIT license,0,1,0,,,0.0,,,0,0,0,0,2,Python,SPDX
bom,Uber : Тестовая инфраструктура для проекта Kubernetes.,https://github.com/gridgentoo/uber-kubernetes-test-infra,[],[],Apache-2.0 license,0,1,0,,,0.0,,1099.0,0,0,0,0,"51,783",Go,SPDX
tools-golang,Bazel rules to manage installation of .deb archives from Debian APT repositories.,https://github.com/mmogylenko/rules_deb_packages,[],"['bazel', 'bazel-rules']",View license,0,1,0,2.0,v0.0.2,0.0,,,1,0,0,3,2,Go,SPDX
tools-python,An early WIP library for handling Opossum files with Python,https://github.com/opossum-tool/opossum.lib.py,[],[],Apache-2.0 license,0,2,7,,,0.0,,6.0,14,24,1,54,130,Python,SPDX
bom,Some code to get per SIG/WG/Committee unique review/approver count in the Kubernetes community,https://github.com/MadhavJivrajani/owners-counts,[],[],Apache-2.0 license,0,2,0,,,0.0,,,0,0,0,0,5,Go,SPDX
bom,,https://github.com/Prow-Cluster-Bot/prow-config,[],[],,0,0,0,,,0.0,,,0,0,0,0,15,Jsonnet,SPDX
spdx-sbomgenerator,Ansible role for setting up beslab,https://github.com/Be-Secure/ansible-role-oah-beslab,[],[],Apache-2.0 license,0,2,1,,,0.0,,,0,0,0,1,2,,SPDX
sbom-tool,,https://github.com/actions-marketplace-validations/philips-software_post-to-medium-action,[],[],MIT license,0,0,0,,,0.0,,3.0,0,0,0,0,57,C#,SPDX
tools-golang,QMSTR compliance tool,https://github.com/fullsushidev/qmstr-1,[],[],GPL-3.0 license,0,0,0,,,0.0,,11.0,0,0,0,0,"1,206",Go,SPDX
tools-golang,,https://github.com/Exynos-AOSP-Master/android_build,[],[],,0,0,0,,,0.0,,555.0,0,0,0,0,"85,435",Makefile,SPDX
tools-golang,,https://github.com/AOSP-14-RMX2020/platform_build,[],[],,0,0,0,,,0.0,,566.0,0,0,0,0,"85,319",Makefile,SPDX
tools-golang,A stacker companion SBOM generator library and tool,https://github.com/project-stacker/stacker-bom,[],[],Apache-2.0 license,0,2,1,5.0,v0.0.5,0.0,,,0,0,5,45,22,Go,SPDX
sbom-tool,,https://github.com/mluker/artifact-signing,[],[],,0,1,0,,,0.0,,,0,0,0,0,15,Shell,SPDX
sbom-tool,,https://github.com/mluker/secure-supply-chain,[],[],,0,1,0,,,0.0,,,0,0,0,0,8,Shell,SPDX
