tool_used,about,link,projectCategory,tags,licence,stars,watchers,forks,releases,latestRelease,packages,usedBy,contributors,openIssues,closedIssues,openPRs,closedPRs,commits,programmingLanguage
syft,Harness Delegate,https://github.com/mansong1/delegate,[],[],Apache-2.0 license,1,4,0,,,0,,2,0,0,0,0,139,Dockerfile
syft,,https://github.com/VivSoftOrg/PlatformOne-BOA,[],[],,0,1,0,,,0,,3,0,0,0,0,33,YAML
syft,,https://github.com/actions-marketplace-validations/oxsecurity_megalinter,[],[],AGPL-3.0 license,0,0,0,,,0,,67,0,0,10,16,"1,973",Dockerfile
syft,,https://github.com/stuartwdouglas/multi-arch-resolver,[],[],,0,1,0,,,0,,,0,0,0,0,13,Go
syft,This will set up the infrastructure for the trusted pipeline.,https://github.com/tintulip/pipelines,[],[],,0,1,0,,,0,,2,0,0,6,0,136,HCL
syft,,https://github.com/validatedpatterns-sandbox/zero-trust,[],[],Apache-2.0 license,0,5,3,,,0,,7,0,0,0,5,672,Python
syft,,https://github.com/canaris-in/renemon,[],[],,0,1,0,1,Re-branding changes,0,,,0,0,5,15,2,Java
syft,GitHub Action for creating software bill of materials using Syft. Copied from https://github.com/anchore/sbom-action,https://github.com/Roblox-ActionsCache/anchore-sbom-action,[],[],Apache-2.0 license,0,1,0,,,0,,16,0,0,0,0,180,TypeScript
syft,Terraform module to bootstrap Elastic Kubernetes Service(EKS) cluster using Addons ( EKS add-ons ) and blueprints.,https://github.com/squareops/terraform-aws-eks-bootstrap,[],"['kubernetes', 'aws', 'terraform', 'addons', 'k8s', 'terraform-module', 'kubernetes-addons', 'aws-eks', 'eks', 'hcl2']",Apache-2.0 license,24,3,14,8,v3.1.1,0,,8,0,0,1,17,61,HCL
syft,CDL website,https://github.com/rosedu/cdl,[],[],GPL-3.0 license,2,10,5,,,0,,9,3,11,0,29,141,HTML
syft,Helpful Cloudflare utility program,https://github.com/Cyb3r-Jak3/cloudflare-utils,[],"['dns', 'golang', 'cloudflare']",Apache-2.0 license,36,2,2,11,v1.1.3,1,,3,3,9,0,27,45,Go
syft,,https://github.com/rht-labs/enablement-framework,[],[],,10,17,33,31,v3.2.22,0,,14,13,15,1,135,309,Dockerfile
syft,ImagePullSecrets controller allows you to distribute image pull secrets based on namespace/pod matches.,https://github.com/banzaicloud/imps,[],[],Apache-2.0 license,28,8,4,,,2,,19,4,1,17,137,248,Go
syft,Kubernetes Sidecar schema of Wallarm API Security deployment,https://github.com/wallarm/sidecar,[],[],Apache-2.0 license,2,5,0,16,helm-chart-4.6.4,0,,6,0,0,0,123,264,Go
syft,Umbrella repository for the observability initiatives at Canonical.,https://github.com/canonical/observability,[],"['observability', 'cos', 'charming']",Apache-2.0 license,3,6,6,,,0,,10,5,18,1,90,134,
syft,Automates creation of Software Bill of Materials (SBOM) with Binary Authorization attestation for container images in Artifact Registry.,https://github.com/mchmarny/artomator,[],"['registry', 'devops', 'gcp', 'pubsub', 'authorization', 'google-cloud-platform', 'artifact', 'sbom']",Apache-2.0 license,1,2,0,,,,,2,0,2,9,51,244,Go
syft,fatt tries to find any purl in your project by looking at predefined fields in the supported packages. These fields describe using a purl where to grab the attestation from.,https://github.com/philips-labs/fatt,[],['hacktoberfest'],MIT license,10,2,1,7,v0.3.2,1,,4,1,4,3,145,173,Go
syft,devcontainer base images,https://github.com/eclipse-velocitas/devcontainer-base-images,[],[],Apache-2.0 license,5,4,3,15,v0.2.1,3,,7,0,5,0,46,60,Shell
syft,Fluentd aggregator OCI image based on the default Fluentd OCI image.,https://github.com/stevehipwell/fluentd-aggregator,[],"['docker-image', 'fluentd']",Apache-2.0 license,5,3,3,42,v2.9.3,1,,2,0,7,0,230,277,Dockerfile
syft,"Simple demo for Anchore Enterprise, including with multiple CICD workflow examples.",https://github.com/pvnovarese/2022-09-enterprise-demo,[],[],Apache-2.0 license,0,2,0,,,1,,,0,0,0,2,22,Dockerfile
syft,A cloud native Kubernetes Global Balancer,https://github.com/k8gb-io/k8gb,[],"['kubernetes', 'cncf', 'k8s', 'cloud-native', 'balancer', 'kubernetes-operator', 'hacktoberfest', 'gslb', 'kubernetes-controller', 'kubernetes-services', 'dns-lb-service', 'dns-lb', 'kubernetes-global-balancer']",Apache-2.0 license,643,16,75,29,v0.11.5,,1,22,62,181,12,1019,"1,015",Go
syft,Certonid is a Serverless SSH Certificate Authority,https://github.com/certonid/certonid,[],"['ssh', 'aws', 'security', 'devops', 'aws-lambda', 'aws-kms', 'serverless', 'openssl', 'certificates', 'developer-tools', 'openssh', 'certificate-authority', 'ssh-certificates', 'security-tools', 'aws-terraform', 'ssh-certificate-authorities', 'ssh-certificate-authority', 'ssh-ca']",MIT license,69,7,6,39,0.9.8,0,,,0,3,0,4,304,Go
syft,Open source Dropbox-like file sharing with full client encryption !,https://github.com/Scille/parsec-cloud,[],"['security', 'cloud', 'privacy', 'dropbox', 'file-sharing', 'sharing-data']",View license,233,12,34,66,v2.15.0,0,,29,291,1745,30,3300,"11,636",Rust
syft,SCRUB is a platform for orchestration and aggregation of static code analysis tools.,https://github.com/nasa/scrub,[],"['python', 'security', 'static-analysis', 'code-review', 'code-quality']",Apache-2.0 license,33,6,15,24,Release v2.8,0,,4,14,56,3,32,422,Python
syft,Software components to interchange and validate Application Profiles. Contains forks of DSC and SHACL Validator.,https://github.com/International-Data-Spaces-Association/ids-ap-software,[],[],Apache-2.0 license,0,3,0,,,0,,2,0,0,0,0,11,Java
syft,,https://github.com/abhinavralhan/dataspace-connector-research-practical-app,[],[],,0,1,0,,,0,,,0,0,0,0,1,Java
syft,,https://github.com/datosh-org/most-secure-calculator,[],[],,5,1,0,,,2,,,1,0,10,12,10,Go
syft,,https://github.com/dsp-testing/felickz-trivy-sbom-dependency-submission,[],[],,1,6,1,,,0,,2,0,0,0,0,15,Java
syft,,https://github.com/srnfr/demo-build-dockerhub,[],[],,2,2,0,18,v77,1,,2,0,0,7,8,118,Shell
syft,Charmed MySQL ROCK image,https://github.com/canonical/charmed-mysql-rock,[],"['mysql', 'container', 'oci', 'oci-image', 'data-platform']",Apache-2.0 license,1,10,4,,,1,,6,0,0,0,33,37,
syft,Charmed PostgreSQL ROCK image,https://github.com/canonical/charmed-postgresql-rock,[],"['postgresql', 'oci', 'oci-image', 'data-platform', 'rock']",Apache-2.0 license,1,9,2,,,1,,4,0,0,1,14,15,
syft,A small tool that will Improve visibility of deployments managed by Argo CD Image Updater,https://github.com/shini4i/argo-watcher,[],"['kubernetes', 'pipelines', 'gitops', 'argocd']",MIT license,40,2,2,29,v0.6.0,2,,5,9,33,0,150,223,Go
syft,OCI image for Ory Kratos based on Ubuntu 22.04 built using rockcraft.,https://github.com/canonical/kratos-rock,[],[],Apache-2.0 license,0,3,0,,,1,,5,1,3,0,30,50,
syft,,https://github.com/cnagadya-testing/refactored-giggle-snap,[],[],,0,0,1,,,0,,,0,0,3,0,8,
syft,,https://github.com/RedHatInsights/frontend-operator,[],[],,0,5,9,8,v0.1.4 - SSL and new configmap system,0,,7,0,0,5,136,479,Go
syft,Generates daily SBOM and vulnerability reports for container images and saves resulting files into GCS bucket and data into BigQuery tables.,https://github.com/mchmarny/sbomer,[],"['bigquery', 'gcp', 'gcs', 'report', 'vulnerability', 'vex', 'syft', 'sbom', 'grype']",Apache-2.0 license,1,3,0,,,,,2,0,0,3,26,79,HCL
syft,Backend for the notifications service,https://github.com/RedHatInsights/notifications-backend,[],"['hacktoberfest', 'quarkus']",,9,13,55,,,0,,43,13,2190,13,2190,"1,957",Java
syft,,https://github.com/RedHatInsights/cloud-connector,[],['hacktoberfest'],Apache-2.0 license,6,16,21,,,0,,19,0,0,2,227,409,Go
syft,,https://github.com/undeadgrishnackh/20230407_berlinclock2,[],[],,3,1,1,,,0,,2,0,1,0,1,69,Python
syft,A simple Todo-Backend application written using Go kit,https://github.com/sagikazarmark/todobackend-go-kit,[],[],MIT license,12,3,1,,,1,,4,1,7,16,271,509,Go
syft,"A fast, efficient and trustless unidirectional micro-payments system.",https://github.com/semiotic-ai/timeline-aggregation-protocol,[],['graphprotocol'],Apache-2.0 license,1,3,2,,,0,,8,9,68,1,84,273,Rust
syft,Terraform module to bootstrap Elastic Kubernetes Service(EKS) cluster using Addons ( EKS add-ons ) and blueprints.,https://github.com/squareops/terraform-aws-eks-addons,[],[],Apache-2.0 license,3,0,6,2,v1.1.0,0,,5,0,0,2,4,21,HCL
syft,This container can be thought of as the administrator’s shell.,https://github.com/pichuang/debug-container,[],"['kubernetes', 'containers', 'container', 'quay', 'debug', 'troubleshooting']",,5,3,3,,,1,,,0,0,0,0,42,Makefile
syft,卐,https://github.com/deadjdona/-,[],[],,2,2,0,,,0,,,0,0,0,0,74,
syft,RWKV Docker Image,https://github.com/maa123/rwkvimage,[],[],,0,1,0,,,3,,,0,0,0,0,20,Dockerfile
syft,Reusable GitHub Actions,https://github.com/codepraxis-io/github-actions,[],[],,7,1,5,,,0,,2,0,0,0,0,96,
syft,,https://github.com/cnagadya-testing/didactic-doodle-pom,[],[],,0,0,0,,,0,,,0,0,0,0,10,
syft,,https://github.com/canonical/hydra-rock,[],[],Apache-2.0 license,1,3,0,,,1,,5,0,1,0,25,45,
syft,,https://github.com/RedHatInsights/playbook-dispatcher,[],['hacktoberfest'],,7,13,25,,,0,,17,2,303,2,303,331,Go
syft,,https://github.com/RedHatInsights/sources-api-go,[],['hacktoberfest'],,7,4,24,,,0,,23,0,6,2,659,"2,031",Go
syft,The API for Platform Changelog,https://github.com/RedHatInsights/platform-changelog-go,[],['hacktoberfest'],Apache-2.0 license,0,16,9,,,0,,11,1,3,1,107,339,Go
syft,,https://github.com/RedHatInsights/mbop,[],[],,0,11,13,,,0,,14,0,1,0,99,335,Go
syft,Demonstrates how Updatecli can play nicely together with the Aqua package manager to keep your packages up-to-date,https://github.com/CrystalMethod/aqua-meets-updatecli,[],"['updatecli', 'aqua-registry']",,0,2,0,,,,,2,0,0,4,52,116,
syft,Kubernetes cronjob to scan and update Deployments and StatefulSets with external tools like KubeClarity and Keel.,https://github.com/ScanYourKube/scanyourkube,[],"['kubernetes', 'updater', 'vulnerability']",Apache-2.0 license,0,0,0,2,Version 1.0.1,3,,2,0,0,6,43,56,Go
syft,Software Bill Of Materials generator Github action,https://github.com/scribe-security/action-bom,[],[],,0,2,0,1,Scribe evidence generator,0,,3,0,0,0,36,102,
syft,,https://github.com/scribe-security/action-slsa,[],[],,0,3,0,1,v1,0,,2,0,0,0,5,15,
syft,Manage admission policies in your Kubernetes cluster with ease,https://github.com/kubewarden/kubewarden-controller,[],"['kubernetes', 'webassembly', 'hacktoberfest', 'policy-as-code', 'kubernetes-security']",Apache-2.0 license,146,10,27,54,v1.7.0,1,,15,42,172,3,269,727,Go
syft,An admission controller that integrates Container Image Signature Verification into a Kubernetes cluster,https://github.com/sse-secure-systems/connaisseur,[],"['docker', 'kubernetes', 'security', 'authentication', 'container', 'provenance', 'integrity', 'signature-verification', 'notary', 'admission-controllers', 'container-images', 'docker-content-trust', 'cosign', 'sigstore', 'image-signature']",Apache-2.0 license,392,6,56,28,v3.0.0,0,,25,51,118,19,981,675,Python
syft,Constellation is the first Confidential Kubernetes. Constellation shields entire Kubernetes clusters from the (cloud) infrastructure using confidential computing.,https://github.com/edgelesssys/constellation,[],"['kubernetes', 'data-encryption', 'cloud-security', 'kubernetes-security', 'confidential-computing']",AGPL-3.0 license,749,13,35,20,v2.11.0,39,6,24,8,28,18,2327,"3,257",Go
syft,Kubernetes Control Plane Virtual IP and Load-Balancer,https://github.com/kube-vip/kube-vip,[],"['kubernetes', 'raspberry-pi', 'bgp', 'load-balancer', 'kubernetes-cluster', 'vip', 'edge', 'control-plane', 'kubernetes-services', 'kube-vip', 'service-loadbalancer']",Apache-2.0 license,14000,24,176,34,v0.6.2,2,6,66,81,238,3,296,822,Go
syft,Showcasing some example workflows to apply SLSA principles,https://github.com/marcofranssen/slsa-workflow-examples,[],[],MIT license,7,3,1,,,3,,3,0,2,0,1,23,Go
syft,Trivial definition of an image build in compliance with HACBS policy,https://github.com/enterprise-contract/golden-container,[],[],Apache-2.0 license,0,5,4,,,1,,5,1,0,0,114,197,Dockerfile
syft,A Cloud Native Buildpack with an order definition suitable for Java applications,https://github.com/paketo-buildpacks/java,[],"['order', 'cnb', 'jvm-applications']",Apache-2.0 license,98,8,44,183,Paketo Buildpack for Java 10.0.0,0,,9,8,27,0,1130,"2,282",
syft,Figure out how custom GitHub Actions work.,https://github.com/datosh/some-action,[],[],,1,1,0,6,v0.5.1,1,,3,1,0,10,42,276,Go
syft,,https://github.com/zosocanuck/sample-venafi-csp-pipeline,[],[],,0,3,0,,,1,,,0,11,0,0,164,PowerShell
syft,Login UI for the Canonical identity broker and identity provider solution,https://github.com/canonical/identity-platform-login-ui,[],[],Apache-2.0 license,6,4,6,17,v0.11.1,2,,9,4,8,5,152,335,Go
syft,GH actions to build unofficial Docker images for GoatCounter,https://github.com/patrickdung/goatcounter-container,[],"['container', 'github-actions', 'goat-counter']",,0,1,0,7,v2.4.1: seem not using the correct syntax in last commit for converting set-o…,1,,,0,0,0,0,134,Dockerfile
syft,This is a repo to re-build and cross-build https://github.com/Requarks/wiki for my own use. Please use the official binary/packages.,https://github.com/patrickdung/wikijs-crossbuild,[],"['container', 'wikijs', 'github-actions']",AGPL-3.0 license,0,1,0,31,v2.5.300,1,,,0,0,0,0,172,Dockerfile
syft,,https://github.com/liatrio/gh-trusted-builds-workflows,[],"['automated-governance', 'noarchive']",,19,4,0,,,,0,4,3,11,11,50,40,JavaScript
syft,Caddy listener_wrapper to automatically listen on an ngrok tunnel,https://github.com/mohammed90/caddy-ngrok-listener,[],"['caddy', 'ngrok', 'caddyserver', 'caddy-module']",Apache-2.0 license,15,1,1,2,v0.1.2,,,2,11,2,6,7,19,Go
syft,Kubernetes operator that helps you to set up your RBAC rules correctly,https://github.com/jkremser/log2rbac-operator,[],"['kubernetes', 'golang', 'operator', 'rbac', 'hacktoberfest']",Apache-2.0 license,11,2,1,5,v0.0.5,1,,4,8,27,5,158,304,Go
syft,Kubernetes cluster agent,https://github.com/edgebitio/cluster-agent,[],[],Apache-2.0 license,0,3,1,2,v0.1.1,0,,2,1,0,0,34,71,Rust
syft,,https://github.com/bsanchezmir/lensTest,[],[],,0,1,0,,,0,,,0,0,4,1,21,TypeScript
syft,An exporter that connects to a shelly device and publishes metrics from it in openmetrics format.,https://github.com/cimnine/shelly-openmetrics-exporter,[],"['go', 'golang', 'prometheus-exporter', 'container-image', 'shelly', 'openmetrics', 'shelly2']",MIT license,2,1,2,4,v0.0.5,1,,3,0,1,0,10,57,Go
syft,,https://github.com/lawchingman/runner-images,[],[],MIT license,0,2,0,,,0,,,0,0,0,0,"4,266",PowerShell
syft,Repository to build KAI base images,https://github.com/konstellation-io/konstellation-runtimes,[],[],MIT license,0,2,0,89,py3.10-cpu-v1.4.3,0,,6,0,4,5,79,185,Dockerfile
syft,,https://github.com/MrE-Fog/caddy,[],[],Apache-2.0 license,0,2,0,,,0,,170,0,0,0,0,"1,531",Go
syft,,https://github.com/kzantow-anchore/sbom-action-test,[],[],,0,1,0,16,v12,0,,,0,0,1,4,49,JavaScript
syft,External Secrets Operator reads information from a third-party service like AWS Secrets Manager and automatically injects the values as Kubernetes Secrets.,https://github.com/external-secrets/external-secrets,[],"['kubernetes', 'kubernetes-secrets', 'hacktoberfest', 'secrets-manager', 'external-secrets']",Apache-2.0 license,31000,41,565,112,helm-chart-0.9.5,1,25,266,115,815,12,1582,"2,382",Go
syft,,https://github.com/mrjefftang/dockerfiles,[],[],,1,2,0,,,6,,,0,0,3,3,63,Dockerfile
syft,,https://github.com/opeomotayo/shared-services,[],[],,1,1,0,,,2,,,0,0,0,1,518,Java
syft,Un-official mcrouter container image (mcrouter by Facebook/Meta),https://github.com/patrickdung/mcrouter-container,[],[],,0,2,0,1,v0.3,1,,,0,0,0,0,16,Shell
syft,Reports evaluation of existing Kubernetes resources with your already deployed Kubewarden policies.,https://github.com/kubewarden/audit-scanner,[],"['kubernetes', 'webassembly', 'hacktoberfest', 'policy-as-code', 'kubernetes-security']",Apache-2.0 license,4,7,3,5,v1.7.0,1,,5,11,13,2,95,255,Go
syft,User Interaction Tracking for Kubernetes,https://github.com/moolen/logistis,[],[],MIT license,2,1,1,1,v0.1.1,1,,2,0,0,0,2,11,Go
syft,,https://github.com/actions-marketplace-validations/anchore_sbom-action,[],[],Apache-2.0 license,0,0,0,,,0,,10,0,0,0,0,158,TypeScript
syft,A Cloud Native Buildpack with an order definition suitable for Java native image applications,https://github.com/paketo-buildpacks/java-native-image,[],[],Apache-2.0 license,20,5,4,139,Paketo Buildpack for Java Native Image 8.19.0,0,,9,5,8,0,671,"1,276",
syft,A Cloud Native Buildpack with an order definition suitable for Java applications on Azure,https://github.com/paketo-buildpacks/java-azure,[],[],Apache-2.0 license,3,5,3,156,Paketo Buildpack for Azure Java 10.22.0,0,,8,1,0,0,1052,"1,943",
syft,,https://github.com/jquepi/caddy,[],[],Apache-2.0 license,0,1,0,,,0,,170,0,0,2,0,"1,523",Go
syft,,https://github.com/jquepi/caddyee,[],[],Apache-2.0 license,0,1,0,,,0,,172,0,0,2,0,"1,531",Go
syft,,https://github.com/jquepi/caddyww,[],[],Apache-2.0 license,0,1,0,,,0,,173,0,0,2,0,"1,530",Go
syft,,https://github.com/jquepi/caddy555,[],[],Apache-2.0 license,0,1,0,,,0,,174,0,0,2,0,"1,531",Go
syft,,https://github.com/Shawnlebrun/upgraded-rotary-phone,[],[],Apache-2.0 license,0,1,0,,,0,,2,0,0,11,36,5,Go
syft,,https://github.com/sam123-eng/external-secrets,[],[],Apache-2.0 license,0,1,0,,,0,,,0,0,6,0,"2,301",Go
syft,Kubernetes Reboot Daemon,https://github.com/kubereboot/kured,[],"['kubernetes', 'reboot', 'kured']",Apache-2.0 license,19000,61,198,31,Kured 1.14.0,1,,58,31,253,5,543,934,Go
syft,Python wrapper for open source Zero Proof Knowledge Library,https://github.com/OpenMined/PyZPK,[],[],Apache-2.0 license,26,30,4,,,0,,7,7,29,0,32,30,C++
syft,Discover vulnerabilities and container image misconfiguration in production environments.,https://github.com/SDA-SE/cluster-image-scanner,[],"['kubernetes', 'security', 'image', 'scanning', 'security-tools']",MIT license,50,20,4,2,2.1.0,0,,5,18,12,2,66,929,Shell
syft,Arm Virtual Hardware Client,https://github.com/ARM-software/avhclient,[],[],Apache-2.0 license,15,10,8,6,Beta-Release v0.1.10,0,,4,1,0,2,41,41,Python
syft,Kubernetes Ingress controller with integrated Wallarm services,https://github.com/wallarm/ingress,[],"['nginx', 'kubernetes', 'waf', 'k8s', 'ingress-controller', 'ingress-nginx']",Apache-2.0 license,34,13,12,31,4.6.8+upstream4.7.1,0,,931,1,6,5,268,"7,453",Go
syft,Go-to CLI tool for Kubewarden users,https://github.com/kubewarden/kwctl,[],"['kubernetes', 'webassembly', 'hacktoberfest', 'policy-as-code', 'kubernetes-security']",Apache-2.0 license,61,9,14,60,v1.7.0,0,,14,14,96,1,500,"1,015",Rust
syft,Github Action implementation of SLSA Provenance Generation,https://github.com/philips-labs/slsa-provenance-action,[],"['security', 'provenance', 'software-supply-chain', 'hacktoberfest', 'security-tools', 'github-actions', 'github-action', 'in-toto', 'slsa']",MIT license,40,6,17,19,v0.8.0,1,,9,23,42,5,219,451,Go
syft,Common repository configuration,https://github.com/paketo-buildpacks/github-config,[],[],Apache-2.0 license,7,5,11,,,0,,16,17,60,0,737,812,Go
syft,"Ortelius is a microservice catalog that centralizes supply chain and DevOps Intelligence into one location. Use Ortelius to expose microservice version drift across clusters, aggregate SBOMs to 'logical' applications and track microservice usage across teams and environments. CDF incubating project.",https://github.com/ortelius/ortelius,[],['hacktoberfest'],,297,31,116,252,ms-ui-10.0.135,0,,78,59,382,0,201,"1,045",JavaScript
syft,A ROCK for Charmed Kubeflow containing Jupyter and PyTorch,https://github.com/canonical/jupyter-pytorch-full-rock,[],[],Apache-2.0 license,0,3,0,,,1,,,0,0,1,1,13,
syft,library implementing ACME server functionality,https://github.com/grindsa/acme2certifier,[],"['django', 'proxy', 'acme', 'django-application', 'certificate-authority', 'ejbca', 'acme-server', 'msca', 'est', 'rfc7030', 'stir', 'insta-certifier', 'rfc8555', 'openxpki', 'tnauh', 'certsrv', 'xca', 'cmpv2', 'ad-cs', 'shaken']",GPL-3.0 license,114,11,26,42,acme2certifier 0.29,,,9,3,64,0,48,"1,959",Python
syft,,https://github.com/gotreasa/gotreasa-berlin-clock,[],[],Apache-2.0 license,0,1,0,13,Release 1.0.0,0,,,0,0,0,0,422,JavaScript
syft,This just contains various versions of attestations for testing things with different versions of cosign.,https://github.com/vaikas/attestation-samples,[],[],,0,2,0,,,1,,,0,0,0,13,27,
syft,A tool to check the security settings of Github Organizations.,https://github.com/crashappsec/github-analyzer,[],[],Apache-2.0 license,64,5,7,7,v0.1.5-alpha,0,,6,24,9,2,23,69,Go
syft,"SLSA with cosign, SBOM, and provenance experiement",https://github.com/wennergr/phero-srv,[],[],,0,2,0,,,3,,,2,0,2,0,22,Go
syft,Rust Cloud Native Buildpack,https://github.com/paketo-community/rust,[],['cnb'],Apache-2.0 license,21,4,5,55,Rust Build Pack 0.36.0,0,,6,3,17,1,325,552,
syft,A Fluentd container image to be used for log aggregation and based on the official Fluentd Docker image.,https://github.com/fluent/fluentd-aggregator-docker-image,[],"['docker-image', 'logging', 'fluentd', 'fluent', 'container-image']",Apache-2.0 license,4,17,1,3,v1.2.0,1,,3,0,0,12,86,44,Dockerfile
syft,Chat on Twitch.tv from your CLI,https://github.com/martinbjeldbak/twitch-chat-cli,[],"['go', 'cli', 'golang', 'twitch', 'tui', 'bubbletea']",MIT license,8,1,0,4,v0.4.0,1,,2,1,0,9,18,153,Go
syft,Calyptia Cloud CLI,https://github.com/calyptia/cli,[],"['cli', 'cloud']",,9,6,3,96,v1.7.5,1,,9,3,484,3,484,551,Go
syft,Supply Chain Security does not need to be difficult,https://github.com/shibumi/secure-supply-chain-example,[],"['keyless', 'sbom', 'supply-chain-security', 'cosign', 'sigstore', 'rekor', 'fulcio']",MIT license,4,1,0,1,v1.0.0,,,,0,0,0,0,1,Go
syft,,https://github.com/RedHatInsights/clowder-plugin,[],[],,1,5,6,,,0,,9,0,0,0,17,68,TypeScript
syft,,https://github.com/agoraxyz/guild-network,[],[],MIT license,9,3,1,5,Support EVM-specific ECDSA signatures,0,,6,9,70,1,59,329,Rust
syft,Admin UI for the Canonical identity broker and identity provider solution,https://github.com/canonical/identity-platform-admin-ui,[],[],Apache-2.0 license,4,3,0,3,v1.2.0,1,,7,3,5,4,109,107,Go
syft,./%^,https://github.com/classicvalues/hosted-OSS,[],[],MIT license,1,3,1,,,0,,3,2,12,25,133,281,JavaScript
syft,Very simple docker image for running a tor relay,https://github.com/AMS21/docker-tor-relay,[],[],Unlicense license,0,1,0,,,0,,2,0,0,0,44,68,Shell
syft,Asset Administration Shell(AAS) proxy for RDBMS backend,https://github.com/hiroyoshii/go-aas-proxy,[],"['go', 'api', 'golang', 'rdb', 'aas', 'openapi3', 'asset-administration-shell', 'rdbms-support']",Apache-2.0 license,1,1,1,2,v1.0.1,0,,5,0,11,0,49,160,Go
syft,,https://github.com/MrE-Fog/caddy4,[],[],Apache-2.0 license,0,2,0,,,0,,185,0,0,2,0,"1,555",Go
syft,,https://github.com/actions-marketplace-validations/philips-labs_slsa-provenance-action,[],[],MIT license,0,0,0,,,0,,9,0,0,9,10,411,Go
syft,Processing of e-book to audio.,https://github.com/TartuNLP/epub-worker,[],[],MIT license,0,1,0,12,Changed chapter parsing,1,,,0,0,0,0,43,Python
syft,,https://github.com/hwine/test-sbom,[],[],Apache-2.0 license,0,1,0,,,0,,,0,0,0,2,26,
syft,,https://github.com/scribe-security/testing_mock_repo,[],[],,0,2,0,,,0,,3,0,0,2,1,335,Python
syft,Rock image for Ory Oathkeeper,https://github.com/canonical/oathkeeper-rock,[],[],Apache-2.0 license,0,3,0,,,1,,5,0,1,2,16,14,
syft,The ROCKS team CI/CD for shared registry namespaces,https://github.com/canonical/oci-factory,[],[],,3,6,11,63,alertmanager_0.25-22.04_candidate,7,,6,1,8,4,46,127,Python
syft,🛡️ cloud-native eBPF node egress firewall,https://github.com/moolen/skouter,[],"['dns', 'kubernetes', 'ebpf']",,3,1,0,,,1,,,0,2,0,1,32,C
syft,,https://github.com/AustrianDataLAB/multi-stage-build,[],[],View license,2,1,0,,,0,,2,1,0,8,1,20,HTML
syft,,https://github.com/Joramtech/Lens,[],[],CC0-1.0 license,0,1,0,1,Action,0,,,1,0,0,0,8,
syft,,https://github.com/roeea2/vul-DRDA,[],[],MIT license,0,1,0,,,0,,2,0,0,0,0,10,HCL
syft,"companion repo for the talk ""containers as your SBOM"" held first time: https://snescm.org/Common/SCM-day-22/",https://github.com/eficode-academy/container-sbom,[],[],,0,1,0,,,0,,,0,0,0,0,5,Python
syft,,https://github.com/MrE-Fog/caddy44,[],[],Apache-2.0 license,0,2,0,,,0,,185,0,0,2,0,"1,556",Go
syft,Developer Experience for Hybrid Application Console,https://github.com/openshift/hac-dev,[],[],Apache-2.0 license,9,16,50,,,0,,34,0,2,13,797,"1,547",TypeScript
syft,SBOM Reusable Action,https://github.com/sbtaylor15/ms-sbom-action,[],[],,0,1,0,9,Release v1.0.9,0,,2,0,0,0,5,23,
syft,Create user interfaces in Go! Meadow generates Go code which connects to GTK objects as defined in a Glade file for easy use by gotk3,https://github.com/devops-kung-fu/meadow,[],"['go', 'golang', 'gtk', 'code-generator', 'gtk3', 'glade', 'glade-files']",MPL-2.0 license,1,0,0,1,v0.0.1,0,,,0,0,5,2,1,Go
syft,"ElectricEye is a multi-cloud, multi-SaaS Python CLI tool for Asset Management, Security Posture Management & Attack Surface Monitoring supporting 100s of services and evaluations to harden your CSP & SaaS environments with controls mapped to over 20 industry, regulatory, and best practice controls frameworks",https://github.com/jonrau1/ElectricEye,[],"['aws', 'security-audit', 'compliance', 'aws-security', 'security-tools', 'devsecops', 'security-engineering', 'cloud-security', 'asset-management', 'multicloud', 'aws-audit', 'cloud-auditing', 'security-monitoring', 'cloud-compliance-reporting', 'gcp-security', 'security-hub', 'aws-compliance', 'saas-security', 'attack-surface-management', 'google-cloud-security']",Apache-2.0 license,800,31,103,,,,,15,5,67,8,130,"1,594",Python
syft,GitHub Actions runner images,https://github.com/actions/runner-images,[],[],MIT license,82000,253,3000,1026,macOS 13 (20230924) Image Update,0,1,259,33,3486,18,3919,"4,716",PowerShell
syft,Jenkins X provides automated CI+CD for Kubernetes with Preview Environments on Pull Requests using Cloud Native pipelines from Tekton,https://github.com/jenkins-x/jx,[],"['kubernetes', 'golang', 'devops', 'pipeline', 'openshift', 'continuous-integration', 'continuous-delivery', 'accelerator', 'cicd', 'hacktoberfest', 'environments', 'gitops', 'tekton']",Apache-2.0 license,44000,119,791,3323,3.10.112,3,54,36,176,3976,5,4433,"12,219",Go
syft,Simple project to be used in demos,https://github.com/sagikazarmark/http-echo2,[],[],MIT license,0,3,0,,,1,,2,0,0,6,50,70,Dockerfile
syft,Unofficial Prometheus container image with glibc and jemalloc support,https://github.com/patrickdung/prometheus-glibc,[],[],,0,1,0,8,v2.47.0,1,,,0,0,0,0,15,Dockerfile
syft,Chocolatey package for zabbix-agent 2,https://github.com/marcinbojko/zabbix-agent2,[],[],,0,3,0,3,6.2.1,0,,,0,0,0,0,6,PowerShell
syft,step-ca container with cgo enabled,https://github.com/shift/step-ca-cgo,[],[],Apache-2.0 license,7,4,0,,,1,,2,3,4,8,17,78,Dockerfile
