tool_used,about,link,projectCategory,tags,licence,stars,watchers,forks,releases,latestRelease,packages,usedBy,contributors,openIssues,closedIssues,openPRs,closedPRs,commits,programmingLanguage
cyclonedx-maven-plugin,Macaron is a supply chain security analysis tool from Oracle Labs that checks conformance to SLSA framework.,https://github.com/oracle/macaron,[],"['sbom', 'slsa', 'supply-chain-security']",,87,7,13,6,v0.5.0,2,3,11,81,65,17,314,271,Python
cyclonedx-maven-plugin,"Eze, the security tool orchestrator",https://github.com/RiverSafeUK/eze-cli,[],[],,16,4,3,2,v1.1.0,0,,10,11,39,2,123,361,Python
cyclonedx-maven-plugin,License Compliance Verifier and Compatibility Matrix,https://github.com/endocode/LCV-CM,[],[],MIT license,0,3,0,,,0,,,0,1,0,0,208,Python
cyclonedx-maven-plugin,Maven plugin that integrates with a Dependency Track server to submit dependency manifests and optionally fail execution when vulnerable dependencies are found.,https://github.com/pmckeown/dependency-track-maven-plugin,[],"['java', 'owasp', 'maven-plugin', 'pom', 'component-analysis', 'maven-lifecycle', 'devsecops', 'software-composition-analysis', 'security-software', 'dependency-track', 'bom-upload']",Apache-2.0 license,47,2,17,,,0,,13,7,54,5,325,216,Java
cyclonedx-maven-plugin,,https://github.com/endocode/LCV-CM-Java,[],[],,0,3,0,,,0,,,0,0,0,0,9,Java
cyclonedx-maven-plugin,,https://github.com/project-ncl/sbomer,[],[],,2,5,7,,,0,,7,1,221,1,221,729,Java
cyclonedx-maven-plugin,Experimental Data about Java SBOMs https://arxiv.org/pdf/2303.11102.pdf,https://github.com/chains-project/SBOM-2023,[],[],MIT license,4,5,1,,,,,3,2,1,0,4,3,Jupyter
cyclonedx-maven-plugin,Long term storage of software bills of materials (sbom) https://arxiv.org/pdf/2303.11102.pdf,https://github.com/chains-project/sbom-files,[],[],,4,3,0,,,0,,4,1,3,2,4,715,Python
cyclonedx-maven-plugin,Tribuo - A Java machine learning library,https://github.com/oracle/tribuo,[],"['java', 'nlp', 'machine-learning', 'deep-learning', 'clustering', 'ml', 'regression', 'classification']",,12000,54,167,10,Tribuo v4.3.1,,,17,25,79,4,241,277,Java
cyclonedx-maven-plugin,Public website,https://github.com/CycloneDX/cyclonedx.org,[],"['owasp', 'cyclonedx']",,6,11,58,,,0,,47,13,7,1,223,916,HTML
cyclonedx-maven-plugin,,https://github.com/oca-org/tribuo-test,[],[],,0,1,0,,,0,,2,0,0,0,0,268,Java
cyclonedx-maven-plugin,SDK for Java for the Oracle NoSQL Database,https://github.com/oracle/nosql-java-sdk,[],"['java', 'cloud', 'database', 'nosql', 'oracle', 'nosql-database', 'oracle-cloud']",,19,11,21,17,5.4.13,0,,11,1,4,1,80,229,Java
cyclonedx-maven-plugin,Oracle Cloud Infrastructure SDK for Java,https://github.com/oracle/oci-java-sdk,[],"['sdk', 'oracle-cloud']",,179,54,153,286,3.25.1,0,19,25,25,169,5,347,595,Java
cyclonedx-maven-plugin,Creates CycloneDX Software Bill-of-Materials (SBOM) for your projects from source and container images. Supports many languages and package managers. Integrate in your CI//CD pipeline with automatic submission to Dependency Track server. Slack: https://cyclonedx.slack.com/archives/C04NFFE1962,https://github.com/CycloneDX/cdxgen,[],"['docker', 'containers', 'supply-chain', 'owasp', 'bom', 'oci', 'sca', 'software-bill-of-materials', 'purl', 'package-url', 'sbom', 'cyclonedx', 'saasbom', 'mlbom']",Apache-2.0 license,303,9,90,238,Release v9.8.4,4,10,21,127,214,1,206,953,JavaScript
cyclonedx-maven-plugin,The Sonatype Platform Browser Extension,https://github.com/sonatype-nexus-community/sonatype-platform-browser-extension,[],"['chrome-extension', 'sonatype', 'sonatype-lifecycle']",Apache-2.0 license,2,10,1,24,v2.11.0,,,6,8,40,1,45,214,TypeScript
cyclonedx-maven-plugin,,https://github.com/sonatype-nexus-community/search-maven-org,[],[],,479,36,165,,,0,,22,40,92,19,27,215,TypeScript
cyclonedx-maven-plugin,,https://github.com/ArjunDandagi/search-maven-org,[],[],,0,3,0,,,0,,20,0,0,0,0,214,TypeScript
cyclonedx-maven-plugin,"Boost security in your dev lifecycle via SAST, SCA, Secrets & IaC scanning.",https://github.com/cycodehq-public/cycode-cli,[],"['security', 'code', 'secrets', 'secure', 'sca', 'sast', 'cycode']",,87,22,39,14,Release - 1.2.0,,,14,0,0,2,161,159,Python
cyclonedx-maven-plugin,integration tools and docs,https://github.com/ShiftLeftSecurity/field-integrations,[],"['workflow', 'integration', 'pipeline', 'scripts', 'ci-cd', 'sso']",MIT license,4,20,6,,,0,,16,0,1,0,47,286,Python
cyclonedx-maven-plugin,"Sauron, the all seeing eye! It is a service to generate automated reports and track migrations, changes and dependency versions for backend services also report on known CVE and security issues.",https://github.com/freenowtech/sauron,[],[],Apache-2.0 license,22,5,0,22,sauron-service-1.0.41,1,,7,2,8,13,133,552,Java
cyclonedx-maven-plugin,Mixeway Scanner is Spring Boot application which aggregate integration with number of OpenSource Vulnerability scanners - both SAST and DAST types,https://github.com/Mixeway/MixewayScanner,[],"['java', 'spring-boot', 'rest-api', 'vulnerability-detection', 'vulnerability-scanners', 'secutiry']",MIT license,19,3,2,,,0,,,0,1,0,6,73,Java
cyclonedx-maven-plugin,An easy-to-use tool to generate SBOM (software bill of materials) and upload them to Dependency-Track SCA.,https://github.com/fluorumlabs/dtrack-maven-plugin,[],[],Apache-2.0 license,0,2,2,3,1.1.2,0,,2,0,0,8,90,39,Java
cyclonedx-maven-plugin,,https://github.com/ruromero/crda-java-cli,[],[],,0,1,0,,,0,,,0,0,0,0,2,HTML
cyclonedx-maven-plugin,,https://github.com/carlosthe19916/sbomhub,[],[],,0,1,0,,,0,,,0,0,0,0,9,HTML
cyclonedx-maven-plugin,,https://github.com/xkcd-2347/chicken-coop,[],[],Apache-2.0 license,0,5,0,,,0,,2,0,0,0,0,67,Rust
cyclonedx-maven-plugin,,https://github.com/seedwing-io/seedwing-enforcer,[],[],Apache-2.0 license,0,1,1,,,0,,2,2,2,0,4,122,Rust
cyclonedx-maven-plugin,Lockfiles for Maven. Pin your dependencies. Build with integrity.,https://github.com/chains-project/maven-lockfile,[],[],,10,3,3,49,Release v5.0.0,1,,8,5,24,1,410,581,Java
cyclonedx-maven-plugin,Aggregates each months Sling Releases and release notes,https://github.com/klcodanr/apache-release-info,[],[],MIT license,0,2,0,,,0,,2,0,0,0,0,778,JavaScript
cyclonedx-maven-plugin,,https://github.com/hboutemy/mcmm-yaml,[],[],,13,4,11,,,0,,,1,0,0,0,"2,281",
cyclonedx-maven-plugin,Java Stacked Crypto,https://github.com/kkretsch/JaStaCry,[],"['java', 'security', 'encryption', 'encrypted', 'encryption-algorithms', 'stacks']",,0,2,0,2,0.7.5,0,,,0,0,0,0,"1,330",Java
cyclonedx-maven-plugin,Sign and attest images,https://github.com/nais/salsa-action,[],"['supply', 'supply-chain-management', 'slsa']",,0,1,0,,,0,,5,0,0,0,1,77,Python
cyclonedx-maven-plugin,,https://github.com/duosecurity/duo_client_java,[],[],View license,22,35,42,5,Version 0.6.0,0,19,27,2,7,0,66,165,Java
cyclonedx-maven-plugin,Java Maven Application Template with Github Action Gitops,https://github.com/cloudopsworks/java-app-template,[],[],,0,1,1,,,0,,,0,0,0,0,116,Makefile
cyclonedx-maven-plugin,Duo OIDC-based two-factor authentication for Java web applications,https://github.com/duosecurity/duo_universal_java,[],"['java', 'mfa', 'duo']",View license,12,33,16,6,Version 1.1.3,,,4,2,9,1,11,45,Java
cyclonedx-maven-plugin,A tool for displaying historical metrics about a project's dependencies. Run the Freshli CLI on your project to see how its dependency freshness changes over time.,https://github.com/corgibytes/freshli-cli,[],"['metrics', 'dependencies', 'libyear', 'sbom-tool']",AGPL-3.0 license,5,7,4,13,v0.6.5,,,17,67,137,4,469,"3,154",C#
cyclonedx-maven-plugin,"Vaadin platform 10+ is a Java web development platform based on Vaadin web components. If you don't know to which repository your bug report should be filed, use this and we'll move it to the right one.",https://github.com/vaadin/platform,[],"['javascript', 'java', 'flow', 'vaadin', 'vaadin-platform']",,474,55,75,656,Vaadin 24.1.10,0,79000,50,75,414,1,3854,"1,681",Java
cyclonedx-maven-plugin,,https://github.com/wso2/security-tools,[],[],Apache-2.0 license,46,14,31,,,0,,18,18,13,8,141,598,Java
cyclonedx-maven-plugin,License Check for project dependencies,https://github.com/fhaze/license-check,[],[],MIT license,6,1,1,,,0,,2,0,0,0,2,22,Shell
cyclonedx-maven-plugin,Mixeway Fortify SCA Rest API - custom build API that can execute source analyzer remotely via API Calls,https://github.com/Mixeway/MixewayFortifyScaRestApi,[],"['security', 'spring-boot', 'rest-api', 'vulnerability-scanners', 'fortify', 'fortify-sca', 'security-automation', 'security-tools', 'security-testing', 'mixeway']",GPL-3.0 license,4,2,2,13,1.3.0,0,,,0,0,1,2,27,Java
cyclonedx-maven-plugin,Evaluate and compare SBOMs of Maven projects,https://github.com/endorlabs/sbom-lab,[],[],Apache-2.0 license,6,2,0,,,0,,,0,0,0,0,4,Shell
cyclonedx-maven-plugin,Reproducible Central: rebuild instructions for artifacts published to (Maven) Central Repository,https://github.com/jvm-repo-rebuild/reproducible-central,[],[],,68,3,28,,,,,22,17,41,1,70,"3,850",Shell
cyclonedx-maven-plugin,ultimate-cube，重构优化。,https://github.com/G3G4X5X6/ultimate-cube,[],"['java', 'console', 'ssh', 'security', 'terminal', 'telnet', 'sftp', 'toolbox', 'remote-access']",MIT license,145,5,18,23,ultimate-cube_v6.10.21,,,5,2,26,0,14,720,Java
cyclonedx-maven-plugin,Apache Commons Parent,https://github.com/apache/commons-parent,[],['commons'],,24,32,27,,,0,,26,1,304,1,304,"1,616",
cyclonedx-maven-plugin,The Continuous Clearing Tool scans and collects the 3rd party OSS components used in a NPM/NuGet/Debian/Maven project and uploads it to SW360 and Fossology by accepting respective project ID for license clearing.,https://github.com/siemens/continuous-clearing,[],"['docker', 'container', 'nuget-package', 'sbom', 'cyclonedx', 'license-clearing']",MIT license,13,6,5,6,Release v4.0.0,2,,10,1,5,1,85,473,C#
cyclonedx-maven-plugin,Functional enhancement based on nuclei,https://github.com/Yong-An-Dang/nuclei-plus,[],"['java', 'swing', 'poc', 'nuclei', 'swing-gui']",Apache-2.0 license,71,0,5,1,nuclei-plus_v7.0.0,,,,8,5,0,0,76,Java
cyclonedx-maven-plugin,Schedule Spark Jobs on Azure Kubernetes Service (AKS),https://github.com/funktor/aks-spark-scheduler,[],[],,0,1,0,,,0,,,0,0,0,0,8,Scala
cyclonedx-maven-plugin,,https://github.com/fiixlabs/fiix-cmms-api-java-examples,[],[],Apache-2.0 license,0,6,3,,,0,,,0,0,2,0,11,Java
cyclonedx-maven-plugin,,https://github.com/zyf265600/Programmer,[],[],,5,1,0,,,0,,,0,0,0,0,196,HTML
cyclonedx-maven-plugin,,https://github.com/nanhngocanh/delivery-be,[],[],,0,1,1,,,0,,3,0,0,0,2,32,Java
cyclonedx-maven-plugin,Repository for maven libraries,https://github.com/carguero/strada.maven.libraries,[],[],,0,1,0,,,0,,,0,0,0,0,12,
cyclonedx-maven-plugin,,https://github.com/fedora-java/javapackages-bootstrap,[],[],Apache-2.0 license,3,2,3,16,1.13.0,0,,3,1,22,0,105,328,Java
cyclonedx-maven-plugin,,https://github.com/midas44/ttt-auto,[],[],,0,1,0,,,0,,,0,0,0,0,5,Java
cyclonedx-maven-plugin,,https://github.com/jakub014/CG-dependency-analyzer,[],[],,1,1,2,,,0,,6,8,2,0,8,160,Java
cyclonedx-maven-plugin,Backend for pay2park system,https://github.com/NV5T-pay2park/backend,[],"['java', 'spring']",,2,0,2,1,Alpha version,0,,5,0,0,1,61,324,Java
cyclonedx-maven-plugin,,https://github.com/nhatdoanexpo/upcodetemp,[],[],,0,1,0,,,0,,,0,0,0,0,2,Java
cyclonedx-maven-plugin,,https://github.com/liferay/liferay-binaries-cache-2020,[],[],,1,15,60,,,0,,4,0,0,0,0,950,
cyclonedx-maven-plugin,For study,https://github.com/Smart-Yanmeng/STUDY,[],[],,1,1,0,,,0,,,0,0,0,0,116,Go
cyclonedx-maven-plugin,,https://github.com/andresito87/SpringBootApp-Dockerizada,[],[],AGPL-3.0 license,0,1,0,,,0,,,0,0,0,0,3,Java
cyclonedx-maven-plugin,,https://github.com/leonardoduarte1305/maven-parent,[],[],,0,1,0,,,0,,,0,0,0,0,2,
cyclonedx-maven-plugin,A simple expense tracker using Spring boot,https://github.com/HariCazorla/expense-tracker,[],"['spring-boot', 'maven', 'ci', 'docker-compose', 'k8s', 'postgresql-database', 'swagger2', 'dockers', 'java11', 'jpa-hibernate', 'sbom', 'github-actions', 'dependency-track']",MIT license,1,1,0,2,v2.0,1,,,0,0,2,30,85,Java
cyclonedx-maven-plugin,,https://github.com/Loganloxsins/Cloud-Native,[],[],,0,1,0,,,0,,3,0,0,0,1,35,
cyclonedx-maven-plugin,,https://github.com/PedroCorcaque/Correios-API,[],[],,0,2,0,,,0,,,0,0,0,0,2,Java
cyclonedx-maven-plugin,,https://github.com/omar2562/maven_repository,[],[],,0,1,0,,,0,,,0,0,0,0,2,
cyclonedx-maven-plugin,,https://github.com/marcodeArg/dotfiles,[],[],,0,1,0,,,0,,,0,0,0,0,1,Python
cyclonedx-maven-plugin,,https://github.com/tmanas06/g2210030003,[],[],,1,1,0,,,0,,,0,0,0,0,1,Shell
cyclonedx-maven-plugin,,https://github.com/WonderfulWan8/JavaLearn,[],[],,0,1,0,,,0,,,0,0,0,0,13,JavaScript
cyclonedx-maven-plugin,,https://github.com/msdev27/CashCard,[],[],,0,1,0,,,0,,,0,0,0,0,9,Java
cyclonedx-maven-plugin,개인 공부 정리 Repository 입니다.,https://github.com/githubmendong/STUDY,[],[],,1,1,0,,,0,,,0,0,0,0,105,Python
cyclonedx-maven-plugin,,https://github.com/Vvvicky-Fang/DB-team9-movie,[],[],,0,1,0,,,0,,,0,0,0,0,1,JavaScript
cyclonedx-maven-plugin,ejemplos_master eoi,https://github.com/eneascarneiro/master_eoi,[],[],,2,1,8,3,Nueva organización,0,,3,0,0,0,7,95,SCSS
cyclonedx-maven-plugin,ESDE spring framework repository Jason & Marek,https://github.com/sebivenlo/ESD_Spring_framework_2022,[],[],MIT license,0,1,0,,,0,,2,0,0,0,0,64,Java
cyclonedx-maven-plugin,,https://github.com/Waxes27/my-smart-home,[],[],MIT license,0,1,0,,,0,,,0,0,0,0,8,TypeScript
cyclonedx-maven-plugin,Controle de frota,https://github.com/igordrodrigues/CF,[],[],,0,1,0,,,0,,,0,0,0,0,2,Java
cyclonedx-maven-plugin,API desenvolvida em Java e Spring Boot,https://github.com/GDPPI/API-Easy-Flow,[],[],,1,1,3,,,0,,6,1,0,0,36,166,Java
cyclonedx-maven-plugin,A project for us to run more easily,https://github.com/KyrieTangSheng/EasyRun,[],[],,0,1,2,,,0,,3,0,0,0,35,213,JavaScript
cyclonedx-maven-plugin,,https://github.com/wandu98/ITWILL,[],[],,0,1,0,,,0,,,0,0,0,0,41,JavaScript
cyclonedx-maven-plugin,,https://github.com/ncqd/KTPM_BTTH_TUAN4,[],[],,0,1,0,,,0,,,0,0,0,0,9,Java
cyclonedx-maven-plugin,,https://github.com/taiprovip3/KTTKPM_TH05,[],[],,0,1,0,,,0,,,0,0,0,0,16,Java
cyclonedx-maven-plugin,,https://github.com/lucasdellatorre/t4-verival,[],[],,0,1,0,,,0,,,0,0,0,0,8,Java
cyclonedx-maven-plugin,,https://github.com/taiprovip3/KTTKPM_ShopPlant,[],[],,2,1,0,,,0,,3,0,0,0,0,29,Java
cyclonedx-maven-plugin,,https://github.com/hooniez/sept_assignment,[],[],,0,1,0,1,Neighbourhood Doctors v1.0 release (SPET project Group 6),0,,5,0,0,0,84,494,Makefile
cyclonedx-maven-plugin,Cloud hosted microservices architecture supporting text chat functions within a multiplayer online videogame.,https://github.com/SimpleAxiom/Chat_Service,[],[],,0,1,0,,,0,,,0,0,0,0,2,
cyclonedx-maven-plugin,各种小技巧demo案例,https://github.com/DA-MO-WANG/microdemo,[],[],,0,1,0,,,0,,,0,0,0,0,"1,108",Java
cyclonedx-maven-plugin,,https://github.com/rmkanda/secure-pipeline-java-demo,[],"['security', 'devops', 'boilerplate', 'demo', 'pipeline', 'jenkins-pipeline', 'security-tools', 'devsecops', 'devsecops-pipeline', 'devsecops-best-practices']",MIT license,35,4,33,,,0,,2,0,0,0,2,45,Java
cyclonedx-maven-plugin,QLACK2 project,https://github.com/eurodyn/Qlack2,[],[],,8,20,6,21,Qlack 2.3.16 Low Key,0,,20,40,27,4,47,620,Java
cyclonedx-maven-plugin,Library for Jenkins-pipeline for eID,https://github.com/felleslosninger/eid-jenkins-pipeline,[],[],BSD-3-Clause license,0,13,0,,,0,,3,0,0,0,4,145,Groovy
cyclonedx-maven-plugin,,https://github.com/tofuatjava/springboot-petclinic-buildautomation,[],[],GPL-3.0 license,0,2,0,,,0,,,0,0,0,0,26,
cyclonedx-maven-plugin,"A modern, web-based desktop solution in Angular and Spring Boot",https://github.com/qlack/QLACK-WebDesktop,[],[],,4,4,1,,,0,,8,8,12,74,45,369,Java
cyclonedx-maven-plugin,,https://github.com/eurodyn/QLACK1.5,[],[],,0,22,0,,,0,,5,0,0,0,0,43,Java
cyclonedx-maven-plugin,"QLACK is an ecosystem of software development libraries and utilities, targeting Java and Angular developers.",https://github.com/qlack/QLACK-Java,[],[],,7,6,0,18,Release 3.6.1,0,,11,15,12,4,8,478,JavaScript
cyclonedx-maven-plugin,"The QLACK Base Application is a full-stack blueprint, featuring Angular and Spring Boot. You can start your new project by cloning this repo and then built on top of it.",https://github.com/qlack/QLACK-Base-Application,[],[],,5,3,1,1,Release 3.2.0,,,8,5,2,8,6,75,TypeScript
cyclonedx-maven-plugin,,https://github.com/mZEREF/iais-egp-parent,[],[],,0,1,0,,,0,,7,0,0,0,0,"29,884",Java
cyclonedx-maven-plugin,Freshli Java Agent - used to detect and process dependency manifest files from the Java ecosystem,https://github.com/corgibytes/freshli-agent-java,[],[],AGPL-3.0 license,0,4,0,,,0,,7,6,12,1,127,331,Gherkin
cyclonedx-maven-plugin,Jenkins shared library for Continuous Delivery pipelines.,https://github.com/SAP/jenkins-library,[],"['cli', 'golang', 'open-source', 'jenkins', 'ci-cd']",Apache-2.0 license,741,40,569,328,v1.311.0,,3,182,20,917,34,3624,"4,652",Go
cyclonedx-maven-plugin,,https://github.com/young-yang03/cloud-mta-build-tool,[],[],Apache-2.0 license,0,1,1,204,v1.2.272,0,,30,0,0,1,4,"3,012",Go
cyclonedx-maven-plugin,,https://github.com/ep-infosec/34_sap_jenkins-library,[],[],Apache-2.0 license,0,2,0,,,0,,,0,0,0,0,1,Go
cyclonedx-maven-plugin,,https://github.com/endocode/LCV-JavaPlugin,[],[],MIT license,0,3,0,,,0,,,0,0,0,0,19,Java
cyclonedx-python-lib,FreeBSD ports tree (read-only mirror),https://github.com/freebsd/freebsd-ports,[],[],,873,116,671,,,0,,718,20,158,20,158,"634,762",
cyclonedx-python-lib,"Automatic conversion of the NetBSD pkgsrc CVS module, use with care",https://github.com/NetBSD/pkgsrc,[],[],,274,28,151,,,0,,41,6,30,2,84,"386,027",
cyclonedx-python-lib,FreeBSD ports tree with pfSense changes,https://github.com/pfsense/FreeBSD-ports,[],"['freebsd', 'pfsense']",,430,69,538,,,0,,671,31,1266,31,1266,"1,236,322",
cyclonedx-python-lib,OPNsense ports on top of FreeBSD,https://github.com/opnsense/ports,[],[],,129,28,105,,,0,,8,4,115,0,47,"26,176",
cyclonedx-python-lib,FreeBSD KDE development repo,https://github.com/freebsd/freebsd-ports-kde,[],[],,51,22,43,,,0,,657,1,85,1,85,"634,668",
cyclonedx-python-lib,FreeBSD ports with GhostBSD ports,https://github.com/ghostbsd/ghostbsd-ports,[],[],,28,5,11,,,0,,700,0,38,0,38,"1,199,202",
cyclonedx-python-lib,,https://github.com/HardenedBSD/ports,[],[],,3,2,4,,,0,,726,0,0,0,0,"638,306",
cyclonedx-python-lib,,https://github.com/evadot/freebsd-ports,[],[],,0,3,0,,,0,,637,0,0,0,0,"634,295",
cyclonedx-python-lib,,https://github.com/5u623l20/freebsd-ports-ci,[],[],,0,1,3,,,0,,726,0,0,14,1,"634,665",
cyclonedx-python-lib,My ports dev zone,https://github.com/yzgyyang/freebsd-ports,[],"['jenkins', 'freebsd-ports']",,3,2,1,,,,,676,0,0,0,933,"630,700",
cyclonedx-python-lib,Audits Python environments and dependency trees for known vulnerabilities,https://github.com/pypa/pip-audit,[],"['python', 'security', 'security-audit', 'supply-chain', 'pip']",Apache-2.0 license,835,23,59,53,v2.6.1,,,25,50,200,3,426,525,Python
cyclonedx-python-lib,Creates CycloneDX Software Bill of Materials (SBOM) from Python projects and environments.,https://github.com/CycloneDX/cyclonedx-python,[],"['python', 'environment', 'poetry', 'conda', 'owasp', 'python3', 'pip', 'bom', 'spdx', 'requirements', 'bill-of-materials', 'software-bill-of-materials', 'purl', 'package-url', 'sbom', 'cyclonedx', 'sbom-generator', 'sbom-tool']",Apache-2.0 license,155,15,59,50,v3.11.2,,635,30,26,101,19,430,538,Python
cyclonedx-python-lib,,https://github.com/adityamillind98/checkov,[],[],Apache-2.0 license,0,2,0,,,0,,265,0,0,5,14,"12,776",Python
cyclonedx-python-lib,,https://github.com/2lambda123/checkov,[],[],Apache-2.0 license,0,1,0,,,0,,265,0,0,0,0,"12,777",Python
cyclonedx-python-lib,Nix Packages collection & NixOS,https://github.com/NixOS/nixpkgs,[],"['linux', 'nix', 'nixos', 'nixpkgs', 'hacktoberfest']",,132000,270,106000,,,,,5000+,6973,25693,4589,219059,"529,360",Nix
cyclonedx-python-lib,Fork of https://spectrum-os.org/git/nixpkgs/ to store and share WIP patches,https://github.com/tiiuae/nixpkgs-spectrum,[],[],,4,6,8,,,0,,3038,0,0,7,23,"411,117",Nix
cyclonedx-python-lib,,https://github.com/ch3rrix/nixpkgs-test,[],[],,0,1,0,,,0,,,0,0,0,0,2,Nix
cyclonedx-python-lib,,https://github.com/talo/nixpkgs,[],[],,0,2,0,,,0,,,0,0,0,0,"357,967",Nix
cyclonedx-python-lib,,https://github.com/mmlb/home-manager-nixpkgs,[],[],,0,1,0,,,0,,4290,0,0,0,0,"411,481",Nix
cyclonedx-python-lib,nixpkgs for mob,https://github.com/xmzlyw/mob-nixpkgs,[],[],,0,1,0,,,0,,,0,0,0,0,4,Nix
cyclonedx-python-lib,,https://github.com/nodfur/nixpkgs,[],[],,1,0,0,,,0,,3842,0,0,0,0,"349,662",Nix
cyclonedx-python-lib,,https://github.com/sepiabrown/haskell-onboarding,[],[],MIT license,0,2,0,,,0,,,1,0,0,0,1,Nix
cyclonedx-python-lib,DefectDojo is a DevSecOps and vulnerability management platform.,https://github.com/DefectDojo/django-DefectDojo,[],"['python', 'kubernetes', 'security', 'automation', 'django', 'analytics', 'owasp', 'vulnerability-databases', 'appsec', 'vulnerability-management', 'hacktoberfest', 'security-orchestration', 'security-automation', 'devsecops', 'vulnerability-correlation']",,3000,209,14000,135,2.26.4 🌈,,,366,330,2099,41,6124,"9,071",HTML
cyclonedx-python-lib,Python dict to allow context managed thread safe and mutable iterations through a lock.,https://github.com/sthagen/locked-dict,[],[],MIT license,10,2,1,3,sedately tidied simoons,,,,0,12,0,12,933,Python
cyclonedx-python-lib,Scalable data management system with an AI powered profiling and metadata enrichment,https://github.com/FraunhoferISST/diva,[],"['data', 'system', 'management', 'inventory', 'profiling']",Apache-2.0 license,20,3,1,10,v4.1.0,59,,6,2,123,17,279,"1,541",Vue
cyclonedx-python-lib,Web Scraper for extracting numerals of all languages for later analysis in a readible .csv format.,https://github.com/mrtnbm/Web-Scraper-Public-,[],"['python', 'scraper', 'gui', 'webscraper', 'webscraping', 'pysimplegui']",AGPL-3.0 license,6,2,0,10,v1.1.4.2,0,,2,0,0,1,11,260,Python
cyclonedx-python-lib,"For now a lumikko (Finnish for wiesel), later maybe feed back changes upstream towards a lisko.",https://github.com/sthagen/lumikko,[],[],MIT license,2,2,0,1,atrociously tawie breadlines,,,,0,0,0,0,945,Python
cyclonedx-python-lib,Curated information about every package on Nix!,https://github.com/on-nix/pkgs,[],"['nix', 'nixos', 'nixpkgs']",,14,2,2,,,,,,0,0,0,0,"1,032",Python
cyclonedx-python-lib,Hoppr Cop is a cli and python library that generates high quality vulnerability information from a cyclone-dx Software Bill of Materials (SBOM) by aggregating data from multiple vulnerability databases. This project is a mirror from gitlab,https://github.com/lmco/hoppr-cop,[],"['cybersecurity', 'vulnerability-detection', 'vulnerability-scanners', 'sbom', 'supply-chain-security']",,11,4,2,,,,,9,3,0,3,0,"1,109",Python
cyclonedx-python-lib,Render text (Danish: gengive tekst).,https://github.com/sthagen/gengive,[],"['markdown', 'verification', 'dev-tools']",MIT license,1,2,0,7,pettishly awnless foreheads,,,,0,0,0,0,"1,021",Python
cyclonedx-python-lib,,https://github.com/Ludher020915/python-mini-projects,[],[],MIT license,0,1,0,,,0,,,0,0,0,0,1,Python
cyclonedx-python-lib,The back end of the OCR-D quality dashboard webapp.,https://github.com/OCR-D/quiver-back-end,[],[],MIT license,1,7,2,,,0,,4,7,11,2,35,214,HTML
cyclonedx-python-lib,Experimental SPDX baseline validator.,https://github.com/sthagen/spdx-lint,[],['spdx'],MIT license,1,2,0,,,,,,0,61,0,61,"1,038",Python
cyclonedx-python-lib,Python SDK for the Finite State Platform API,https://github.com/FiniteStateInc/finite-state-sdk-python,[],"['python', 'binary', 'python3', 'embedded-systems', 'vex', 'vdr', 'sca', 'vulnerability-scanners', 'connected-components', 'sast', 'product-security', 'sbom', 'cyclonedx', 'sbom-generator', 'sbom-management']",MIT license,0,2,0,6,v0.0.6,0,,,0,0,0,5,42,Python
cyclonedx-python-lib,,https://github.com/ep-infosec/27_lmco_hoppr-cop,[],[],,0,2,0,,,0,,,0,0,0,0,1,Python
cyclonedx-python-lib,CaPyCLI - Python scripts for software license compliance automation with SW360,https://github.com/sw360/capycli,[],"['cli', 'automation', 'compliance', 'license', 'clearing', 'sw360']",,8,4,2,2,v2.0.0,,,5,7,15,1,20,123,Python
cyclonedx-python-lib,Hypercube (Finnish: hyperkuutio) tool that scratches some itch.,https://github.com/sthagen/hyperkuutio,[],[],MIT license,2,2,0,,,,,,0,0,0,0,971,Python
cyclonedx-python-lib,,https://github.com/jeff-hykin/nix-version,[],[],,0,2,0,,,0,,,0,0,0,0,395,
cyclonedx-python-lib,,https://github.com/Ludher020915/Python-Program,[],[],GPL-3.0 license,0,1,0,,,0,,,0,0,0,0,3,Python
cyclonedx-python-lib,Pipeline (Finnish: putki) - discovering and executing a specific task description.,https://github.com/sthagen/putki,[],[],MIT license,0,2,0,,,,,,0,0,0,0,724,Python
cyclonedx-python-lib,Purgatory (Finnish: kiirastuli) - purge like hell to stay out of trouble.,https://github.com/sthagen/kiirastuli,[],[],MIT license,2,2,0,,,,,,0,0,0,0,884,Python
cyclonedx-python-lib,"Automatically updated pypi API data, available in bulk via git or sqlite",https://github.com/pypi-data/pypi-json-data,[],"['python', 'pypi']",MIT license,37,4,11,1,Latest Release,0,,3,1,5,0,6,628,
cyclonedx-python-lib,,https://github.com/oca-org/gcas-repo-staging,[],[],,0,1,2,,,0,,3,0,0,7,7,20,
cyclonedx-python-lib,This is a backdoor do do command and control and also file transfer over ICMP.,https://github.com/brunobotelhobr/My-ICMP-Reverse-Shell,[],[],MIT license,0,1,0,,,0,,,0,0,0,0,4,Python
cyclonedx-python-lib,This is a simple python IPv4 and IPv6 Calculator,https://github.com/brunobotelhobr/My-IP-Calculator,[],"['calculator', 'ipv6', 'address', 'ipv4', 'ip', 'ipv4-calculator', 'ip-calc', 'ip-calculator', 'python-ip-calculator', 'ipv6-calculator', 'ipv4-calc', 'ipv6-calc']",MIT license,1,1,0,,,0,,2,0,0,1,5,45,Python
