format,attribute,count
SPDX,watchers,13
SPDX,watchers,2
SPDX,watchers,8
SPDX,watchers,5
SPDX,watchers,18
SPDX,watchers,27
SPDX,watchers,22
SPDX,watchers,10
SPDX,watchers,11
SPDX,watchers,12
SPDX,watchers,9
SPDX,watchers,9
SPDX,watchers,14
SPDX,watchers,4
SPDX,watchers,18
SPDX,watchers,4
SPDX,watchers,17
SPDX,watchers,7
SPDX,watchers,5
SPDX,watchers,6
SPDX,watchers,14
SPDX,watchers,10
SPDX,watchers,2
SPDX,watchers,10
SPDX,watchers,12
SPDX,watchers,5
SPDX,watchers,2
SPDX,watchers,6
SPDX,watchers,8
SPDX,watchers,8
SPDX,watchers,10
SPDX,watchers,9
SPDX,watchers,9
SPDX,watchers,5
SPDX,watchers,1
SPDX,watchers,29
SPDX,watchers,3
SPDX,watchers,6
SPDX,watchers,17
SPDX,watchers,2
SPDX,watchers,2
SPDX,watchers,11
SPDX,watchers,11
SPDX,watchers,13
SPDX,watchers,2
SPDX,watchers,4
SPDX,watchers,4
SPDX,watchers,3
SPDX,watchers,7
SPDX,watchers,7
SPDX,watchers,7
SPDX,watchers,4
SPDX,watchers,9
SPDX,watchers,2
SPDX,watchers,2
SPDX,watchers,7
SPDX,watchers,7
SPDX,watchers,4
SPDX,watchers,2
SPDX,watchers,3
SPDX,watchers,3
SPDX,watchers,8
SPDX,watchers,1
SPDX,watchers,27
SPDX,watchers,3
SPDX,watchers,6
SPDX,watchers,9
SPDX,watchers,5
SPDX,watchers,3
SPDX,watchers,2
SPDX,watchers,10
SPDX,watchers,4
SPDX,watchers,3
SPDX,watchers,2
SPDX,watchers,6
SPDX,watchers,1
SPDX,watchers,5
SPDX,watchers,10
SPDX,watchers,7
SPDX,watchers,1
SPDX,watchers,9
SPDX,watchers,1
SPDX,watchers,7
SPDX,watchers,7
SPDX,watchers,1
SPDX,watchers,10
SPDX,watchers,3
SPDX,watchers,57
SPDX,watchers,4
SPDX,watchers,1
SPDX,watchers,2
SPDX,watchers,3
SPDX,watchers,3
SPDX,watchers,2
SPDX,watchers,1
SPDX,watchers,8
SPDX,watchers,1
SPDX,watchers,3
SPDX,watchers,1
SPDX,watchers,1
SPDX,watchers,2
SPDX,watchers,2
SPDX,watchers,1
SPDX,watchers,3
SPDX,watchers,3
SPDX,watchers,4
SPDX,watchers,3
SPDX,watchers,9
SPDX,watchers,5
SPDX,watchers,7
SPDX,watchers,3
SPDX,watchers,1
SPDX,watchers,1
SPDX,watchers,0
SPDX,watchers,5
SPDX,watchers,2
SPDX,watchers,3
SPDX,watchers,4
SPDX,watchers,6
SPDX,watchers,2
SPDX,watchers,1
SPDX,watchers,2
SPDX,watchers,2
SPDX,watchers,5
SPDX,watchers,1
SPDX,watchers,5
SPDX,watchers,2
SPDX,watchers,1
SPDX,watchers,1
SPDX,watchers,9
SPDX,watchers,2
SPDX,watchers,2
SPDX,watchers,7
SPDX,watchers,3
SPDX,watchers,0
SPDX,watchers,1
SPDX,watchers,3
SPDX,watchers,8
SPDX,watchers,0
SPDX,watchers,11
SPDX,watchers,2
SPDX,watchers,1
SPDX,watchers,1
SPDX,watchers,2
SPDX,watchers,2
SPDX,watchers,3
SPDX,watchers,2
SPDX,watchers,1
SPDX,watchers,3
SPDX,watchers,14
SPDX,watchers,1
SPDX,watchers,1
SPDX,watchers,3
SPDX,watchers,4
SPDX,watchers,2
SPDX,watchers,1
SPDX,watchers,3
SPDX,watchers,1
SPDX,watchers,1
SPDX,watchers,6
SPDX,watchers,1
SPDX,watchers,3
SPDX,watchers,1
SPDX,watchers,2
SPDX,watchers,1
SPDX,watchers,2
SPDX,watchers,2
SPDX,watchers,1
SPDX,watchers,6
SPDX,watchers,3
SPDX,watchers,1
SPDX,watchers,22
SPDX,watchers,2
SPDX,watchers,2
SPDX,watchers,2
SPDX,watchers,2
SPDX,watchers,2
SPDX,watchers,2
SPDX,watchers,0
SPDX,watchers,1
SPDX,watchers,1
SPDX,watchers,1
SPDX,watchers,2
SPDX,watchers,2
SPDX,watchers,0
SPDX,watchers,2
SPDX,watchers,0
SPDX,watchers,0
SPDX,watchers,0
SPDX,watchers,0
SPDX,watchers,2
SPDX,watchers,1
SPDX,watchers,1
SPDX,watchers,2
SPDX,watchers,1
SPDX,watchers,1
SPDX,watchers,1
SPDX,watchers,2
SPDX,watchers,1
SPDX,watchers,1
SPDX,watchers,1
SPDX,watchers,1
SPDX,watchers,1
SPDX,watchers,19
SPDX,watchers,2
SPDX,watchers,8
SPDX,watchers,1
SPDX,watchers,1
SPDX,watchers,2
SPDX,forks,57000
SPDX,forks,47000
SPDX,forks,58000
SPDX,forks,24000
SPDX,forks,977
SPDX,forks,42000
SPDX,forks,29000
SPDX,forks,51000
SPDX,forks,35000
SPDX,forks,4000
SPDX,forks,1000
SPDX,forks,1000
SPDX,forks,26000
SPDX,forks,430
SPDX,forks,378
SPDX,forks,241
SPDX,forks,184
SPDX,forks,684
SPDX,forks,684
SPDX,forks,504
SPDX,forks,418
SPDX,forks,12000
SPDX,forks,748
SPDX,forks,270
SPDX,forks,358
SPDX,forks,85
SPDX,forks,76
SPDX,forks,53
SPDX,forks,68
SPDX,forks,738
SPDX,forks,157
SPDX,forks,37
SPDX,forks,55
SPDX,forks,103
SPDX,forks,49
SPDX,forks,53
SPDX,forks,33
SPDX,forks,68
SPDX,forks,49
SPDX,forks,38
SPDX,forks,11
SPDX,forks,65
SPDX,forks,10
SPDX,forks,12
SPDX,forks,128
SPDX,forks,75
SPDX,forks,87
SPDX,forks,41
SPDX,forks,44
SPDX,forks,41
SPDX,forks,51
SPDX,forks,12
SPDX,forks,14
SPDX,forks,79
SPDX,forks,41
SPDX,forks,25
SPDX,forks,6
SPDX,forks,117
SPDX,forks,7
SPDX,forks,170
SPDX,forks,47
SPDX,forks,59
SPDX,forks,2
SPDX,forks,25
SPDX,forks,50
SPDX,forks,14
SPDX,forks,9
SPDX,forks,12
SPDX,forks,31
SPDX,forks,11
SPDX,forks,9
SPDX,forks,10
SPDX,forks,4
SPDX,forks,25
SPDX,forks,21
SPDX,forks,1
SPDX,forks,32
SPDX,forks,12
SPDX,forks,8
SPDX,forks,9
SPDX,forks,16
SPDX,forks,8
SPDX,forks,34
SPDX,forks,14
SPDX,forks,35
SPDX,forks,3
SPDX,forks,7
SPDX,forks,0
SPDX,forks,0
SPDX,forks,17
SPDX,forks,5
SPDX,forks,9
SPDX,forks,2
SPDX,forks,10
SPDX,forks,3
SPDX,forks,3
SPDX,forks,7
SPDX,forks,4
SPDX,forks,10
SPDX,forks,6
SPDX,forks,3
SPDX,forks,6
SPDX,forks,5
SPDX,forks,5
SPDX,forks,23
SPDX,forks,3
SPDX,forks,9
SPDX,forks,12
SPDX,forks,5
SPDX,forks,7
SPDX,forks,4
SPDX,forks,3
SPDX,forks,1
SPDX,forks,1
SPDX,forks,0
SPDX,forks,7
SPDX,forks,1
SPDX,forks,3
SPDX,forks,11
SPDX,forks,0
SPDX,forks,1
SPDX,forks,1
SPDX,forks,2
SPDX,forks,6
SPDX,forks,5
SPDX,forks,12
SPDX,forks,4
SPDX,forks,3
SPDX,forks,0
SPDX,forks,4
SPDX,forks,2
SPDX,forks,6
SPDX,forks,5
SPDX,forks,0
SPDX,forks,3
SPDX,forks,2
SPDX,forks,7
SPDX,forks,0
SPDX,forks,0
SPDX,forks,1
SPDX,forks,0
SPDX,forks,25
SPDX,forks,1
SPDX,forks,13
SPDX,forks,3
SPDX,forks,0
SPDX,forks,11
SPDX,forks,44
SPDX,forks,14
SPDX,forks,0
SPDX,forks,0
SPDX,forks,2
SPDX,forks,1
SPDX,forks,0
SPDX,forks,1
SPDX,forks,3
SPDX,forks,2
SPDX,forks,1
SPDX,forks,7
SPDX,forks,1
SPDX,forks,3
SPDX,forks,0
SPDX,forks,0
SPDX,forks,2
SPDX,forks,2
SPDX,forks,0
SPDX,forks,5
SPDX,forks,0
SPDX,forks,0
SPDX,forks,0
SPDX,forks,0
SPDX,forks,3
SPDX,forks,0
SPDX,forks,1
SPDX,forks,15
SPDX,forks,0
SPDX,forks,3
SPDX,forks,2
SPDX,forks,4
SPDX,forks,3
SPDX,forks,1
SPDX,forks,1
SPDX,forks,13
SPDX,forks,0
SPDX,forks,0
SPDX,forks,3
SPDX,forks,0
SPDX,forks,0
SPDX,forks,0
SPDX,forks,0
SPDX,forks,1
SPDX,forks,0
SPDX,forks,0
SPDX,forks,0
SPDX,forks,5
SPDX,forks,1
SPDX,forks,0
SPDX,forks,0
SPDX,forks,5
SPDX,forks,0
SPDX,forks,1
SPDX,forks,0
SPDX,forks,4
SPDX,forks,1
SPDX,forks,0
SPDX,forks,0
SPDX,forks,0
SPDX,forks,1
SPDX,forks,0
SPDX,forks,0
SPDX,forks,0
SPDX,forks,0
SPDX,forks,0
SPDX,forks,0
SPDX,forks,5
SPDX,forks,0
SPDX,forks,1
SPDX,forks,0
SPDX,forks,0
SPDX,forks,0
SPDX,forks,0
SPDX,forks,0
SPDX,forks,0
SPDX,forks,7
SPDX,forks,0
SPDX,forks,0
SPDX,forks,1
SPDX,forks,0
SPDX,forks,0
SPDX,forks,0
SPDX,forks,0
SPDX,forks,1
SPDX,forks,0
SPDX,forks,0
SPDX,forks,0
SPDX,forks,0
SPDX,forks,0
SPDX,forks,0
SPDX,forks,0
SPDX,forks,0
SPDX,forks,0
SPDX,forks,2
SPDX,forks,1
SPDX,forks,0
SPDX,forks,1
SPDX,forks,3
SPDX,forks,1
SPDX,forks,2
SPDX,forks,0
SPDX,forks,1
SPDX,releases,210.0
SPDX,releases,157.0
SPDX,releases,250.0
SPDX,releases,323.0
SPDX,releases,267.0
SPDX,releases,33.0
SPDX,releases,98.0
SPDX,releases,184.0
SPDX,releases,11.0
SPDX,releases,36.0
SPDX,releases,10.0
SPDX,releases,61.0
SPDX,releases,64.0
SPDX,releases,68.0
SPDX,releases,32.0
SPDX,releases,68.0
SPDX,releases,29.0
SPDX,releases,41.0
SPDX,releases,12.0
SPDX,releases,112.0
SPDX,releases,29.0
SPDX,releases,74.0
SPDX,releases,104.0
SPDX,releases,41.0
SPDX,releases,15.0
SPDX,releases,9.0
SPDX,releases,10.0
SPDX,releases,19.0
SPDX,releases,3.0
SPDX,releases,109.0
SPDX,releases,6.0
SPDX,releases,36.0
SPDX,releases,5.0
SPDX,releases,23.0
SPDX,releases,25.0
SPDX,releases,14.0
SPDX,releases,10.0
SPDX,releases,9.0
SPDX,releases,32.0
SPDX,releases,6.0
SPDX,releases,13.0
SPDX,releases,4.0
SPDX,releases,71.0
SPDX,releases,5.0
SPDX,releases,16.0
SPDX,releases,4.0
SPDX,releases,9.0
SPDX,releases,1.0
SPDX,releases,54.0
SPDX,releases,14.0
SPDX,releases,13.0
SPDX,releases,7.0
SPDX,releases,34.0
SPDX,releases,1.0
SPDX,releases,5.0
SPDX,releases,36.0
SPDX,releases,19.0
SPDX,releases,1396.0
SPDX,releases,8.0
SPDX,releases,11.0
SPDX,releases,57.0
SPDX,releases,18.0
SPDX,releases,5.0
SPDX,releases,1.0
SPDX,releases,2.0
SPDX,releases,6.0
SPDX,releases,10.0
SPDX,releases,4.0
SPDX,releases,71.0
SPDX,releases,1.0
SPDX,releases,54.0
SPDX,releases,4.0
SPDX,releases,71.0
SPDX,releases,43.0
SPDX,releases,15.0
SPDX,releases,3.0
SPDX,releases,18.0
SPDX,releases,3.0
SPDX,releases,2.0
SPDX,releases,22.0
SPDX,releases,4.0
SPDX,releases,23.0
SPDX,releases,2.0
SPDX,releases,16.0
SPDX,releases,1.0
SPDX,releases,9.0
SPDX,releases,2.0
SPDX,releases,8.0
SPDX,releases,4.0
SPDX,releases,1.0
SPDX,releases,2.0
SPDX,releases,13.0
SPDX,releases,2.0
SPDX,releases,106.0
SPDX,releases,427.0
SPDX,releases,2.0
SPDX,releases,6.0
SPDX,releases,1.0
SPDX,releases,3.0
SPDX,releases,6.0
SPDX,releases,2.0
SPDX,releases,5.0
SPDX,releases,2.0
SPDX,releases,3.0
SPDX,releases,1.0
SPDX,releases,2.0
SPDX,usedBy,14000.0
SPDX,usedBy,121.0
SPDX,usedBy,86.0
SPDX,usedBy,128.0
SPDX,usedBy,6.0
SPDX,usedBy,17000.0
SPDX,usedBy,32.0
SPDX,usedBy,65000.0
SPDX,usedBy,5.0
SPDX,usedBy,4.0
SPDX,usedBy,73.0
SPDX,usedBy,50.0
SPDX,usedBy,328.0
SPDX,usedBy,5.0
SPDX,usedBy,6.0
SPDX,usedBy,6.0
SPDX,usedBy,36.0
SPDX,usedBy,3.0
SPDX,usedBy,76.0
SPDX,usedBy,500.0
SPDX,usedBy,9.0
SPDX,usedBy,15.0
SPDX,usedBy,81.0
SPDX,usedBy,3.0
SPDX,usedBy,1.0
SPDX,usedBy,6.0
SPDX,usedBy,1.0
SPDX,contributors,607.0
SPDX,contributors,524.0
SPDX,contributors,1969.0
SPDX,contributors,645.0
SPDX,contributors,123.0
SPDX,contributors,1113.0
SPDX,contributors,770.0
SPDX,contributors,1247.0
SPDX,contributors,2361.0
SPDX,contributors,1136.0
SPDX,contributors,198.0
SPDX,contributors,282.0
SPDX,contributors,1227.0
SPDX,contributors,95.0
SPDX,contributors,78.0
SPDX,contributors,59.0
SPDX,contributors,39.0
SPDX,contributors,218.0
SPDX,contributors,250.0
SPDX,contributors,314.0
SPDX,contributors,11.0
SPDX,contributors,941.0
SPDX,contributors,178.0
SPDX,contributors,95.0
SPDX,contributors,108.0
SPDX,contributors,35.0
SPDX,contributors,35.0
SPDX,contributors,28.0
SPDX,contributors,8.0
SPDX,contributors,513.0
SPDX,contributors,82.0
SPDX,contributors,20.0
SPDX,contributors,29.0
SPDX,contributors,30.0
SPDX,contributors,4.0
SPDX,contributors,38.0
SPDX,contributors,28.0
SPDX,contributors,29.0
SPDX,contributors,36.0
SPDX,contributors,9.0
SPDX,contributors,6.0
SPDX,contributors,51.0
SPDX,contributors,9.0
SPDX,contributors,11.0
SPDX,contributors,12.0
SPDX,contributors,19.0
SPDX,contributors,45.0
SPDX,contributors,19.0
SPDX,contributors,28.0
SPDX,contributors,9.0
SPDX,contributors,19.0
SPDX,contributors,2.0
SPDX,contributors,3.0
SPDX,contributors,15.0
SPDX,contributors,29.0
SPDX,contributors,16.0
SPDX,contributors,4.0
SPDX,contributors,42.0
SPDX,contributors,2.0
SPDX,contributors,11.0
SPDX,contributors,25.0
SPDX,contributors,29.0
SPDX,contributors,21.0
SPDX,contributors,30.0
SPDX,contributors,2.0
SPDX,contributors,3.0
SPDX,contributors,9.0
SPDX,contributors,11.0
SPDX,contributors,4.0
SPDX,contributors,8.0
SPDX,contributors,11.0
SPDX,contributors,4.0
SPDX,contributors,35.0
SPDX,contributors,15.0
SPDX,contributors,11.0
SPDX,contributors,26.0
SPDX,contributors,52.0
SPDX,contributors,7.0
SPDX,contributors,11.0
SPDX,contributors,2.0
SPDX,contributors,5.0
SPDX,contributors,26.0
SPDX,contributors,16.0
SPDX,contributors,35.0
SPDX,contributors,5.0
SPDX,contributors,3.0
SPDX,contributors,12.0
SPDX,contributors,14.0
SPDX,contributors,2.0
SPDX,contributors,3.0
SPDX,contributors,22.0
SPDX,contributors,4.0
SPDX,contributors,2.0
SPDX,contributors,6.0
SPDX,contributors,6.0
SPDX,contributors,26.0
SPDX,contributors,5.0
SPDX,contributors,4.0
SPDX,contributors,3.0
SPDX,contributors,3.0
SPDX,contributors,69.0
SPDX,contributors,19.0
SPDX,contributors,3.0
SPDX,contributors,6.0
SPDX,contributors,4.0
SPDX,contributors,3.0
SPDX,contributors,2.0
SPDX,contributors,3.0
SPDX,contributors,3.0
SPDX,contributors,901.0
SPDX,contributors,4.0
SPDX,contributors,6.0
SPDX,contributors,2.0
SPDX,contributors,2.0
SPDX,contributors,4.0
SPDX,contributors,8.0
SPDX,contributors,7.0
SPDX,contributors,5.0
SPDX,contributors,10.0
SPDX,contributors,6.0
SPDX,contributors,16.0
SPDX,contributors,3.0
SPDX,contributors,6.0
SPDX,contributors,2.0
SPDX,contributors,3.0
SPDX,contributors,3.0
SPDX,contributors,4.0
SPDX,contributors,10.0
SPDX,contributors,2.0
SPDX,contributors,2.0
SPDX,contributors,557.0
SPDX,contributors,7.0
SPDX,contributors,3.0
SPDX,contributors,2.0
SPDX,contributors,9.0
SPDX,contributors,3.0
SPDX,contributors,14.0
SPDX,contributors,3.0
SPDX,contributors,4.0
SPDX,contributors,2.0
SPDX,contributors,2.0
SPDX,contributors,3.0
SPDX,contributors,3.0
SPDX,contributors,3.0
SPDX,contributors,4.0
SPDX,contributors,2.0
SPDX,contributors,16.0
SPDX,contributors,235.0
SPDX,contributors,2.0
SPDX,contributors,259.0
SPDX,contributors,2.0
SPDX,contributors,439.0
SPDX,contributors,535.0
SPDX,contributors,3.0
SPDX,contributors,2.0
SPDX,contributors,5.0
SPDX,contributors,5.0
SPDX,contributors,8.0
SPDX,contributors,2.0
SPDX,contributors,3.0
SPDX,contributors,5.0
SPDX,contributors,6.0
SPDX,contributors,2.0
SPDX,contributors,2.0
SPDX,contributors,3.0
SPDX,contributors,2.0
SPDX,contributors,3.0
SPDX,contributors,2.0
SPDX,contributors,817.0
SPDX,contributors,5.0
SPDX,contributors,2.0
SPDX,contributors,2.0
SPDX,contributors,2.0
SPDX,contributors,3.0
SPDX,contributors,2.0
SPDX,contributors,3.0
SPDX,contributors,2.0
SPDX,contributors,10.0
SPDX,contributors,2.0
SPDX,contributors,4.0
SPDX,contributors,4.0
SPDX,contributors,2.0
SPDX,contributors,677.0
SPDX,contributors,2.0
SPDX,contributors,4.0
SPDX,contributors,2.0
SPDX,contributors,469.0
SPDX,contributors,2.0
SPDX,contributors,1099.0
SPDX,contributors,6.0
SPDX,contributors,3.0
SPDX,contributors,11.0
SPDX,contributors,555.0
SPDX,contributors,566.0
SPDX,contributors,4.0
SPDX,contributors,11.0
SPDX,contributors,2.0
SPDX,contributors,3.0
SPDX,contributors,3.0
SPDX,contributors,6.0
SPDX,contributors,12.0
SPDX,contributors,4.0
SPDX,contributors,8.0
SPDX,contributors,475.0
SPDX,contributors,2.0
SPDX,openIssues,165
SPDX,openIssues,992
SPDX,openIssues,13
SPDX,openIssues,913
SPDX,openIssues,70
SPDX,openIssues,2612
SPDX,openIssues,851
SPDX,openIssues,89
SPDX,openIssues,774
SPDX,openIssues,4131
SPDX,openIssues,637
SPDX,openIssues,67
SPDX,openIssues,139
SPDX,openIssues,2
SPDX,openIssues,92
SPDX,openIssues,131
SPDX,openIssues,22
SPDX,openIssues,272
SPDX,openIssues,112
SPDX,openIssues,861
SPDX,openIssues,47
SPDX,openIssues,390
SPDX,openIssues,338
SPDX,openIssues,54
SPDX,openIssues,356
SPDX,openIssues,21
SPDX,openIssues,15
SPDX,openIssues,92
SPDX,openIssues,36
SPDX,openIssues,0
SPDX,openIssues,52
SPDX,openIssues,24
SPDX,openIssues,52
SPDX,openIssues,117
SPDX,openIssues,28
SPDX,openIssues,58
SPDX,openIssues,8
SPDX,openIssues,6
SPDX,openIssues,97
SPDX,openIssues,6
SPDX,openIssues,16
SPDX,openIssues,8
SPDX,openIssues,43
SPDX,openIssues,6
SPDX,openIssues,16
SPDX,openIssues,25
SPDX,openIssues,345
SPDX,openIssues,9
SPDX,openIssues,24
SPDX,openIssues,9
SPDX,openIssues,27
SPDX,openIssues,2
SPDX,openIssues,2
SPDX,openIssues,194
SPDX,openIssues,12
SPDX,openIssues,15
SPDX,openIssues,3
SPDX,openIssues,0
SPDX,openIssues,0
SPDX,openIssues,16
SPDX,openIssues,21
SPDX,openIssues,43
SPDX,openIssues,1
SPDX,openIssues,72
SPDX,openIssues,26
SPDX,openIssues,4
SPDX,openIssues,3
SPDX,openIssues,12
SPDX,openIssues,10
SPDX,openIssues,5
SPDX,openIssues,6
SPDX,openIssues,2
SPDX,openIssues,8
SPDX,openIssues,105
SPDX,openIssues,7
SPDX,openIssues,58
SPDX,openIssues,60
SPDX,openIssues,15
SPDX,openIssues,0
SPDX,openIssues,4
SPDX,openIssues,0
SPDX,openIssues,9
SPDX,openIssues,121
SPDX,openIssues,28
SPDX,openIssues,3
SPDX,openIssues,8
SPDX,openIssues,3
SPDX,openIssues,0
SPDX,openIssues,0
SPDX,openIssues,11
SPDX,openIssues,27
SPDX,openIssues,0
SPDX,openIssues,10
SPDX,openIssues,36
SPDX,openIssues,25
SPDX,openIssues,3
SPDX,openIssues,3
SPDX,openIssues,1
SPDX,openIssues,0
SPDX,openIssues,8
SPDX,openIssues,2
SPDX,openIssues,2
SPDX,openIssues,0
SPDX,openIssues,1
SPDX,openIssues,2
SPDX,openIssues,0
SPDX,openIssues,1
SPDX,openIssues,1
SPDX,openIssues,5
SPDX,openIssues,4
SPDX,openIssues,0
SPDX,openIssues,0
SPDX,openIssues,7
SPDX,openIssues,0
SPDX,openIssues,1
SPDX,openIssues,0
SPDX,openIssues,0
SPDX,openIssues,3
SPDX,openIssues,3
SPDX,openIssues,3
SPDX,openIssues,0
SPDX,openIssues,1
SPDX,openIssues,0
SPDX,openIssues,1
SPDX,openIssues,9
SPDX,openIssues,0
SPDX,openIssues,0
SPDX,openIssues,0
SPDX,openIssues,1
SPDX,openIssues,1
SPDX,openIssues,7
SPDX,openIssues,0
SPDX,openIssues,4
SPDX,openIssues,0
SPDX,openIssues,6
SPDX,openIssues,0
SPDX,openIssues,2
SPDX,openIssues,0
SPDX,openIssues,0
SPDX,openIssues,0
SPDX,openIssues,0
SPDX,openIssues,0
SPDX,openIssues,2
SPDX,openIssues,0
SPDX,openIssues,2
SPDX,openIssues,0
SPDX,openIssues,5
SPDX,openIssues,0
SPDX,openIssues,3
SPDX,openIssues,1
SPDX,openIssues,19
SPDX,openIssues,2
SPDX,openIssues,2
SPDX,openIssues,0
SPDX,openIssues,0
