tool_used,about,link,projectCategory,tags,licence,stars,watchers,forks,releases,latestRelease,packages,usedBy,contributors,openIssues,closedIssues,openPRs,closedPRs,commits,programmingLanguage,format
cyclonedx-maven-plugin,Duo OIDC-based two-factor authentication for Java web applications,https://github.com/duosecurity/duo_universal_java,[],"['java', 'mfa', 'duo']",View license,12,33,16,6,Version 1.1.3,,,4,2,9,1,11,45,Java,CycloneDX
cyclonedx-maven-plugin,A tool for displaying historical metrics about a project's dependencies. Run the Freshli CLI on your project to see how its dependency freshness changes over time.,https://github.com/corgibytes/freshli-cli,[],"['metrics', 'dependencies', 'libyear', 'sbom-tool']",AGPL-3.0 license,5,7,4,13,v0.6.5,,,17,67,137,4,469,"3,154",C#,CycloneDX
cyclonedx-maven-plugin,"Vaadin platform 10+ is a Java web development platform based on Vaadin web components. If you don't know to which repository your bug report should be filed, use this and we'll move it to the right one.",https://github.com/vaadin/platform,[],"['javascript', 'java', 'flow', 'vaadin', 'vaadin-platform']",,474,55,75,656,Vaadin 24.1.10,0.0,79000,50,75,414,1,3854,"1,681",Java,CycloneDX
cyclonedx-maven-plugin,,https://github.com/wso2/security-tools,[],[],Apache-2.0 license,46,14,31,,,0.0,,18,18,13,8,141,598,Java,CycloneDX
cyclonedx-maven-plugin,License Check for project dependencies,https://github.com/fhaze/license-check,[],[],MIT license,6,1,1,,,0.0,,2,0,0,0,2,22,Shell,CycloneDX
cyclonedx-maven-plugin,Mixeway Fortify SCA Rest API - custom build API that can execute source analyzer remotely via API Calls,https://github.com/Mixeway/MixewayFortifyScaRestApi,[],"['security', 'spring-boot', 'rest-api', 'vulnerability-scanners', 'fortify', 'fortify-sca', 'security-automation', 'security-tools', 'security-testing', 'mixeway']",GPL-3.0 license,4,2,2,13,1.3.0,0.0,,,0,0,1,2,27,Java,CycloneDX
cyclonedx-maven-plugin,Evaluate and compare SBOMs of Maven projects,https://github.com/endorlabs/sbom-lab,[],[],Apache-2.0 license,6,2,0,,,0.0,,,0,0,0,0,4,Shell,CycloneDX
cyclonedx-maven-plugin,Reproducible Central: rebuild instructions for artifacts published to (Maven) Central Repository,https://github.com/jvm-repo-rebuild/reproducible-central,[],[],,68,3,28,,,,,22,17,41,1,70,"3,850",Shell,CycloneDX
cyclonedx-maven-plugin,ultimate-cube，重构优化。,https://github.com/G3G4X5X6/ultimate-cube,[],"['java', 'console', 'ssh', 'security', 'terminal', 'telnet', 'sftp', 'toolbox', 'remote-access']",MIT license,145,5,18,23,ultimate-cube_v6.10.21,,,5,2,26,0,14,720,Java,CycloneDX
cyclonedx-maven-plugin,Apache Commons Parent,https://github.com/apache/commons-parent,[],['commons'],,24,32,27,,,0.0,,26,1,304,1,304,"1,616",,CycloneDX
cyclonedx-maven-plugin,The Continuous Clearing Tool scans and collects the 3rd party OSS components used in a NPM/NuGet/Debian/Maven project and uploads it to SW360 and Fossology by accepting respective project ID for license clearing.,https://github.com/siemens/continuous-clearing,[],"['docker', 'container', 'nuget-package', 'sbom', 'cyclonedx', 'license-clearing']",MIT license,13,6,5,6,Release v4.0.0,2.0,,10,1,5,1,85,473,C#,CycloneDX
cyclonedx-maven-plugin,Functional enhancement based on nuclei,https://github.com/Yong-An-Dang/nuclei-plus,[],"['java', 'swing', 'poc', 'nuclei', 'swing-gui']",Apache-2.0 license,71,0,5,1,nuclei-plus_v7.0.0,,,,8,5,0,0,76,Java,CycloneDX
cyclonedx-maven-plugin,Schedule Spark Jobs on Azure Kubernetes Service (AKS),https://github.com/funktor/aks-spark-scheduler,[],[],,0,1,0,,,0.0,,,0,0,0,0,8,Scala,CycloneDX
cyclonedx-maven-plugin,,https://github.com/fiixlabs/fiix-cmms-api-java-examples,[],[],Apache-2.0 license,0,6,3,,,0.0,,,0,0,2,0,11,Java,CycloneDX
cyclonedx-maven-plugin,,https://github.com/zyf265600/Programmer,[],[],,5,1,0,,,0.0,,,0,0,0,0,196,HTML,CycloneDX
cyclonedx-maven-plugin,,https://github.com/nanhngocanh/delivery-be,[],[],,0,1,1,,,0.0,,3,0,0,0,2,32,Java,CycloneDX
cyclonedx-maven-plugin,Repository for maven libraries,https://github.com/carguero/strada.maven.libraries,[],[],,0,1,0,,,0.0,,,0,0,0,0,12,,CycloneDX
cyclonedx-maven-plugin,,https://github.com/fedora-java/javapackages-bootstrap,[],[],Apache-2.0 license,3,2,3,16,1.13.0,0.0,,3,1,22,0,105,328,Java,CycloneDX
cyclonedx-maven-plugin,,https://github.com/midas44/ttt-auto,[],[],,0,1,0,,,0.0,,,0,0,0,0,5,Java,CycloneDX
cyclonedx-maven-plugin,,https://github.com/jakub014/CG-dependency-analyzer,[],[],,1,1,2,,,0.0,,6,8,2,0,8,160,Java,CycloneDX
cyclonedx-maven-plugin,Backend for pay2park system,https://github.com/NV5T-pay2park/backend,[],"['java', 'spring']",,2,0,2,1,Alpha version,0.0,,5,0,0,1,61,324,Java,CycloneDX
cyclonedx-maven-plugin,,https://github.com/nhatdoanexpo/upcodetemp,[],[],,0,1,0,,,0.0,,,0,0,0,0,2,Java,CycloneDX
cyclonedx-maven-plugin,,https://github.com/liferay/liferay-binaries-cache-2020,[],[],,1,15,60,,,0.0,,4,0,0,0,0,950,,CycloneDX
cyclonedx-maven-plugin,For study,https://github.com/Smart-Yanmeng/STUDY,[],[],,1,1,0,,,0.0,,,0,0,0,0,116,Go,CycloneDX
cyclonedx-maven-plugin,,https://github.com/andresito87/SpringBootApp-Dockerizada,[],[],AGPL-3.0 license,0,1,0,,,0.0,,,0,0,0,0,3,Java,CycloneDX
cyclonedx-maven-plugin,,https://github.com/leonardoduarte1305/maven-parent,[],[],,0,1,0,,,0.0,,,0,0,0,0,2,,CycloneDX
cyclonedx-maven-plugin,A simple expense tracker using Spring boot,https://github.com/HariCazorla/expense-tracker,[],"['spring-boot', 'maven', 'ci', 'docker-compose', 'k8s', 'postgresql-database', 'swagger2', 'dockers', 'java11', 'jpa-hibernate', 'sbom', 'github-actions', 'dependency-track']",MIT license,1,1,0,2,v2.0,1.0,,,0,0,2,30,85,Java,CycloneDX
cyclonedx-maven-plugin,,https://github.com/Loganloxsins/Cloud-Native,[],[],,0,1,0,,,0.0,,3,0,0,0,1,35,,CycloneDX
cyclonedx-maven-plugin,,https://github.com/PedroCorcaque/Correios-API,[],[],,0,2,0,,,0.0,,,0,0,0,0,2,Java,CycloneDX
cyclonedx-maven-plugin,,https://github.com/omar2562/maven_repository,[],[],,0,1,0,,,0.0,,,0,0,0,0,2,,CycloneDX
cyclonedx-maven-plugin,,https://github.com/marcodeArg/dotfiles,[],[],,0,1,0,,,0.0,,,0,0,0,0,1,Python,CycloneDX
cyclonedx-maven-plugin,,https://github.com/tmanas06/g2210030003,[],[],,1,1,0,,,0.0,,,0,0,0,0,1,Shell,CycloneDX
cyclonedx-maven-plugin,,https://github.com/WonderfulWan8/JavaLearn,[],[],,0,1,0,,,0.0,,,0,0,0,0,13,JavaScript,CycloneDX
cyclonedx-maven-plugin,,https://github.com/msdev27/CashCard,[],[],,0,1,0,,,0.0,,,0,0,0,0,9,Java,CycloneDX
cyclonedx-maven-plugin,개인 공부 정리 Repository 입니다.,https://github.com/githubmendong/STUDY,[],[],,1,1,0,,,0.0,,,0,0,0,0,105,Python,CycloneDX
cyclonedx-maven-plugin,,https://github.com/Vvvicky-Fang/DB-team9-movie,[],[],,0,1,0,,,0.0,,,0,0,0,0,1,JavaScript,CycloneDX
cyclonedx-maven-plugin,ejemplos_master eoi,https://github.com/eneascarneiro/master_eoi,[],[],,2,1,8,3,Nueva organización,0.0,,3,0,0,0,7,95,SCSS,CycloneDX
cyclonedx-maven-plugin,ESDE spring framework repository Jason & Marek,https://github.com/sebivenlo/ESD_Spring_framework_2022,[],[],MIT license,0,1,0,,,0.0,,2,0,0,0,0,64,Java,CycloneDX
cyclonedx-maven-plugin,,https://github.com/Waxes27/my-smart-home,[],[],MIT license,0,1,0,,,0.0,,,0,0,0,0,8,TypeScript,CycloneDX
cyclonedx-maven-plugin,Controle de frota,https://github.com/igordrodrigues/CF,[],[],,0,1,0,,,0.0,,,0,0,0,0,2,Java,CycloneDX
cyclonedx-maven-plugin,API desenvolvida em Java e Spring Boot,https://github.com/GDPPI/API-Easy-Flow,[],[],,1,1,3,,,0.0,,6,1,0,0,36,166,Java,CycloneDX
cyclonedx-maven-plugin,A project for us to run more easily,https://github.com/KyrieTangSheng/EasyRun,[],[],,0,1,2,,,0.0,,3,0,0,0,35,213,JavaScript,CycloneDX
cyclonedx-maven-plugin,,https://github.com/wandu98/ITWILL,[],[],,0,1,0,,,0.0,,,0,0,0,0,41,JavaScript,CycloneDX
cyclonedx-maven-plugin,,https://github.com/ncqd/KTPM_BTTH_TUAN4,[],[],,0,1,0,,,0.0,,,0,0,0,0,9,Java,CycloneDX
cyclonedx-maven-plugin,,https://github.com/taiprovip3/KTTKPM_TH05,[],[],,0,1,0,,,0.0,,,0,0,0,0,16,Java,CycloneDX
cyclonedx-maven-plugin,,https://github.com/lucasdellatorre/t4-verival,[],[],,0,1,0,,,0.0,,,0,0,0,0,8,Java,CycloneDX
cyclonedx-maven-plugin,,https://github.com/taiprovip3/KTTKPM_ShopPlant,[],[],,2,1,0,,,0.0,,3,0,0,0,0,29,Java,CycloneDX
cyclonedx-maven-plugin,,https://github.com/hooniez/sept_assignment,[],[],,0,1,0,1,Neighbourhood Doctors v1.0 release (SPET project Group 6),0.0,,5,0,0,0,84,494,Makefile,CycloneDX
cyclonedx-maven-plugin,Cloud hosted microservices architecture supporting text chat functions within a multiplayer online videogame.,https://github.com/SimpleAxiom/Chat_Service,[],[],,0,1,0,,,0.0,,,0,0,0,0,2,,CycloneDX
cyclonedx-maven-plugin,各种小技巧demo案例,https://github.com/DA-MO-WANG/microdemo,[],[],,0,1,0,,,0.0,,,0,0,0,0,"1,108",Java,CycloneDX
cyclonedx-maven-plugin,,https://github.com/rmkanda/secure-pipeline-java-demo,[],"['security', 'devops', 'boilerplate', 'demo', 'pipeline', 'jenkins-pipeline', 'security-tools', 'devsecops', 'devsecops-pipeline', 'devsecops-best-practices']",MIT license,35,4,33,,,0.0,,2,0,0,0,2,45,Java,CycloneDX
cyclonedx-maven-plugin,QLACK2 project,https://github.com/eurodyn/Qlack2,[],[],,8,20,6,21,Qlack 2.3.16 Low Key,0.0,,20,40,27,4,47,620,Java,CycloneDX
cyclonedx-maven-plugin,Library for Jenkins-pipeline for eID,https://github.com/felleslosninger/eid-jenkins-pipeline,[],[],BSD-3-Clause license,0,13,0,,,0.0,,3,0,0,0,4,145,Groovy,CycloneDX
cyclonedx-maven-plugin,,https://github.com/tofuatjava/springboot-petclinic-buildautomation,[],[],GPL-3.0 license,0,2,0,,,0.0,,,0,0,0,0,26,,CycloneDX
cyclonedx-maven-plugin,"A modern, web-based desktop solution in Angular and Spring Boot",https://github.com/qlack/QLACK-WebDesktop,[],[],,4,4,1,,,0.0,,8,8,12,74,45,369,Java,CycloneDX
cyclonedx-maven-plugin,,https://github.com/eurodyn/QLACK1.5,[],[],,0,22,0,,,0.0,,5,0,0,0,0,43,Java,CycloneDX
cyclonedx-maven-plugin,"QLACK is an ecosystem of software development libraries and utilities, targeting Java and Angular developers.",https://github.com/qlack/QLACK-Java,[],[],,7,6,0,18,Release 3.6.1,0.0,,11,15,12,4,8,478,JavaScript,CycloneDX
cyclonedx-maven-plugin,"The QLACK Base Application is a full-stack blueprint, featuring Angular and Spring Boot. You can start your new project by cloning this repo and then built on top of it.",https://github.com/qlack/QLACK-Base-Application,[],[],,5,3,1,1,Release 3.2.0,,,8,5,2,8,6,75,TypeScript,CycloneDX
cyclonedx-maven-plugin,,https://github.com/mZEREF/iais-egp-parent,[],[],,0,1,0,,,0.0,,7,0,0,0,0,"29,884",Java,CycloneDX
cyclonedx-maven-plugin,Freshli Java Agent - used to detect and process dependency manifest files from the Java ecosystem,https://github.com/corgibytes/freshli-agent-java,[],[],AGPL-3.0 license,0,4,0,,,0.0,,7,6,12,1,127,331,Gherkin,CycloneDX
cyclonedx-maven-plugin,Jenkins shared library for Continuous Delivery pipelines.,https://github.com/SAP/jenkins-library,[],"['cli', 'golang', 'open-source', 'jenkins', 'ci-cd']",Apache-2.0 license,741,40,569,328,v1.311.0,,3,182,20,917,34,3624,"4,652",Go,CycloneDX
cyclonedx-maven-plugin,,https://github.com/young-yang03/cloud-mta-build-tool,[],[],Apache-2.0 license,0,1,1,204,v1.2.272,0.0,,30,0,0,1,4,"3,012",Go,CycloneDX
cyclonedx-maven-plugin,,https://github.com/ep-infosec/34_sap_jenkins-library,[],[],Apache-2.0 license,0,2,0,,,0.0,,,0,0,0,0,1,Go,CycloneDX
cyclonedx-maven-plugin,,https://github.com/endocode/LCV-JavaPlugin,[],[],MIT license,0,3,0,,,0.0,,,0,0,0,0,19,Java,CycloneDX
cyclonedx-python-lib,FreeBSD ports tree (read-only mirror),https://github.com/freebsd/freebsd-ports,[],[],,873,116,671,,,0.0,,718,20,158,20,158,"634,762",,CycloneDX
cyclonedx-python-lib,"Automatic conversion of the NetBSD pkgsrc CVS module, use with care",https://github.com/NetBSD/pkgsrc,[],[],,274,28,151,,,0.0,,41,6,30,2,84,"386,027",,CycloneDX
cyclonedx-python-lib,FreeBSD ports tree with pfSense changes,https://github.com/pfsense/FreeBSD-ports,[],"['freebsd', 'pfsense']",,430,69,538,,,0.0,,671,31,1266,31,1266,"1,236,322",,CycloneDX
cyclonedx-python-lib,OPNsense ports on top of FreeBSD,https://github.com/opnsense/ports,[],[],,129,28,105,,,0.0,,8,4,115,0,47,"26,176",,CycloneDX
cyclonedx-python-lib,FreeBSD KDE development repo,https://github.com/freebsd/freebsd-ports-kde,[],[],,51,22,43,,,0.0,,657,1,85,1,85,"634,668",,CycloneDX
cyclonedx-python-lib,FreeBSD ports with GhostBSD ports,https://github.com/ghostbsd/ghostbsd-ports,[],[],,28,5,11,,,0.0,,700,0,38,0,38,"1,199,202",,CycloneDX
cyclonedx-python-lib,,https://github.com/HardenedBSD/ports,[],[],,3,2,4,,,0.0,,726,0,0,0,0,"638,306",,CycloneDX
cyclonedx-python-lib,,https://github.com/evadot/freebsd-ports,[],[],,0,3,0,,,0.0,,637,0,0,0,0,"634,295",,CycloneDX
cyclonedx-python-lib,,https://github.com/5u623l20/freebsd-ports-ci,[],[],,0,1,3,,,0.0,,726,0,0,14,1,"634,665",,CycloneDX
cyclonedx-python-lib,My ports dev zone,https://github.com/yzgyyang/freebsd-ports,[],"['jenkins', 'freebsd-ports']",,3,2,1,,,,,676,0,0,0,933,"630,700",,CycloneDX
cyclonedx-python-lib,Audits Python environments and dependency trees for known vulnerabilities,https://github.com/pypa/pip-audit,[],"['python', 'security', 'security-audit', 'supply-chain', 'pip']",Apache-2.0 license,835,23,59,53,v2.6.1,,,25,50,200,3,426,525,Python,CycloneDX
cyclonedx-python-lib,Creates CycloneDX Software Bill of Materials (SBOM) from Python projects and environments.,https://github.com/CycloneDX/cyclonedx-python,[],"['python', 'environment', 'poetry', 'conda', 'owasp', 'python3', 'pip', 'bom', 'spdx', 'requirements', 'bill-of-materials', 'software-bill-of-materials', 'purl', 'package-url', 'sbom', 'cyclonedx', 'sbom-generator', 'sbom-tool']",Apache-2.0 license,155,15,59,50,v3.11.2,,635,30,26,101,19,430,538,Python,CycloneDX
cyclonedx-python-lib,,https://github.com/adityamillind98/checkov,[],[],Apache-2.0 license,0,2,0,,,0.0,,265,0,0,5,14,"12,776",Python,CycloneDX
cyclonedx-python-lib,,https://github.com/2lambda123/checkov,[],[],Apache-2.0 license,0,1,0,,,0.0,,265,0,0,0,0,"12,777",Python,CycloneDX
cyclonedx-python-lib,Nix Packages collection & NixOS,https://github.com/NixOS/nixpkgs,[],"['linux', 'nix', 'nixos', 'nixpkgs', 'hacktoberfest']",,132000,270,106000,,,,,5000+,6973,25693,4589,219059,"529,360",Nix,CycloneDX
cyclonedx-python-lib,Fork of https://spectrum-os.org/git/nixpkgs/ to store and share WIP patches,https://github.com/tiiuae/nixpkgs-spectrum,[],[],,4,6,8,,,0.0,,3038,0,0,7,23,"411,117",Nix,CycloneDX
cyclonedx-python-lib,,https://github.com/ch3rrix/nixpkgs-test,[],[],,0,1,0,,,0.0,,,0,0,0,0,2,Nix,CycloneDX
cyclonedx-python-lib,,https://github.com/talo/nixpkgs,[],[],,0,2,0,,,0.0,,,0,0,0,0,"357,967",Nix,CycloneDX
cyclonedx-python-lib,,https://github.com/mmlb/home-manager-nixpkgs,[],[],,0,1,0,,,0.0,,4290,0,0,0,0,"411,481",Nix,CycloneDX
cyclonedx-python-lib,nixpkgs for mob,https://github.com/xmzlyw/mob-nixpkgs,[],[],,0,1,0,,,0.0,,,0,0,0,0,4,Nix,CycloneDX
cyclonedx-python-lib,,https://github.com/nodfur/nixpkgs,[],[],,1,0,0,,,0.0,,3842,0,0,0,0,"349,662",Nix,CycloneDX
cyclonedx-python-lib,,https://github.com/sepiabrown/haskell-onboarding,[],[],MIT license,0,2,0,,,0.0,,,1,0,0,0,1,Nix,CycloneDX
cyclonedx-python-lib,DefectDojo is a DevSecOps and vulnerability management platform.,https://github.com/DefectDojo/django-DefectDojo,[],"['python', 'kubernetes', 'security', 'automation', 'django', 'analytics', 'owasp', 'vulnerability-databases', 'appsec', 'vulnerability-management', 'hacktoberfest', 'security-orchestration', 'security-automation', 'devsecops', 'vulnerability-correlation']",,3000,209,14000,135,2.26.4 🌈,,,366,330,2099,41,6124,"9,071",HTML,CycloneDX
cyclonedx-python-lib,Python dict to allow context managed thread safe and mutable iterations through a lock.,https://github.com/sthagen/locked-dict,[],[],MIT license,10,2,1,3,sedately tidied simoons,,,,0,12,0,12,933,Python,CycloneDX
cyclonedx-python-lib,Scalable data management system with an AI powered profiling and metadata enrichment,https://github.com/FraunhoferISST/diva,[],"['data', 'system', 'management', 'inventory', 'profiling']",Apache-2.0 license,20,3,1,10,v4.1.0,59.0,,6,2,123,17,279,"1,541",Vue,CycloneDX
cyclonedx-python-lib,Web Scraper for extracting numerals of all languages for later analysis in a readible .csv format.,https://github.com/mrtnbm/Web-Scraper-Public-,[],"['python', 'scraper', 'gui', 'webscraper', 'webscraping', 'pysimplegui']",AGPL-3.0 license,6,2,0,10,v1.1.4.2,0.0,,2,0,0,1,11,260,Python,CycloneDX
cyclonedx-python-lib,"For now a lumikko (Finnish for wiesel), later maybe feed back changes upstream towards a lisko.",https://github.com/sthagen/lumikko,[],[],MIT license,2,2,0,1,atrociously tawie breadlines,,,,0,0,0,0,945,Python,CycloneDX
cyclonedx-python-lib,Curated information about every package on Nix!,https://github.com/on-nix/pkgs,[],"['nix', 'nixos', 'nixpkgs']",,14,2,2,,,,,,0,0,0,0,"1,032",Python,CycloneDX
cyclonedx-python-lib,Hoppr Cop is a cli and python library that generates high quality vulnerability information from a cyclone-dx Software Bill of Materials (SBOM) by aggregating data from multiple vulnerability databases. This project is a mirror from gitlab,https://github.com/lmco/hoppr-cop,[],"['cybersecurity', 'vulnerability-detection', 'vulnerability-scanners', 'sbom', 'supply-chain-security']",,11,4,2,,,,,9,3,0,3,0,"1,109",Python,CycloneDX
cyclonedx-python-lib,Render text (Danish: gengive tekst).,https://github.com/sthagen/gengive,[],"['markdown', 'verification', 'dev-tools']",MIT license,1,2,0,7,pettishly awnless foreheads,,,,0,0,0,0,"1,021",Python,CycloneDX
cyclonedx-python-lib,,https://github.com/Ludher020915/python-mini-projects,[],[],MIT license,0,1,0,,,0.0,,,0,0,0,0,1,Python,CycloneDX
cyclonedx-python-lib,The back end of the OCR-D quality dashboard webapp.,https://github.com/OCR-D/quiver-back-end,[],[],MIT license,1,7,2,,,0.0,,4,7,11,2,35,214,HTML,CycloneDX
cyclonedx-python-lib,Experimental SPDX baseline validator.,https://github.com/sthagen/spdx-lint,[],['spdx'],MIT license,1,2,0,,,,,,0,61,0,61,"1,038",Python,CycloneDX
